"cross_space","cross_run","p_obs","trans_rich","trans_abun","core_rich","core_abun","scale","land_het","hp"
"mean","97.5%",0.1,1.6921630859375,1.926171875,6.4902587890625,8.5441650390625,NA,0.000977517106549364,0.7
"mean","97.5%",0.2,3.0994140625,3.927587890625,10.3777099609375,17.0322265625,NA,0.000977517106549364,0.7
"mean","97.5%",0.3,4.16650390625,5.7966064453125,12.8538330078125,25.480078125,NA,0.000977517106549364,0.7
"mean","97.5%",0.4,5.206982421875,7.802734375,14.63037109375,34.2221923828125,NA,0.000977517106549364,0.7
"mean","97.5%",0.5,6.04638671875,9.68330078125,15.802197265625,42.4617919921875,NA,0.000977517106549364,0.7
"mean","97.5%",0.6,6.7577392578125,11.573291015625,16.7101806640625,51.1097900390625,NA,0.000977517106549364,0.7
"mean","97.5%",0.7,7.403515625,13.621875,17.3483642578125,59.4464599609375,NA,0.000977517106549364,0.7
"mean","97.5%",0.8,8.0051025390625,15.549267578125,17.7984375,68.0950927734375,NA,0.000977517106549364,0.7
"mean","97.5%",0.9,8.50029296875,17.3746826171875,18.1936279296875,76.5304443359375,NA,0.000977517106549364,0.7
"mean","97.5%",1,8.988916015625,19.3171630859375,18.484619140625,84.997998046875,NA,0.000977517106549364,0.7
"var","2.5%",0.1,2.29322460842039,3.03720528909305,4.91387921554252,10.8120769899728,NA,0.000977517106549364,0.7
"var","2.5%",0.2,5.57765726665597,9.89581958699902,6.54096056806727,26.3674903011975,NA,0.000977517106549364,0.7
"var","2.5%",0.3,9.84963343108504,21.053996173937,7.11845280711602,47.3165516127123,NA,0.000977517106549364,0.7
"var","2.5%",0.4,13.1975046346148,35.5029755324795,6.74136615652493,76.445333787726,NA,0.000977517106549364,0.7
"var","2.5%",0.5,16.3511783424594,54.7394542705279,5.97079307280211,103.563979091253,NA,0.000977517106549364,0.7
"var","2.5%",0.6,19.4445594824887,77.7718481516908,5.16539837640518,140.888410145749,NA,0.000977517106549364,0.7
"var","2.5%",0.7,21.4890071328201,102.054023857527,4.75750521215176,176.568828206142,NA,0.000977517106549364,0.7
"var","2.5%",0.8,23.6132177925296,132.963737098492,4.32161260252474,226.258571984971,NA,0.000977517106549364,0.7
"var","2.5%",0.9,25.4299767696496,166.674350103861,3.77392351405945,276.470583727586,NA,0.000977517106549364,0.7
"var","2.5%",1,27.118212747434,205.006353216833,3.31926212254857,331.326875873465,NA,0.000977517106549364,0.7
"var","50%",0.1,3.3669612582478,4.68481707829301,6.62827000473485,13.776511333089,NA,0.000977517106549364,0.7
"var","50%",0.2,8.34649926686217,16.1114970903592,10.6462662474035,38.8657932971347,NA,0.000977517106549364,0.7
"var","50%",0.3,13.2599154982282,32.8596489720797,12.7001141709433,75.4197667514357,NA,0.000977517106549364,0.7
"var","50%",0.4,18.0595884500244,57.6046582890396,13.8915366492546,125.79793174945,NA,0.000977517106549364,0.7
"var","50%",0.5,22.239016297043,89.3967760073008,13.823044106641,184.321631288948,NA,0.000977517106549364,0.7
"var","50%",0.6,25.7324481266801,127.23469861162,13.6044086594269,255.290573642168,NA,0.000977517106549364,0.7
"var","50%",0.7,29.0415783655609,171.409548165628,13.0562406448558,340.253890498992,NA,0.000977517106549364,0.7
"var","50%",0.8,31.5037205790262,221.690277427755,12.2918986360582,433.288603811553,NA,0.000977517106549364,0.7
"var","50%",0.9,33.1924405661962,275.484256151485,11.705721052511,542.190983836602,NA,0.000977517106549364,0.7
"var","50%",1,34.9040978395345,340.124219131843,10.8956529126955,659.978089870479,NA,0.000977517106549364,0.7
"var","97.5%",0.1,5.47380676567846,8.22309995112414,11.3367515646001,21.7346895189929,NA,0.000977517106549364,0.7
"var","97.5%",0.2,13.5994351593047,30.1259294765319,21.8887312515274,73.1855171151408,NA,0.000977517106549364,0.7
"var","97.5%",0.3,21.7505665351219,64.9453994646566,29.3929834509409,152.648050239988,NA,0.000977517106549364,0.7
"var","97.5%",0.4,29.1608949245479,111.040928588748,33.880197068976,270.299760011913,NA,0.000977517106549364,0.7
"var","97.5%",0.5,35.0881239547058,173.327492095858,36.1948275598729,404.13459799609,NA,0.000977517106549364,0.7
"var","97.5%",0.6,39.3501090160679,248.87652538967,36.8420560745433,573.084989575696,NA,0.000977517106549364,0.7
"var","97.5%",0.7,43.175073313783,338.150938282777,37.166887681948,776.208846529814,NA,0.000977517106549364,0.7
"var","97.5%",0.8,45.9782327989446,438.355526026393,36.6348197511913,998.953155165567,NA,0.000977517106549364,0.7
"var","97.5%",0.9,48.3900041239003,551.484920271261,36.4195402233016,1259.06856518817,NA,0.000977517106549364,0.7
"var","97.5%",1,50.1867454551182,675.791685114438,35.6866513786428,1549.41547095037,NA,0.000977517106549364,0.7
"mean","2.5%",0.1,0.8390869140625,0.923486328125,5.727490234375,7.7159423828125,NA,0.000977517106549364,0.8
"mean","2.5%",0.2,1.5766357421875,1.89873046875,8.97314453125,15.6181640625,NA,0.000977517106549364,0.8
"mean","2.5%",0.3,2.127880859375,2.8636474609375,11.055078125,23.41396484375,NA,0.000977517106549364,0.8
"mean","2.5%",0.4,2.60615234375,3.809326171875,12.45009765625,31.32041015625,NA,0.000977517106549364,0.8
"mean","2.5%",0.5,2.9344970703125,4.81953125,13.4614990234375,39.11103515625,NA,0.000977517106549364,0.8
"mean","2.5%",0.6,3.2285888671875,5.7463134765625,14.20205078125,46.9837646484375,NA,0.000977517106549364,0.8
"mean","2.5%",0.7,3.470654296875,6.700439453125,14.712255859375,54.8399658203125,NA,0.000977517106549364,0.8
"mean","2.5%",0.8,3.6669921875,7.6396728515625,15.08291015625,62.698681640625,NA,0.000977517106549364,0.8
"mean","2.5%",0.9,3.8500244140625,8.5915771484375,15.4075439453125,70.470654296875,NA,0.000977517106549364,0.8
"mean","2.5%",1,3.99599609375,9.5598388671875,15.6799560546875,78.3197021484375,NA,0.000977517106549364,0.8
"mean","50%",0.1,1.0634765625,1.2421875,6.1708984375,8.15625,NA,0.000977517106549364,0.8
"mean","50%",0.2,1.88037109375,2.49560546875,9.77880859375,16.25439453125,NA,0.000977517106549364,0.8
"mean","50%",0.3,2.5068359375,3.76416015625,12.09326171875,24.43994140625,NA,0.000977517106549364,0.8
"mean","50%",0.4,3.03076171875,4.97119140625,13.70751953125,32.564453125,NA,0.000977517106549364,0.8
"mean","50%",0.5,3.42041015625,6.2373046875,14.759765625,40.71875,NA,0.000977517106549364,0.8
"mean","50%",0.6,3.8134765625,7.5419921875,15.5927734375,48.8369140625,NA,0.000977517106549364,0.8
"mean","50%",0.7,4.150390625,8.771484375,16.13525390625,57,NA,0.000977517106549364,0.8
"mean","50%",0.8,4.439453125,9.97900390625,16.59521484375,65.111328125,NA,0.000977517106549364,0.8
"mean","50%",0.9,4.7099609375,11.23193359375,16.974609375,73.3046875,NA,0.000977517106549364,0.8
"mean","50%",1,4.9716796875,12.47314453125,17.28125,81.41015625,NA,0.000977517106549364,0.8
"mean","97.5%",0.1,1.27939453125,1.498779296875,6.7486572265625,8.8748291015625,NA,0.000977517106549364,0.8
"mean","97.5%",0.2,2.216650390625,2.91513671875,10.79423828125,17.6156005859375,NA,0.000977517106549364,0.8
"mean","97.5%",0.3,3.0182373046875,4.3982666015625,13.2293212890625,26.215087890625,NA,0.000977517106549364,0.8
"mean","97.5%",0.4,3.70078125,5.8695556640625,14.9242431640625,35.103759765625,NA,0.000977517106549364,0.8
"mean","97.5%",0.5,4.296240234375,7.2966064453125,16.0900634765625,43.83388671875,NA,0.000977517106549364,0.8
"mean","97.5%",0.6,4.85576171875,8.7935546875,16.927685546875,52.6152587890625,NA,0.000977517106549364,0.8
"mean","97.5%",0.7,5.241357421875,10.21826171875,17.4869140625,61.458935546875,NA,0.000977517106549364,0.8
"mean","97.5%",0.8,5.6792236328125,11.6884765625,17.924072265625,70.2023193359375,NA,0.000977517106549364,0.8
"mean","97.5%",0.9,6.05625,13.1392822265625,18.2462646484375,78.8822998046875,NA,0.000977517106549364,0.8
"mean","97.5%",1,6.4062255859375,14.57392578125,18.495703125,87.7008544921875,NA,0.000977517106549364,0.8
"var","2.5%",0.1,2.12446484756843,2.77473853326613,4.96097110215054,11.3681218450254,NA,0.000977517106549364,0.8
"var","2.5%",0.2,5.73189452647697,9.82874434872923,6.67303121945259,27.5752451429619,NA,0.000977517106549364,0.8
"var","2.5%",0.3,9.58059535469361,20.7249016039299,6.98673020527859,48.7565643758019,NA,0.000977517106549364,0.8
"var","2.5%",0.4,13.6824046682169,35.522873136608,6.61313898975898,75.2823497067449,NA,0.000977517106549364,0.8
"var","2.5%",0.5,17.1140758406265,53.4771888412222,6.1283045853571,107.098375092597,NA,0.000977517106549364,0.8
"var","2.5%",0.6,20.3950305092253,76.781686827957,5.35263731537909,146.300459643054,NA,0.000977517106549364,0.8
"var","2.5%",0.7,23.3717268689287,105.049965992142,4.94513520569862,184.826878092925,NA,0.000977517106549364,0.8
"var","2.5%",0.8,25.7247464565005,132.278943121678,4.48039584192479,235.648130951972,NA,0.000977517106549364,0.8
"var","2.5%",0.9,28.2845336556085,167.363883988575,3.88726270867699,287.554712152714,NA,0.000977517106549364,0.8
"var","2.5%",1,30.0180817515503,204.977171610574,3.49936785954301,344.883751832845,NA,0.000977517106549364,0.8
"var","50%",0.1,3.87549162237292,5.83309038596652,7.65679603494624,15.8977301365469,NA,0.000977517106549364,0.8
"var","50%",0.2,9.92808137448069,20.6627260508309,13.098429481305,47.9501800387952,NA,0.000977517106549364,0.8
"var","50%",0.3,15.8155117836632,44.464423245815,16.0737261730205,94.9459721331256,NA,0.000977517106549364,0.8
"var","50%",0.4,21.3395721644367,76.1823747174365,18.3607873403898,159.323899911413,NA,0.000977517106549364,0.8
"var","50%",0.5,25.8766357183223,117.991758881659,18.8525949069831,235.926718196328,NA,0.000977517106549364,0.8
"var","50%",0.6,29.6017758545638,169.977058418102,18.9657253291483,332.589570732527,NA,0.000977517106549364,0.8
"var","50%",0.7,33.1909929053641,231.907286702713,18.8511496326674,442.807569457173,NA,0.000977517106549364,0.8
"var","50%",0.8,35.3907428939089,298.264784468933,18.4836561812683,567.541032330615,NA,0.000977517106549364,0.8
"var","50%",0.9,37.7104086479717,379.177752989828,18.2245134370418,708.393372357649,NA,0.000977517106549364,0.8
"var","50%",1,39.6880341023644,464.286562862751,17.6481430038795,865.199790559323,NA,0.000977517106549364,0.8
"var","97.5%",0.1,5.41631821141099,8.55363132331378,11.221395023827,21.5986075154264,NA,0.000977517106549364,0.8
"var","97.5%",0.2,14.2031661674074,31.6115199293209,22.1210962081119,70.520658091436,NA,0.000977517106549364,0.8
"var","97.5%",0.3,21.3719025881293,66.5620437696649,29.6484065707478,145.030013784519,NA,0.000977517106549364,0.8
"var","97.5%",0.4,28.7447251305902,118.319490774682,35.4487730680673,251.762573504704,NA,0.000977517106549364,0.8
"var","97.5%",0.5,34.2409681571893,178.262061620807,38.6583743575498,380.635247128543,NA,0.000977517106549364,0.8
"var","97.5%",0.6,38.1799015227884,257.703239958494,40.3466586622907,535.908405883431,NA,0.000977517106549364,0.8
"var","97.5%",0.7,41.8628293631247,355.010144699261,41.6538799267244,716.308737012578,NA,0.000977517106549364,0.8
"var","97.5%",0.8,44.5073465565433,458.342040371266,42.2148525323802,932.859537569495,NA,0.000977517106549364,0.8
"var","97.5%",0.9,46.8608832067525,577.473518808613,41.9599788125076,1167.08709169091,NA,0.000977517106549364,0.8
"var","97.5%",1,48.4127842818304,707.89579426606,41.7285524728128,1433.50203061519,NA,0.000977517106549364,0.8
"mean","2.5%",0.1,0.466650390625,0.5287841796875,6.1482177734375,8.6937255859375,NA,0.000977517106549364,0.9
"mean","2.5%",0.2,0.8312744140625,1.08701171875,9.5036376953125,17.527734375,NA,0.000977517106549364,0.9
