"cross_space","cross_run","p_obs","trans_rich","trans_abun","core_rich","core_abun","scale","land_het","hp"
"mean","2.5%",0.3,1.0919677734375,1.6104248046875,11.7149658203125,26.2656982421875,NA,0.000977517106549364,0.9
"mean","2.5%",0.4,1.3029296875,2.1320068359375,13.163818359375,35.168701171875,NA,0.000977517106549364,0.9
"mean","2.5%",0.5,1.4911376953125,2.71787109375,14.3206298828125,44.007666015625,NA,0.000977517106549364,0.9
"mean","2.5%",0.6,1.64140625,3.25458984375,15.15205078125,52.7726806640625,NA,0.000977517106549364,0.9
"mean","2.5%",0.7,1.7816650390625,3.8086669921875,15.8213134765625,61.654931640625,NA,0.000977517106549364,0.9
"mean","2.5%",0.8,1.912060546875,4.375439453125,16.2714111328125,70.5137939453125,NA,0.000977517106549364,0.9
"mean","2.5%",0.9,2.0302490234375,4.8860595703125,16.6275634765625,79.3916015625,NA,0.000977517106549364,0.9
"mean","2.5%",1,2.1346435546875,5.421484375,16.9361083984375,88.275732421875,NA,0.000977517106549364,0.9
"mean","50%",0.1,0.57958984375,0.68505859375,6.66357421875,8.896484375,NA,0.000977517106549364,0.9
"mean","50%",0.2,0.97900390625,1.3720703125,10.5234375,17.75244140625,NA,0.000977517106549364,0.9
"mean","50%",0.3,1.296875,2.056640625,12.8876953125,26.6376953125,NA,0.000977517106549364,0.9
"mean","50%",0.4,1.53076171875,2.7392578125,14.45068359375,35.498046875,NA,0.000977517106549364,0.9
"mean","50%",0.5,1.73388671875,3.4091796875,15.4501953125,44.4033203125,NA,0.000977517106549364,0.9
"mean","50%",0.6,1.90380859375,4.1240234375,16.1982421875,53.2412109375,NA,0.000977517106549364,0.9
"mean","50%",0.7,2.0439453125,4.80419921875,16.7333984375,62.08349609375,NA,0.000977517106549364,0.9
"mean","50%",0.8,2.177734375,5.5009765625,17.10400390625,70.95849609375,NA,0.000977517106549364,0.9
"mean","50%",0.9,2.275390625,6.1806640625,17.42236328125,79.865234375,NA,0.000977517106549364,0.9
"mean","50%",1,2.36669921875,6.8447265625,17.6357421875,88.7255859375,NA,0.000977517106549364,0.9
"mean","97.5%",0.1,0.6826171875,0.821484375,6.955224609375,9.1463623046875,NA,0.000977517106549364,0.9
"mean","97.5%",0.2,1.1684814453125,1.6557861328125,10.9880126953125,18.265087890625,NA,0.000977517106549364,0.9
"mean","97.5%",0.3,1.5171142578125,2.4497314453125,13.4852783203125,27.3093994140625,NA,0.000977517106549364,0.9
"mean","97.5%",0.4,1.8024169921875,3.270751953125,15.1130615234375,36.472216796875,NA,0.000977517106549364,0.9
"mean","97.5%",0.5,2.0821044921875,4.0836181640625,16.1866943359375,45.499267578125,NA,0.000977517106549364,0.9
"mean","97.5%",0.6,2.313330078125,4.9364501953125,16.96787109375,54.698876953125,NA,0.000977517106549364,0.9
"mean","97.5%",0.7,2.5507568359375,5.719873046875,17.5400146484375,63.679736328125,NA,0.000977517106549364,0.9
"mean","97.5%",0.8,2.733349609375,6.546826171875,17.9635498046875,72.68662109375,NA,0.000977517106549364,0.9
"mean","97.5%",0.9,2.932666015625,7.3812744140625,18.2983642578125,81.8207763671875,NA,0.000977517106549364,0.9
"mean","97.5%",1,3.114697265625,8.1721923828125,18.56669921875,90.9048828125,NA,0.000977517106549364,0.9
"var","2.5%",0.1,1.68515453170821,2.50115633877841,5.24040503478586,11.9993074329484,NA,0.000977517106549364,0.9
"var","2.5%",0.2,4.45480940325635,8.41376265808285,6.98658310040934,30.2930778853938,NA,0.000977517106549364,0.9
"var","2.5%",0.3,7.61650178225043,18.7526245952468,7.45028253967345,54.4553519061584,NA,0.000977517106549364,0.9
"var","2.5%",0.4,10.2372388435133,31.3811180495097,7.07081913356091,82.7601341985887,NA,0.000977517106549364,0.9
"var","2.5%",0.5,12.8709806291239,49.1890408542965,7.10490305015885,117.842974406044,NA,0.000977517106549364,0.9
"var","2.5%",0.6,14.8450548278272,72.5385626441456,6.99859863758553,161.425265762463,NA,0.000977517106549364,0.9
"var","2.5%",0.7,16.9418224345904,96.3226336019596,6.44417816490255,204.153437347263,NA,0.000977517106549364,0.9
"var","2.5%",0.8,18.9574372441654,126.599253664735,5.86726756762433,260.957923520742,NA,0.000977517106549364,0.9
"var","2.5%",0.9,20.5353043810713,159.522440127077,5.33713989854442,315.535150140518,NA,0.000977517106549364,0.9
"var","2.5%",1,21.8902489088847,196.438484223218,4.86975548707845,382.607615827186,NA,0.000977517106549364,0.9
"var","50%",0.1,2.76197028882576,4.28960042079057,7.82147234695748,16.1248391487964,NA,0.000977517106549364,0.9
"var","50%",0.2,6.9455368325391,15.4734232763624,13.7852192540323,47.3438139586388,NA,0.000977517106549364,0.9
"var","50%",0.3,11.2991980350379,34.31583634989,17.8559875786596,92.3097502558346,NA,0.000977517106549364,0.9
"var","50%",0.4,15.3239762799365,60.4651659297104,20.3060330179313,152.506926625122,NA,0.000977517106549364,0.9
"var","50%",0.5,18.1471597591337,90.0556091726234,21.7631921852089,227.641960971866,NA,0.000977517106549364,0.9
"var","50%",0.6,20.9974636103983,130.959291281006,22.6950671661168,317.645121196848,NA,0.000977517106549364,0.9
"var","50%",0.7,23.0628932978983,178.356083039315,23.2281108718231,421.087364636791,NA,0.000977517106549364,0.9
"var","50%",0.8,24.8444793194037,232.871895619501,23.2318758400538,539.676956370662,NA,0.000977517106549364,0.9
"var","50%",0.9,26.1936381201124,291.658075207722,23.2409150094697,672.58476715237,NA,0.000977517106549364,0.9
"var","50%",1,27.4165840932001,360.205437057063,23.0563843131415,821.070865217192,NA,0.000977517106549364,0.9
"var","97.5%",0.1,3.89982817082111,6.1859548738392,8.72532783575421,17.1188632879322,NA,0.000977517106549364,0.9
"var","97.5%",0.2,9.68698584891251,22.6285364354228,15.6125267528485,49.647505827873,NA,0.000977517106549364,0.9
"var","97.5%",0.3,14.8205523926259,47.6334646871945,20.4816593352884,97.0594003209387,NA,0.000977517106549364,0.9
"var","97.5%",0.4,19.1908861803519,84.7735405975073,23.2151565507011,160.036926543981,NA,0.000977517106549364,0.9
"var","97.5%",0.5,22.6300047873518,132.792200506514,25.4802681155685,238.783432779471,NA,0.000977517106549364,0.9
"var","97.5%",0.6,25.282994257087,189.872872205867,26.65588488686,331.468569770283,NA,0.000977517106549364,0.9
"var","97.5%",0.7,27.2718432831974,257.459497953324,27.4349209394856,442.499328267236,NA,0.000977517106549364,0.9
"var","97.5%",0.8,28.9694060056207,336.61180263605,27.5282418677068,565.720547357076,NA,0.000977517106549364,0.9
"var","97.5%",0.9,29.8459564775782,423.752796591482,27.7810552602639,707.162019641984,NA,0.000977517106549364,0.9
"var","97.5%",1,30.7686325117989,518.682180908442,27.7404874650614,861.225806451613,NA,0.000977517106549364,0.9
"mean","2.5%",0.1,0.030419921875,0.0314208984375,6.8978271484375,9.7357666015625,NA,0.000977517106549364,1
"mean","2.5%",0.2,0.0712890625,0.0762451171875,10.7803955078125,19.514697265625,NA,0.000977517106549364,1
"mean","2.5%",0.3,0.1006591796875,0.115234375,13.129150390625,29.3564697265625,NA,0.000977517106549364,1
"mean","2.5%",0.4,0.1377685546875,0.1552978515625,14.76982421875,39.1741455078125,NA,0.000977517106549364,1
"mean","2.5%",0.5,0.1699462890625,0.1962890625,15.9615234375,49.104638671875,NA,0.000977517106549364,1
"mean","2.5%",0.6,0.204296875,0.2363525390625,16.8332763671875,58.9494140625,NA,0.000977517106549364,1
"mean","2.5%",0.7,0.238330078125,0.272607421875,17.4967041015625,68.9046875,NA,0.000977517106549364,1
"mean","2.5%",0.8,0.2686279296875,0.31455078125,17.9907470703125,78.667724609375,NA,0.000977517106549364,1
"mean","2.5%",0.9,0.29716796875,0.3528564453125,18.3332275390625,88.6193115234375,NA,0.000977517106549364,1
"mean","2.5%",1,0.3291259765625,0.3955078125,18.6090087890625,98.524658203125,NA,0.000977517106549364,1
"mean","50%",0.1,0.04736328125,0.04833984375,7.3515625,9.88720703125,NA,0.000977517106549364,1
"mean","50%",0.2,0.087890625,0.09619140625,11.556640625,19.7431640625,NA,0.000977517106549364,1
"mean","50%",0.3,0.1279296875,0.14111328125,14.1162109375,29.59716796875,NA,0.000977517106549364,1
"mean","50%",0.4,0.1669921875,0.18701171875,15.81494140625,39.4677734375,NA,0.000977517106549364,1
"mean","50%",0.5,0.20947265625,0.2373046875,16.8759765625,49.412109375,NA,0.000977517106549364,1
"mean","50%",0.6,0.25048828125,0.28564453125,17.68310546875,59.2578125,NA,0.000977517106549364,1
"mean","50%",0.7,0.28662109375,0.3271484375,18.24169921875,69.09912109375,NA,0.000977517106549364,1
"mean","50%",0.8,0.33203125,0.3837890625,18.65966796875,78.9755859375,NA,0.000977517106549364,1
"mean","50%",0.9,0.373046875,0.427734375,18.9541015625,88.82763671875,NA,0.000977517106549364,1
"mean","50%",1,0.4072265625,0.474609375,19.17822265625,98.7080078125,NA,0.000977517106549364,1
"mean","97.5%",0.1,0.056640625,0.0585693359375,7.581982421875,10.0548095703125,NA,0.000977517106549364,1
"mean","97.5%",0.2,0.1064453125,0.1152099609375,12.073681640625,19.913671875,NA,0.000977517106549364,1
"mean","97.5%",0.3,0.16494140625,0.1765625,14.7271240234375,29.8460693359375,NA,0.000977517106549364,1
"mean","97.5%",0.4,0.2041015625,0.2225830078125,16.3406005859375,39.7556396484375,NA,0.000977517106549364,1
"mean","97.5%",0.5,0.2451171875,0.2783203125,17.52861328125,49.63671875,NA,0.000977517106549364,1
"mean","97.5%",0.6,0.3073486328125,0.3494140625,18.231591796875,59.6621337890625,NA,0.000977517106549364,1
"mean","97.5%",0.7,0.349609375,0.40009765625,18.7601318359375,69.3680908203125,NA,0.000977517106549364,1
"mean","97.5%",0.8,0.3954833984375,0.45478515625,19.0955078125,79.1547607421875,NA,0.000977517106549364,1
"mean","97.5%",0.9,0.4364013671875,0.507421875,19.345654296875,89.1714111328125,NA,0.000977517106549364,1
"mean","97.5%",1,0.4793701171875,0.5556396484375,19.4969482421875,98.873779296875,NA,0.000977517106549364,1
"var","2.5%",0.1,0.0559674125962243,0.0586106465359238,3.47317326490714,8.24890764372556,NA,0.000977517106549364,1
"var","2.5%",0.2,0.107742360283785,0.179235040360765,3.87914843368157,15.4203160559094,NA,0.000977517106549364,1
"var","2.5%",0.3,0.187525392534213,0.301731918797349,3.17808099263807,21.3209836838649,NA,0.000977517106549364,1
"var","2.5%",0.4,0.256656566929374,0.612032075734665,2.55397090072856,26.2241810669065,NA,0.000977517106549364,1
"var","2.5%",0.5,0.338460811491935,0.830593230694037,2.08871261283449,28.4118917008416,NA,0.000977517106549364,1
"var","2.5%",0.6,0.420909964374084,1.33527003910068,1.61820816532258,31.114677004101,NA,0.000977517106549364,1
"var","2.5%",0.7,0.448186605533663,1.94330343505621,1.32596529814272,30.5448064869333,NA,0.000977517106549364,1
"var","2.5%",0.8,0.505780071060912,2.54778855846774,1.09298020527859,28.6149474441364,NA,0.000977517106549364,1
"var","2.5%",0.9,0.549426400789651,2.78103867397513,0.87907855648216,25.8044966502856,NA,0.000977517106549364,1
"var","2.5%",1,0.58046261665292,3.66133184796554,0.760584128520589,21.784133484543,NA,0.000977517106549364,1
"var","50%",0.1,0.0813129085716031,0.105578529753177,3.93901543789712,9.1829904386608,NA,0.000977517106549364,1
"var","50%",0.2,0.181376676289101,0.32097308773216,4.07729067387586,16.9103027821053,NA,0.000977517106549364,1
"var","50%",0.3,0.27489422959433,0.682506930443548,3.54563687530547,22.9468933284457,NA,0.000977517106549364,1
"var","50%",0.4,0.357110195961632,1.11512459524682,2.90564573405425,27.6760246746701,NA,0.000977517106549364,1
"var","50%",0.5,0.424847167491447,1.80380067051564,2.44743840878543,31.2244537741325,NA,0.000977517106549364,1
"var","50%",0.6,0.507825387188416,2.62274283281403,2.01104050204668,33.0660425449047,NA,0.000977517106549364,1
"var","50%",0.7,0.567576120326246,3.43939680321359,1.68381712793255,33.7250943151271,NA,0.000977517106549364,1
"var","50%",0.8,0.625396161717986,4.28349284808773,1.41402336113148,32.5113292705279,NA,0.000977517106549364,1
"var","50%",0.9,0.662227746212121,5.82771165536412,1.17248928931452,29.8515959112292,NA,0.000977517106549364,1
"var","50%",1,0.728482213770772,6.94513255666545,1.03409090909091,25.8660305168622,NA,0.000977517106549364,1
"var","97.5%",0.1,0.138088324016373,0.231368156425648,4.43412811488117,9.70546557593322,NA,0.000977517106549364,1
"var","97.5%",0.2,0.254749716481855,0.593341237475562,4.5880550082478,18.0845430107527,NA,0.000977517106549364,1
"var","97.5%",0.3,0.376328048631476,1.17773093841642,3.84436498140426,24.5381573659351,NA,0.000977517106549364,1
"var","97.5%",0.4,0.508888651828262,1.95041484814119,3.28133994780211,29.4618962113575,NA,0.000977517106549364,1
"var","97.5%",0.5,0.548423562744379,2.82359634652981,2.92138421290781,33.30939103739,NA,0.000977517106549364,1
"var","97.5%",0.6,0.614696621265579,4.25396314455034,2.39376863869288,36.3810778128437,NA,0.000977517106549364,1
"var","97.5%",0.7,0.653624999045393,5.27734425116844,2.1796422277844,36.7602429998702,NA,0.000977517106549364,1
"var","97.5%",0.8,0.693860519573253,6.25416163111712,1.81235158254674,35.5344120387341,NA,0.000977517106549364,1
"var","97.5%",0.9,0.765839762608443,7.9029351526225,1.57046554729503,33.8889212182307,NA,0.000977517106549364,1
"var","97.5%",1,0.808290781746395,9.53426121089931,1.39917369257087,30.8523398361131,NA,0.000977517106549364,1
