"cross_space","cross_run","p_obs","comm_stat","(0,0.333]","(0.333,0.667]","(0.667,1]","scale","land_het","hp"
"var","50%",0.1,"rich",4.312833634989,3.08441728907014,0.308465832722385,NA,0.000977517106549364,"0.5"
"var","50%",0.1,"abun",5.94555258354717,6.6752137364064,1.15221344620601,NA,0.000977517106549364,"0.5"
"var","50%",0.2,"rich",4.03667550632331,5.2780186568304,3.58837174670088,NA,0.000977517106549364,"0.5"
"var","50%",0.2,"abun",5.86364543239858,12.5487531883859,16.7381285129521,NA,0.000977517106549364,"0.5"
"var","50%",0.3,"rich",3.04768021062439,8.38410265075147,6.38786761898216,NA,0.000977517106549364,"0.5"
"var","50%",0.3,"abun",4.54896367913001,19.2769919774866,43.2611913298815,NA,0.000977517106549364,"0.5"
"var","50%",0.4,"rich",2.61649588755499,10.7603016365775,7.61991385630498,NA,0.000977517106549364,"0.5"
"var","50%",0.4,"abun",3.91782508171432,24.6209729922715,68.8761455278592,NA,0.000977517106549364,"0.5"
"var","50%",0.5,"rich",2.44024831225562,11.3429323794905,8.18875578491569,NA,0.000977517106549364,"0.5"
"var","50%",0.5,"abun",3.61074581500489,26.7425936850868,91.869015571542,NA,0.000977517106549364,"0.5"
"var","50%",0.6,"rich",2.37232280593231,10.3405878658052,9.03880189241202,NA,0.000977517106549364,"0.5"
"var","50%",0.6,"abun",3.47115465389785,25.4251082523827,112.354861620235,NA,0.000977517106549364,"0.5"
"var","50%",0.7,"rich",2.34349321083822,9.05653514097629,10.4894434834739,NA,0.000977517106549364,"0.5"
"var","50%",0.7,"abun",3.41379807398583,22.8608026140946,135.050555485551,NA,0.000977517106549364,"0.5"
"var","50%",0.8,"rich",2.3315844941349,7.95423568472019,12.6346587090665,NA,0.000977517106549364,"0.5"
"var","50%",0.8,"abun",3.33062797837243,20.1437847476784,153.811409362017,NA,0.000977517106549364,"0.5"
"var","50%",0.9,"rich",2.26944103968109,6.8107411374328,15.1353536626344,NA,0.000977517106549364,"0.5"
"var","50%",0.9,"abun",3.24159516663612,18.5051753994074,176.861405925434,NA,0.000977517106549364,"0.5"
"var","50%",1,"rich",2.16985266602517,6.18012041407014,17.9990100730083,NA,0.000977517106549364,"0.5"
"var","50%",1,"abun",3.15450259271139,16.6748142335655,199.762722518787,NA,0.000977517106549364,"0.5"
"var","97.5%",0.1,"rich",5.15885951246334,4.16578692513594,0.645280043377322,NA,0.000977517106549364,"0.5"
"var","97.5%",0.1,"abun",7.24106755559628,8.65475470430107,2.82883474996945,NA,0.000977517106549364,"0.5"
"var","97.5%",0.2,"rich",4.65914551258553,6.98484187419813,5.13307310758798,NA,0.000977517106549364,"0.5"
"var","97.5%",0.2,"abun",6.83053846014327,15.6451124144672,22.1235426021811,NA,0.000977517106549364,"0.5"
"var","97.5%",0.3,"rich",3.52892374316502,12.2393006504689,10.9466306207234,NA,0.000977517106549364,"0.5"
"var","97.5%",0.3,"abun",5.21707363930383,26.9202860812637,61.7999671615347,NA,0.000977517106549364,"0.5"
"var","97.5%",0.4,"rich",2.94005550559781,16.1295653103617,12.4676099133981,NA,0.000977517106549364,"0.5"
"var","97.5%",0.4,"abun",4.39218609195534,37.679142228739,101.728039586579,NA,0.000977517106549364,"0.5"
"var","97.5%",0.5,"rich",2.84704122086541,15.8882635659137,13.1467752674807,NA,0.000977517106549364,"0.5"
"var","97.5%",0.5,"abun",4.11871708993921,36.6517315608199,136.277867566479,NA,0.000977517106549364,"0.5"
"var","97.5%",0.6,"rich",2.73823924731183,13.3531275535725,14.0989442290216,NA,0.000977517106549364,"0.5"
"var","97.5%",0.6,"abun",4.16512936827957,32.0228391526149,171.744122749992,NA,0.000977517106549364,"0.5"
"var","97.5%",0.7,"rich",2.85902714137341,11.5146204436629,15.5862024271826,NA,0.000977517106549364,"0.5"
"var","97.5%",0.7,"abun",4.08535635939791,28.7508011296814,211.453742463381,NA,0.000977517106549364,"0.5"
"var","97.5%",0.8,"rich",2.80618071942968,10.3412231325987,17.7572581838419,NA,0.000977517106549364,"0.5"
"var","97.5%",0.8,"abun",4.05470499316502,26.5106203797043,242.417871499458,NA,0.000977517106549364,"0.5"
"var","97.5%",0.9,"rich",2.86773556348515,8.9217200912222,20.3086968475073,NA,0.000977517106549364,"0.5"
"var","97.5%",0.9,"abun",4.04092551014174,23.8186239919355,285.146525804924,NA,0.000977517106549364,"0.5"
"var","97.5%",1,"rich",2.85604571419844,7.93259057784244,23.6353124236315,NA,0.000977517106549364,"0.5"
"var","97.5%",1,"abun",4.07178996842161,21.9248888837977,324.61753070492,NA,0.000977517106549364,"0.5"
"mean","2.5%",0.1,"rich",3.183984375,2.496875,0.14033203125,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.1,"abun",3.6142822265625,3.362744140625,0.2082275390625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.2,"rich",2.3203857421875,4.78310546875,2.8701416015625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.2,"abun",2.6370361328125,6.695068359375,5.399853515625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.3,"rich",1.8947998046875,4.7977294921875,6.3697265625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.3,"abun",2.12763671875,6.9319580078125,14.032958984375,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.4,"rich",1.8388671875,4.1888427734375,9.31142578125,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.4,"abun",2.0463623046875,6.30400390625,24.1200439453125,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.5,"rich",1.8416015625,3.549658203125,11.8027587890625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.5,"abun",2.041015625,5.3861083984375,33.8931884765625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.6,"rich",1.71181640625,3.12802734375,13.8726806640625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.6,"abun",1.9477294921875,4.68857421875,43.8857421875,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.7,"rich",1.530126953125,2.82265625,15.7539794921875,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.7,"abun",1.7815185546875,4.1936767578125,53.7133544921875,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.8,"rich",1.358251953125,2.71005859375,17.3473388671875,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.8,"abun",1.5875244140625,3.98134765625,63.0770751953125,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.9,"rich",1.174853515625,2.6045654296875,18.615869140625,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.9,"abun",1.4059814453125,3.751171875,72.742041015625,NA,0.000977517106549364,"0.6"
"mean","2.5%",1,"rich",1.0470458984375,2.5893798828125,19.6494873046875,NA,0.000977517106549364,"0.6"
"mean","2.5%",1,"abun",1.236376953125,3.703271484375,82.1316650390625,NA,0.000977517106549364,"0.6"
"mean","50%",0.1,"rich",3.79638671875,3.35205078125,0.3896484375,NA,0.000977517106549364,"0.6"
"mean","50%",0.1,"abun",4.26953125,4.50732421875,0.6533203125,NA,0.000977517106549364,"0.6"
"mean","50%",0.2,"rich",3.11669921875,5.7548828125,3.681640625,NA,0.000977517106549364,"0.6"
"mean","50%",0.2,"abun",3.57421875,8.12451171875,7.234375,NA,0.000977517106549364,"0.6"
"mean","50%",0.3,"rich",2.62255859375,5.90625,7.5498046875,NA,0.000977517106549364,"0.6"
"mean","50%",0.3,"abun",2.9912109375,8.6220703125,16.6455078125,NA,0.000977517106549364,"0.6"
"mean","50%",0.4,"rich",2.32568359375,5.4453125,10.8125,NA,0.000977517106549364,"0.6"
"mean","50%",0.4,"abun",2.6875,8.04736328125,27.005859375,NA,0.000977517106549364,"0.6"
"mean","50%",0.5,"rich",2.109375,5.08984375,13.654296875,NA,0.000977517106549364,"0.6"
"mean","50%",0.5,"abun",2.4150390625,7.62353515625,37.05419921875,NA,0.000977517106549364,"0.6"
"mean","50%",0.6,"rich",1.9267578125,4.705078125,15.8818359375,NA,0.000977517106549364,"0.6"
"mean","50%",0.6,"abun",2.21337890625,7.01708984375,47.1845703125,NA,0.000977517106549364,"0.6"
"mean","50%",0.7,"rich",1.82861328125,4.38671875,17.65576171875,NA,0.000977517106549364,"0.6"
"mean","50%",0.7,"abun",2.09033203125,6.541015625,57.23828125,NA,0.000977517106549364,"0.6"
"mean","50%",0.8,"rich",1.72314453125,4.146484375,19.0732421875,NA,0.000977517106549364,"0.6"
"mean","50%",0.8,"abun",1.9921875,6.14794921875,67.21044921875,NA,0.000977517106549364,"0.6"
"mean","50%",0.9,"rich",1.6328125,3.994140625,20.27734375,NA,0.000977517106549364,"0.6"
"mean","50%",0.9,"abun",1.88720703125,5.93994140625,77.20654296875,NA,0.000977517106549364,"0.6"
"mean","50%",1,"rich",1.546875,3.82177734375,21.2822265625,NA,0.000977517106549364,"0.6"
"mean","50%",1,"abun",1.7890625,5.69677734375,87.00537109375,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.1,"rich",4.4435302734375,4.035107421875,0.958642578124999,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.1,"abun",5.0080078125,5.387060546875,1.8020751953125,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.2,"rich",3.7875,6.6544921875,4.6294189453125,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.2,"abun",4.352978515625,9.607080078125,9.0896240234375,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.3,"rich",3.075439453125,7.197021484375,8.8540283203125,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.3,"abun",3.5326904296875,10.43876953125,19.5322998046875,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.4,"rich",2.712646484375,6.8938720703125,12.2211669921875,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.4,"abun",3.130859375,10.1264892578125,30.43994140625,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.5,"rich",2.4264892578125,6.3892578125,14.96728515625,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.5,"abun",2.8001220703125,9.469189453125,41.2273193359375,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.6,"rich",2.2526611328125,6.0140869140625,17.13466796875,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.6,"abun",2.6163818359375,9.0298095703125,51.7938232421875,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.7,"rich",2.0630126953125,5.64169921875,18.76416015625,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.7,"abun",2.4329345703125,8.47333984375,61.7815673828125,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.8,"rich",1.959619140625,5.3671630859375,20.449560546875,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.8,"abun",2.261572265625,8.0671875,71.8442138671875,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.9,"rich",1.8999267578125,5.060693359375,22.078125,NA,0.000977517106549364,"0.6"
"mean","97.5%",0.9,"abun",2.2046875,7.5092041015625,81.6111083984375,NA,0.000977517106549364,"0.6"
"mean","97.5%",1,"rich",1.80498046875,4.808740234375,23.416259765625,NA,0.000977517106549364,"0.6"
"mean","97.5%",1,"abun",2.0861083984375,7.125244140625,91.3579345703125,NA,0.000977517106549364,"0.6"
"var","2.5%",0.1,"rich",3.41905969822978,1.92422426285282,0.141779692082111,NA,0.000977517106549364,"0.6"
"var","2.5%",0.1,"abun",4.68196650381079,4.41378509133675,0.389557057788062,NA,0.000977517106549364,"0.6"
"var","2.5%",0.2,"rich",3.48250580878085,3.76770699688416,1.92060002749267,NA,0.000977517106549364,"0.6"
"var","2.5%",0.2,"abun",4.82523244669477,9.45950177174976,13.091731579912,NA,0.000977517106549364,"0.6"
"var","2.5%",0.3,"rich",2.6968228784824,5.38216763941074,3.59762656173631,NA,0.000977517106549364,"0.6"
"var","2.5%",0.3,"abun",3.81821830801717,12.867748808651,33.0722592291361,NA,0.000977517106549364,"0.6"
"var","2.5%",0.4,"rich",2.26713308742669,6.45751268194801,4.65887757839229,NA,0.000977517106549364,"0.6"
"var","2.5%",0.4,"abun",3.19407630838374,15.3229245183055,48.4534144605709,NA,0.000977517106549364,"0.6"
"var","2.5%",0.5,"rich",2.08906841856061,7.59797449195839,4.59107206611223,NA,0.000977517106549364,"0.6"
"var","2.5%",0.5,"abun",2.98825662115103,17.8795668377322,58.4743777874511,NA,0.000977517106549364,"0.6"
"var","2.5%",0.6,"rich",1.93184386073436,7.9281885052007,4.66155195637066,NA,0.000977517106549364,"0.6"
"var","2.5%",0.6,"abun",2.8881846438172,18.9087378717238,72.3959300349768,NA,0.000977517106549364,"0.6"
"var","2.5%",0.7,"rich",1.79120275174884,7.94351628845155,5.21262581714321,NA,0.000977517106549364,"0.6"
"var","2.5%",0.7,"abun",2.61666819403715,19.1960517473118,75.8084230424838,NA,0.000977517106549364,"0.6"
"var","2.5%",0.8,"rich",1.82184991771292,7.20255796370968,6.3310172430581,NA,0.000977517106549364,"0.6"
"var","2.5%",0.8,"abun",2.68148464228983,18.4897299608993,80.5712156532564,NA,0.000977517106549364,"0.6"
"var","2.5%",0.9,"rich",1.74339459998167,6.08646635202835,8.5631575329912,NA,0.000977517106549364,"0.6"
"var","2.5%",0.9,"abun",2.53520543610246,16.5985020314027,82.5113513458043,NA,0.000977517106549364,"0.6"
"var","2.5%",1,"rich",1.69408497143817,5.3184038596652,10.8838813013578,NA,0.000977517106549364,"0.6"
"var","2.5%",1,"abun",2.48512923463465,14.9890165595598,86.9611779892549,NA,0.000977517106549364,"0.6"
"var","50%",0.1,"rich",4.23691711724096,3.11590259958456,0.344900778195259,NA,0.000977517106549364,"0.6"
"var","50%",0.1,"abun",5.85014777309384,6.82615421477884,1.22941629627933,NA,0.000977517106549364,"0.6"
"var","50%",0.2,"rich",4.25016419232649,4.9626701108871,3.81629074260753,NA,0.000977517106549364,"0.6"
"var","50%",0.2,"abun",6.07308610932918,12.2072197847935,18.2608958791544,NA,0.000977517106549364,"0.6"
"var","50%",0.3,"rich",3.21949363850196,7.89655119745846,6.97203527843964,NA,0.000977517106549364,"0.6"
"var","50%",0.3,"abun",4.7584535182979,18.1783567784702,46.3122513249939,NA,0.000977517106549364,"0.6"
"var","50%",0.4,"rich",2.68927127245235,10.7122844498412,7.80648741064883,NA,0.000977517106549364,"0.6"
"var","50%",0.4,"abun",3.92313460334189,23.9537641090848,74.1693314508492,NA,0.000977517106549364,"0.6"
"var","50%",0.5,"rich",2.43500036275049,11.4743516312317,7.94621269397605,NA,0.000977517106549364,"0.6"
"var","50%",0.5,"abun",3.62979880712366,26.6349312492363,96.280482019031,NA,0.000977517106549364,"0.6"
"var","50%",0.6,"rich",2.34770350302419,10.9894449153837,8.25193546477884,NA,0.000977517106549364,"0.6"
"var","50%",0.6,"abun",3.37307121746701,26.4123131834983,114.510988953293,NA,0.000977517106549364,"0.6"
"var","50%",0.7,"rich",2.31783004566838,9.87586200971408,9.38212041025171,NA,0.000977517106549364,"0.6"
"var","50%",0.7,"abun",3.29843053137219,24.7109126802297,136.393996193029,NA,0.000977517106549364,"0.6"
"var","50%",0.8,"rich",2.2704681963282,8.86542147788368,11.5692963213282,NA,0.000977517106549364,"0.6"
"var","50%",0.8,"abun",3.22352446465665,22.3623738964748,155.813196385478,NA,0.000977517106549364,"0.6"
"var","50%",0.9,"rich",2.24309962655792,7.9936184552175,13.8583702766068,NA,0.000977517106549364,"0.6"
"var","50%",0.9,"abun",3.20069552633187,20.2756474141618,175.329054309476,NA,0.000977517106549364,"0.6"
"var","50%",1,"rich",2.20933710211999,7.30650077514052,16.8234927717192,NA,0.000977517106549364,"0.6"
"var","50%",1,"abun",3.15234900033602,18.5464888616508,195.9098063867,NA,0.000977517106549364,"0.6"
"var","97.5%",0.1,"rich",5.31735376859573,4.44204748308437,0.701568585616752,NA,0.000977517106549364,"0.6"
"var","97.5%",0.1,"abun",7.23827387566441,9.22882747109451,3.2910593221148,NA,0.000977517106549364,"0.6"
"var","97.5%",0.2,"rich",5.06083020222385,6.25716317662512,5.34987093719452,NA,0.000977517106549364,"0.6"
"var","97.5%",0.2,"abun",7.54699277458303,15.2153054931879,23.8186697414544,NA,0.000977517106549364,"0.6"
"var","97.5%",0.3,"rich",3.79471971319801,12.6553098080095,11.1056228473622,NA,0.000977517106549364,"0.6"
"var","97.5%",0.3,"abun",5.50981882044996,27.3520617592253,62.4634596420989,NA,0.000977517106549364,"0.6"
"var","97.5%",0.4,"rich",3.18952593761455,16.2986960074536,13.1060945900538,NA,0.000977517106549364,"0.6"
"var","97.5%",0.4,"abun",4.75861878455676,36.603565765709,102.577288191899,NA,0.000977517106549364,"0.6"
"var","97.5%",0.5,"rich",2.84659825956134,16.389520902065,12.8179588220919,NA,0.000977517106549364,"0.6"
"var","97.5%",0.5,"abun",4.20971178519062,38.4183016451689,144.274679443121,NA,0.000977517106549364,"0.6"
"var","97.5%",0.6,"rich",2.75356249618157,14.8437056107955,13.4694927793561,NA,0.000977517106549364,"0.6"
"var","97.5%",0.6,"abun",3.90757525640732,36.0271138807429,182.124446328201,NA,0.000977517106549364,"0.6"
"var","97.5%",0.7,"rich",2.73044443139815,13.0255250336021,15.2242859543011,NA,0.000977517106549364,"0.6"
"var","97.5%",0.7,"abun",3.88818299712091,31.5155026910358,218.518575593383,NA,0.000977517106549364,"0.6"
"var","97.5%",0.8,"rich",2.73342669385386,11.3040854057842,17.8399861057017,NA,0.000977517106549364,"0.6"
"var","97.5%",0.8,"abun",3.9133973301564,28.3196675678152,257.228732511608,NA,0.000977517106549364,"0.6"
"var","97.5%",0.9,"rich",2.71456233198925,10.0879304559583,21.5275203760768,NA,0.000977517106549364,"0.6"
"var","97.5%",0.9,"abun",3.92725630804008,25.7345968266969,300.265503669508,NA,0.000977517106549364,"0.6"
"var","97.5%",1,"rich",2.68570839442815,9.3994294555306,25.2026335685484,NA,0.000977517106549364,"0.6"
"var","97.5%",1,"abun",3.87329748308437,23.8064903937943,345.576851626459,NA,0.000977517106549364,"0.6"
"mean","2.5%",0.1,"rich",2.822265625,2.6184326171875,0.119091796875,NA,0.000977517106549364,"0.7"
"mean","2.5%",0.1,"abun",3.2215576171875,3.430859375,0.1592529296875,NA,0.000977517106549364,"0.7"
"mean","2.5%",0.2,"rich",1.8484619140625,4.7063232421875,3.11669921875,NA,0.000977517106549364,"0.7"
"mean","2.5%",0.2,"abun",2.101611328125,6.7113525390625,6.608203125,NA,0.000977517106549364,"0.7"
"mean","2.5%",0.3,"rich",1.5652099609375,4.564013671875,6.612646484375,NA,0.000977517106549364,"0.7"
"mean","2.5%",0.3,"abun",1.7608642578125,6.57158203125,16.1268798828125,NA,0.000977517106549364,"0.7"
"mean","2.5%",0.4,"rich",1.4765380859375,3.5501953125,9.67529296875,NA,0.000977517106549364,"0.7"
