"cross_space","cross_run","p_obs","trans_rich","trans_abun","core_rich","core_abun","scale","land_het","d","v","dcorr"
"mean","2.5%",0.1,1.1457763671875,1.3254150390625,4.80517578125,8.3655029296875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.2,2.0290771484375,2.678515625,6.8096435546875,16.7666748046875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.3,2.7803955078125,4.0755126953125,7.94326171875,25.2002685546875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.4,3.3860107421875,5.4123046875,8.6693115234375,33.6030517578125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.5,3.92177734375,6.7762451171875,9.0785400390625,42.0328857421875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.6,4.3254150390625,8.135107421875,9.51357421875,50.52080078125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.7,4.6921630859375,9.43916015625,9.8538330078125,58.9975341796875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.8,5.053173828125,10.8836181640625,10.0788818359375,67.397216796875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.9,5.3355224609375,12.19736328125,10.288720703125,75.820703125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",1,5.6026611328125,13.539111328125,10.45126953125,84.3763427734375,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.1,1.2548828125,1.45654296875,5.0341796875,8.51953125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.2,2.22021484375,2.9150390625,7.16015625,17.0634765625,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.3,2.998046875,4.361328125,8.3544921875,25.55224609375,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.4,3.63525390625,5.80908203125,9.13330078125,34.12548828125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.5,4.17138671875,7.23828125,9.6953125,42.62841796875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.6,4.64306640625,8.74267578125,10.10205078125,51.13720703125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.7,5.05908203125,10.20068359375,10.4248046875,59.62646484375,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.8,5.41796875,11.654296875,10.6923828125,68.13037109375,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",0.9,5.73681640625,13.109375,10.92578125,76.70947265625,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","50%",1,6.03662109375,14.54638671875,11.11669921875,85.22607421875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.1,1.34677734375,1.56279296875,5.17880859375,8.68701171875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.2,2.35859375,3.0876708984375,7.463720703125,17.3604736328125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.3,3.1382080078125,4.62724609375,8.6815673828125,25.8507080078125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.4,3.8150146484375,6.1733642578125,9.4929443359375,34.5548828125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.5,4.372119140625,7.6988525390625,10.0850341796875,43.1357177734375,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.6,4.883056640625,9.283642578125,10.5346923828125,51.76875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.7,5.2851806640625,10.8152587890625,10.87333984375,60.33115234375,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.8,5.684912109375,12.291064453125,11.185302734375,68.99482421875,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",0.9,5.989501953125,13.834326171875,11.384521484375,77.5589111328125,1,0.000977517106549364,"a0.5","a0.5","1"
"mean","97.5%",1,6.2876220703125,15.378662109375,11.5885009765625,86.23388671875,1,0.000977517106549364,"a0.5","a0.5","1"
"var","2.5%",0.1,1.64234539192326,2.5317176856137,2.65773002199413,8.5895698017855,1,0.000977517106549364,"a0.5","a0.5","1"
"var","2.5%",0.2,3.3385744812668,7.35828219028745,3.72930336632454,19.0118531586022,1,0.000977517106549364,"a0.5","a0.5","1"
"var","2.5%",0.3,4.86846743646139,15.0482061033724,4.44959255005957,30.6607135254384,1,0.000977517106549364,"a0.5","a0.5","1"
