"cross_space","cross_run","p_obs","core_core","core_trans","trans_core","trans_trans","land_het","d","v","dcorr"
"var","2.5%",1,6.98443735967284,4.41099036133767,9.68224183620479,10.1159327651515,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.1,0.880568697305719,4.86684002321603,0.0252832317631965,16.0676119180718,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.2,2.3800016610154,4.20740116003788,0.444089649010264,10.26597772712,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.3,3.99822825024438,4.22129116263441,1.5359838938783,8.01813656983138,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.4,5.08692169935239,4.49255215970186,2.91725279508798,7.51869071893328,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.5,5.84310659518573,4.35958883186706,4.36462485871823,7.83800995081867,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.6,6.35995540078201,4.55435481961755,5.76123953751222,8.33174295882209,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.7,6.75056083134775,4.60268082157258,6.97935711067326,9.19546810086755,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.8,7.02430619195992,4.80320117760264,8.18214561186461,10.2290062927664,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",0.9,7.40441095048265,4.85467594926075,9.30741719742791,10.8639757262647,0.000977517106549364,"a0.5","a0.5","1"
"var","50%",1,7.6080910541911,4.86748056421065,10.3358678137219,11.6396894855816,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.1,0.963950357595613,5.3153040612781,0.0476737908953446,20.1035219015381,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.2,2.49818402809598,4.60284222167491,0.543413405730694,13.2099638013196,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.3,4.20512900552908,4.51661681233963,1.71285298963679,10.0261755025049,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.4,5.78190984791209,4.67500517874053,3.09748988594361,8.91807776606794,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.5,6.84618727757667,4.92082149621212,4.70260915448589,8.59063845995235,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.6,7.71463220918866,5.09185672883065,6.18838749770894,8.98015907563539,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.7,8.29221632911779,5.29137901984818,7.37645844788612,9.68942689718506,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.8,8.60674169396841,5.52368817967986,8.97504775419263,10.4351909738132,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",0.9,9.04399602597294,5.58173303091398,10.3640734063798,11.4274771085349,0.000977517106549364,"a0.5","a0.5","1"
"var","97.5%",1,9.24948635008095,5.73227601111926,11.6138259723622,12.286996993944,0.000977517106549364,"a0.5","a0.5","1"
"mean","2.5%",0.1,2.0176025390625,9.361669921875,0.0050537109375,4.4138671875,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.2,5.162890625,6.759619140625,0.079541015625,5.61513671875,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.3,7.0593994140625,5.5783203125,0.2151611328125,6.3436279296875,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.4,8.2404052734375,4.8702880859375,0.3544677734375,7.009033203125,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.5,9.095849609375,4.416943359375,0.4922607421875,7.432080078125,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.6,9.72734375,4.0859130859375,0.645751953125,7.8611328125,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.7,10.237548828125,3.834814453125,0.7637939453125,8.22294921875,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.8,10.568798828125,3.637890625,0.893994140625,8.5269775390625,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.9,10.8698974609375,3.4876220703125,1.002392578125,8.8010498046875,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",1,11.1492919921875,3.35390625,1.11455078125,9.0517333984375,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.1,2.1298828125,9.60498046875,0.0087890625,6.0810546875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.2,5.47265625,6.87158203125,0.1142578125,7.24951171875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.3,7.50537109375,5.81982421875,0.2890625,7.791015625,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.4,8.73828125,5.10107421875,0.509765625,8.23193359375,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.5,9.57373046875,4.666015625,0.732421875,8.5380859375,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.6,10.23681640625,4.38818359375,0.95751953125,8.7939453125,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.7,10.708984375,4.16552734375,1.16748046875,9.0009765625,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.8,11.10546875,4.00146484375,1.36083984375,9.20166015625,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.9,11.40185546875,3.88525390625,1.541015625,9.36279296875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",1,11.6611328125,3.76806640625,1.70703125,9.451171875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.1,2.2158203125,9.987890625,0.0183349609375,6.9070068359375,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.2,5.584619140625,7.271630859375,0.14189453125,8.0164794921875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.3,7.7611083984375,6.045166015625,0.359619140625,8.4748779296875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.4,9.17783203125,5.370849609375,0.64931640625,8.807177734375,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.5,10.120849609375,4.985498046875,0.907666015625,9.1255615234375,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.6,10.828759765625,4.6563232421875,1.190625,9.20947265625,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.7,11.3129638671875,4.4661865234375,1.4487060546875,9.427685546875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.8,11.75234375,4.2854736328125,1.680908203125,9.5269775390625,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.9,12.088232421875,4.18564453125,1.87568359375,9.637646484375,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",1,12.3681640625,4.0938232421875,2.04248046875,9.73525390625,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.1,0.808112914681085,4.0781938987277,0.00503294824505132,20.9862414467253,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.2,2.15091489491691,3.48388194571725,0.175301488613453,18.6185113483627,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.3,3.46346415261486,3.43392592921401,0.633983348797959,14.9979468322336,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.4,4.49812066608627,3.6135503297211,1.14293383526546,12.1951793562515,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.5,5.38387920122342,3.59670928030303,1.78139794014999,9.89337636699658,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.6,5.93308561293377,3.66096525518542,2.66179826872556,8.91887524437928,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.7,6.6171411061217,3.60065927514815,3.3653665164116,8.20948971984207,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.8,6.97104480254918,3.62197955328232,4.33527070732527,7.97501214736834,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.9,7.4072607135493,3.58281176017992,5.05814565768573,7.7083550744975,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",1,7.68727497537115,3.64613651637341,6.01563912817693,7.89523176415109,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.1,0.889622185819892,4.55440064073192,0.0101928114308407,25.7625678725257,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.2,2.34548642931329,3.66309405165567,0.210679278928397,21.3997243096285,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.3,4.10872491293988,3.8443833814455,0.771333069861926,16.0023826979472,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.4,5.37035297531769,3.91726997800586,1.69953472476784,12.9505800189394,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.5,6.31672890701368,4.03088486299487,2.58117496792522,11.145540746426,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.6,7.05309712548876,4.13649107633798,3.78403315539467,9.4404239598607,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.7,7.49751563645528,4.18846224340176,4.77384750351295,8.93054425937805,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.8,7.81026765258431,4.32396959769062,5.91445102486559,8.87071381659335,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.9,8.30200219177664,4.369184059598,7.00628465221774,8.90444149789223,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",1,8.63582094254032,4.49641211128421,7.92475409335288,9.03987916590298,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.1,1.03398895711144,4.84834721808559,0.0235326026774804,27.2546256414956,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.2,2.63705274296646,4.22442081634134,0.266161560476234,22.0816574976708,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.3,4.44197965828904,4.20077463934965,0.954486746242669,16.9173163957493,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.4,5.70718169599218,4.25576124144673,2.12707646016618,13.5479980707402,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.5,6.65490037726051,4.4319455024667,3.1896893662558,11.6061158061843,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.6,7.63420033086663,4.53565799120235,4.57520180382454,10.4129990444388,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.7,8.10477534766771,4.62080316776637,5.82264004555382,9.78483953541208,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.8,8.51012200349004,4.81083652649224,7.36393792384531,9.58994825555199,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.9,8.96777410572458,4.792925315402,8.57025539066318,9.96754531039987,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",1,9.17865444865744,4.89601301415109,9.68799007113728,10.2109653745112,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.1,1.9543701171875,9.0321044921875,0.010107421875,7.8760498046875,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.2,4.6681884765625,6.9973388671875,0.1867919921875,8.9693115234375,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.3,6.2060302734375,6.0634521484375,0.5108642578125,9.238330078125,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.4,7.2356201171875,5.4541259765625,0.907275390625,9.28564453125,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.5,7.96787109375,5.0812744140625,1.2650390625,9.3987548828125,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.6,8.478466796875,4.816015625,1.582958984375,9.4542236328125,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.7,8.853125,4.640283203125,1.86533203125,9.525,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.8,9.1669189453125,4.506884765625,2.1312744140625,9.55419921875,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.9,9.4172119140625,4.3623046875,2.3809326171875,9.5518310546875,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",1,9.6315673828125,4.27421875,2.622509765625,9.5719482421875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.1,2.08642578125,9.21337890625,0.01611328125,8.7783203125,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.2,5.029296875,7.13818359375,0.2080078125,9.626953125,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.3,6.79248046875,6.26806640625,0.57177734375,9.82373046875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.4,7.8564453125,5.74560546875,0.951171875,9.8583984375,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.5,8.57861328125,5.43798828125,1.34912109375,9.869140625,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.6,9.0869140625,5.1865234375,1.72509765625,9.75341796875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.7,9.4951171875,5.015625,2.0732421875,9.78076171875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.8,9.82958984375,4.89208984375,2.37451171875,9.7392578125,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.9,10.08935546875,4.76318359375,2.68603515625,9.71142578125,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",1,10.28564453125,4.66162109375,2.94677734375,9.7275390625,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.1,2.1677490234375,9.5687744140625,0.0401123046875,9.44169921875,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.2,5.241748046875,7.3454345703125,0.2710693359375,10.3433837890625,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.3,7.031787109375,6.5030029296875,0.6237548828125,10.3785400390625,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.4,8.196240234375,6.0629638671875,1.0241943359375,10.36201171875,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.5,9.0130615234375,5.72041015625,1.4470947265625,10.279833984375,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.6,9.5797119140625,5.5031982421875,1.8694580078125,10.2208984375,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.7,10.0317138671875,5.340673828125,2.245556640625,10.1403564453125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.8,10.3889892578125,5.240771484375,2.5839599609375,10.0817626953125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.9,10.6779541015625,5.11298828125,2.8939697265625,10.036376953125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",1,10.92841796875,5.0317138671875,3.17685546875,9.977685546875,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.1,0.794881519008126,4.06324707508553,0.0100144909274194,20.3774896138807,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.2,2.19737814924701,3.78616429065096,0.322641000160374,13.8887933009531,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.3,3.59896475306238,3.86265801124908,1.18674614720797,10.5723498212977,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.4,4.77676411290323,3.85593641174853,2.0296625609039,8.7231442687332,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.5,5.77978754276637,4.24636285358627,3.15584219208211,7.81400352918041,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.6,6.56174118325391,4.47666762604625,4.34305561919599,7.95384610978739,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.7,6.88503482404692,4.56300279126955,5.46670179618768,7.87603861192571,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.8,7.34077947920485,4.71177125336022,6.59391120918102,7.87752123522269,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.9,7.68999756098027,4.68375374205767,7.66175700585747,8.17599773090023,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",1,7.94014414081592,4.76983137829912,8.71824701780914,8.80006061751589,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.1,0.921855430565738,4.27816280241935,0.0187632690310362,23.1970871135753,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.2,2.57126853845919,3.89866612826857,0.378758763288123,16.7582263219391,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.3,4.44132558574658,4.25384801900049,1.27770554588221,11.8477478922287,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.4,5.99236076108871,4.57409608305841,2.64314325207722,9.47266722797532,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.5,7.04994501466276,4.81407319159335,4.25179036458333,8.59275625458211,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.6,7.83282070961632,4.84155345032991,5.73713142641129,8.51989352318548,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.7,8.47916809857649,5.0368416078629,7.32933114537512,8.8947236032197,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.8,8.8777091733871,5.09368460945137,8.53764586388074,9.29429899422654,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.9,9.25453533571603,5.28707453186095,9.94284150094697,9.90383627733993,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",1,9.4986917117241,5.41017868325391,11.1963009950819,10.7033192624328,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.1,1.05505094257851,5.27110826001955,0.0411635651499878,25.1808774170638,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.2,2.67495427434629,4.34388402675953,0.431998387669538,17.3793957961037,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.3,4.9472018572825,4.76752963098729,1.56427239411504,12.8142096764647,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.4,6.60185363113239,5.01989781891496,3.10193644325055,10.3628302938661,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.5,7.75177862292278,5.16442085929863,4.7752037369028,9.62855211483535,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.6,8.50321215557796,5.37401405849065,6.27808073012127,9.70031511562194,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.7,9.35546591004552,5.5585853255972,7.70170492729717,10.2237539282059,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.8,9.70453874843444,5.66488107511608,9.0975247052175,10.7533700475012,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.9,10.2181115591398,5.89088618035191,10.5103227572474,11.7466925985536,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",1,10.5951715046127,5.89725531524927,11.6721690188172,12.4471837197581,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.1,1.86572265625,9.1220703125,0.0073486328125,7.0268798828125,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.2,5.14931640625,6.701708984375,0.11494140625,8.106689453125,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.3,7.0328369140625,5.6646240234375,0.3290771484375,8.4683349609375,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.4,8.1070556640625,4.95322265625,0.5886474609375,8.8006103515625,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.5,8.855859375,4.5463134765625,0.9000244140625,9.0100341796875,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.6,9.436328125,4.234619140625,1.171875,9.2241943359375,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.7,9.8430908203125,4.0330322265625,1.42861328125,9.3357177734375,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.8,10.189208984375,3.8496337890625,1.64501953125,9.451123046875,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.9,10.4614501953125,3.7350830078125,1.8712890625,9.537744140625,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",1,10.69130859375,3.6417236328125,2.06982421875,9.623388671875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.1,2.0185546875,9.501953125,0.01123046875,7.369140625,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.2,5.31396484375,6.95751953125,0.14306640625,8.4580078125,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.3,7.28173828125,5.88916015625,0.4033203125,8.88671875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.4,8.48388671875,5.2685546875,0.70654296875,9.181640625,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.5,9.32958984375,4.89990234375,1.01220703125,9.36474609375,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.6,9.9560546875,4.59716796875,1.30419921875,9.4755859375,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.7,10.416015625,4.40283203125,1.56689453125,9.6181640625,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.8,10.78076171875,4.29443359375,1.81884765625,9.736328125,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.9,11.08349609375,4.142578125,2.0478515625,9.80810546875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",1,11.31689453125,4.04541015625,2.25146484375,9.873046875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.1,2.3078125,9.768359375,0.0219482421875,8.1331298828125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.2,5.5522705078125,7.1181884765625,0.2046630859375,9.2486328125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.3,7.6341064453125,6.09228515625,0.4576416015625,9.5326171875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.4,8.9628662109375,5.538671875,0.7994140625,9.623046875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.5,9.8130859375,5.1943115234375,1.1470458984375,9.774853515625,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.6,10.4516357421875,4.9355224609375,1.44833984375,9.8308837890625,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.7,10.9735595703125,4.7763916015625,1.7730712890625,9.8154296875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.8,11.352978515625,4.625634765625,2.0301513671875,9.8917236328125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.9,11.6648681640625,4.5166259765625,2.2831298828125,9.887939453125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",1,11.958544921875,4.4193359375,2.5144287109375,9.927392578125,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.1,0.845577999946542,3.89412179538581,0.00730052064241202,24.0677849643741,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.2,2.31537496467956,3.5557877795088,0.210820274315738,18.1826961334616,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.3,3.58099423704026,3.38657033254674,0.781762933964137,13.9578399926686,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.4,4.49963020928794,3.47869344433498,1.73668925265762,10.7196336554176,0.000977517106549364,"a0.5","a0.5","4"
