"cross_space","cross_run","p_obs","core_core","core_trans","trans_core","trans_trans","land_het","d","v","dcorr"
"mean","2.5%",0.9,9.6170654296875,4.063818359375,1.0509521484375,9.32509765625,0.000977517106549364,"g1","g1","4"
"mean","2.5%",1,9.8432861328125,3.974267578125,1.1981201171875,9.47978515625,0.000977517106549364,"g1","g1","4"
"mean","50%",0.1,2.1220703125,9.31982421875,0.00146484375,6.509765625,0.000977517106549364,"g1","g1","4"
"mean","50%",0.2,5.17724609375,7.02099609375,0.04833984375,7.8056640625,0.000977517106549364,"g1","g1","4"
"mean","50%",0.3,6.90869140625,6.09814453125,0.1962890625,8.38525390625,0.000977517106549364,"g1","g1","4"
"mean","50%",0.4,8.0068359375,5.47314453125,0.41552734375,8.7646484375,0.000977517106549364,"g1","g1","4"
"mean","50%",0.5,8.7646484375,5.1025390625,0.64794921875,8.982421875,0.000977517106549364,"g1","g1","4"
"mean","50%",0.6,9.30908203125,4.8916015625,0.86181640625,9.26220703125,0.000977517106549364,"g1","g1","4"
"mean","50%",0.7,9.75341796875,4.6767578125,1.0888671875,9.3818359375,0.000977517106549364,"g1","g1","4"
"mean","50%",0.8,10.087890625,4.53369140625,1.30419921875,9.548828125,0.000977517106549364,"g1","g1","4"
"mean","50%",0.9,10.36865234375,4.42431640625,1.49560546875,9.6435546875,0.000977517106549364,"g1","g1","4"
"mean","50%",1,10.6123046875,4.337890625,1.67236328125,9.75048828125,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.1,2.330419921875,9.5029052734375,0.0029296875,7.2021484375,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.2,5.339404296875,7.3539306640625,0.066064453125,8.609619140625,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.3,7.25224609375,6.337109375,0.227685546875,9.09306640625,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.4,8.530078125,5.85576171875,0.4466552734375,9.4052001953125,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.5,9.3641845703125,5.507470703125,0.7305908203125,9.5332763671875,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.6,9.963037109375,5.2638427734375,0.995361328125,9.6937744140625,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.7,10.437109375,5.110693359375,1.2724853515625,9.7922119140625,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.8,10.7783203125,4.962060546875,1.5020263671875,9.836572265625,0.000977517106549364,"g1","g1","4"
"mean","97.5%",0.9,11.0739990234375,4.8578125,1.719970703125,9.8965576171875,0.000977517106549364,"g1","g1","4"
"mean","97.5%",1,11.3205810546875,4.7825927734375,1.90908203125,9.9106689453125,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.1,0.777831816463526,4.3208037405303,0,22.2634113867378,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.2,1.93483034732405,3.46502541162634,0.0302997846407625,18.8834906524927,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.3,3.30344441135142,3.6291788856305,0.143622631621151,13.4821290017107,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.4,4.40097627611804,3.69587457233627,0.430645519267779,10.5353217071802,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.5,5.23070699592956,3.73322176369288,0.923472247678397,8.45815498896475,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.6,5.96529508797654,3.98283801186003,1.58023900006873,7.52373228250244,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.7,6.38914936919599,4.14314325207722,2.22011489644428,7.20958539528348,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.8,6.8685750206195,4.21707301880957,3.00943208547165,7.08983611314761,0.000977517106549364,"g1","g1","4"
"var","2.5%",0.9,7.13336485921463,4.26955816990469,3.74575947065158,7.3685839700559,0.000977517106549364,"g1","g1","4"
"var","2.5%",1,7.40000637199872,4.39308511653837,4.60781548314547,7.45555103708456,0.000977517106549364,"g1","g1","4"
"var","50%",0.1,0.854195304863148,4.89850002672898,0.00146388914345064,23.5893239667339,0.000977517106549364,"g1","g1","4"
"var","50%",0.2,2.08381779615714,3.71625179466031,0.0576768504093353,20.347346957478,0.000977517106549364,"g1","g1","4"
"var","50%",0.3,3.49772708180596,3.84837602333822,0.304517580034213,16.2093733771689,0.000977517106549364,"g1","g1","4"
"var","50%",0.4,4.86737364827713,3.95206347751711,0.71880298066349,12.6406321595491,0.000977517106549364,"g1","g1","4"
"var","50%",0.5,6.03907538718842,4.26571186919599,1.4386254811217,10.5984189806329,0.000977517106549364,"g1","g1","4"
"var","50%",0.6,6.78889783037023,4.35939170561461,2.23301134454423,9.38830291956867,0.000977517106549364,"g1","g1","4"
"var","50%",0.7,7.43574495585899,4.63896159808773,3.24304807780425,8.41250792323436,0.000977517106549364,"g1","g1","4"
"var","50%",0.8,7.86629160175342,4.73981816654448,4.24931554710411,8.16691247785313,0.000977517106549364,"g1","g1","4"
"var","50%",0.9,8.37404539345064,4.84325169538123,5.15374033938172,7.88458759087854,0.000977517106549364,"g1","g1","4"
"var","50%",1,8.6532749686889,4.90486009286412,6.03309716367302,7.8564114239675,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.1,0.922929458394428,5.6666631584876,0.00292395986070381,25.961760442441,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.2,2.23340896203721,3.86968847369868,0.0904694945931085,23.421929221652,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.3,4.05221475879002,3.98972614247312,0.373606656280547,18.2233018504093,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.4,5.71789199963343,4.1363134479243,0.894244486192571,14.3351764876588,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.5,6.76396770756965,4.4000211922654,1.77124429145284,11.7699159564394,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.6,7.6552465891908,4.71106016694159,2.67620910465543,10.0167037054008,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.7,8.30546285530456,4.82246530482496,3.76196694770284,9.1295019960823,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.8,8.7848526851173,5.02888026083669,4.82485423157991,8.6381732601341,0.000977517106549364,"g1","g1","4"
"var","97.5%",0.9,9.2739265688004,5.18869096713099,5.89500900671279,8.71660378196023,0.000977517106549364,"g1","g1","4"
"var","97.5%",1,9.69109227990591,5.34679803484696,6.86542427010783,9.03183529314058,0.000977517106549364,"g1","g1","4"
"mean","2.5%",0.1,2.03681640625,9.1056884765625,0.0009765625,5.4629638671875,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.2,5.0908935546875,6.8748046875,0.0379638671875,6.7228271484375,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.3,6.79658203125,5.7828125,0.135546875,7.4973388671875,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.4,7.8665283203125,5.188916015625,0.2912353515625,7.9274169921875,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.5,8.585205078125,4.764501953125,0.4697265625,8.3791259765625,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.6,9.114013671875,4.5119384765625,0.6307373046875,8.57666015625,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.7,9.5058837890625,4.2895263671875,0.778369140625,8.7878662109375,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.8,9.815966796875,4.12001953125,0.945361328125,8.9217041015625,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.9,10.1080810546875,3.9704345703125,1.0822265625,9.0671630859375,0.000977517106549364,"g1","g1","8"
"mean","2.5%",1,10.3205078125,3.8735595703125,1.218505859375,9.21796875,0.000977517106549364,"g1","g1","8"
"mean","50%",0.1,2.16162109375,9.2490234375,0.001953125,5.9404296875,0.000977517106549364,"g1","g1","8"
"mean","50%",0.2,5.17724609375,7.00146484375,0.0498046875,7.32763671875,0.000977517106549364,"g1","g1","8"
"mean","50%",0.3,6.95849609375,6.00634765625,0.17529296875,7.998046875,0.000977517106549364,"g1","g1","8"
"mean","50%",0.4,8.0546875,5.4169921875,0.35302734375,8.36767578125,0.000977517106549364,"g1","g1","8"
"mean","50%",0.5,8.7900390625,5.0947265625,0.546875,8.7099609375,0.000977517106549364,"g1","g1","8"
"mean","50%",0.6,9.3642578125,4.81884765625,0.7529296875,8.98486328125,0.000977517106549364,"g1","g1","8"
"mean","50%",0.7,9.755859375,4.68115234375,0.931640625,9.1591796875,0.000977517106549364,"g1","g1","8"
"mean","50%",0.8,10.08349609375,4.5224609375,1.12939453125,9.3369140625,0.000977517106549364,"g1","g1","8"
"mean","50%",0.9,10.37158203125,4.4150390625,1.2998046875,9.4833984375,0.000977517106549364,"g1","g1","8"
"mean","50%",1,10.59716796875,4.32421875,1.46630859375,9.58349609375,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.1,2.308740234375,9.598779296875,0.001953125,6.4708251953125,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.2,5.3083740234375,7.1225341796875,0.0537109375,7.81484375,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.3,7.20361328125,6.1620849609375,0.20654296875,8.500830078125,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.4,8.4169677734375,5.64912109375,0.394775390625,8.861474609375,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.5,9.26689453125,5.28955078125,0.591357421875,9.128369140625,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.6,9.8830810546875,5.0322509765625,0.79833984375,9.4293701171875,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.7,10.359326171875,4.858251953125,0.9747314453125,9.5627197265625,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.8,10.729638671875,4.6914306640625,1.1655029296875,9.7302490234375,0.000977517106549364,"g1","g1","8"
"mean","97.5%",0.9,11.0473388671875,4.58369140625,1.3507080078125,9.912548828125,0.000977517106549364,"g1","g1","8"
"mean","97.5%",1,11.3194580078125,4.481884765625,1.541162109375,10.0613525390625,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.1,0.81643679740958,4.23707777752322,0.0009765625,22.6470489054481,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.2,1.91218872666942,3.40885855785679,0.0506241933574658,19.8717054618768,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.3,3.20250049639541,3.44557718853097,0.197873900293255,15.1122559787008,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.4,4.55490383770925,3.50541374079759,0.578867111131476,11.7447828842864,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.5,5.30089943029081,3.67355911687439,1.1160647156418,9.43246285148613,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.6,5.8998917476173,3.74474479548509,1.91543188309506,8.48949658346316,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.7,6.33589833726631,3.85442536504154,2.58825022528715,7.76375208581531,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.8,6.68170751905395,3.77821256128574,3.48452007633034,7.15454170771475,0.000977517106549364,"g1","g1","8"
"var","2.5%",0.9,7.0826074505132,3.91532678091398,4.23032135874878,6.80662840603617,0.000977517106549364,"g1","g1","8"
"var","2.5%",1,7.30842602562928,3.97776511333089,5.02943622369104,6.75944249068304,0.000977517106549364,"g1","g1","8"
"var","50%",0.1,0.863372892228739,4.49275262707722,0.00195121578690127,23.3461016732344,0.000977517106549364,"g1","g1","8"
"var","50%",0.2,2.1092938584433,3.7185313951002,0.0606509271138807,20.7152785732832,0.000977517106549364,"g1","g1","8"
"var","50%",0.3,3.69330687163978,3.6574847835716,0.278557532227517,16.2104974263807,0.000977517106549364,"g1","g1","8"
"var","50%",0.4,4.91936963511119,3.72719015380621,0.71612101356305,12.6624033938172,0.000977517106549364,"g1","g1","8"
"var","50%",0.5,5.79936079545454,3.93685420866935,1.27959996257942,10.7403618149743,0.000977517106549364,"g1","g1","8"
"var","50%",0.6,6.42443477746212,4.05945098668133,2.05175017564761,9.09159927144428,0.000977517106549364,"g1","g1","8"
"var","50%",0.7,7.05979941807185,4.10532317250122,2.83103416345919,8.44683748396261,0.000977517106549364,"g1","g1","8"
"var","50%",0.8,7.61399434109238,4.30841714778837,3.71914472980816,7.92207689928519,0.000977517106549364,"g1","g1","8"
"var","50%",0.9,8.02432671600073,4.36666389830767,4.60790681512708,7.67317660603006,0.000977517106549364,"g1","g1","8"
"var","50%",1,8.38967564378666,4.44318850042766,5.56346892564761,7.7412844422043,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.1,0.957120601173021,4.84133081221744,0.00195121578690127,24.6340458516618,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.2,2.15888106270619,3.8660717558651,0.0665786519428153,22.5664679414483,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.3,3.94313979162848,3.94268554210197,0.326158128665689,17.5113327787069,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.4,5.43060542579271,4.16704395104014,0.82649379219361,13.9156623251161,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.5,6.58018105545119,4.612445778348,1.39340698600165,11.0369900491813,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.6,7.2297802877566,4.52404176594575,2.18990102639296,9.76482243840879,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.7,7.81007980988056,4.79803539585624,3.02545432112201,8.96159025995846,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.8,8.27117615641037,4.8355623396261,3.85348591287115,8.3627525650278,0.000977517106549364,"g1","g1","8"
"var","97.5%",0.9,8.64816047317937,4.9838451933651,4.78866349832753,8.38699024010264,0.000977517106549364,"g1","g1","8"
"var","97.5%",1,8.93757663104075,5.13740652015365,5.78487225455156,8.46196129165903,0.000977517106549364,"g1","g1","8"
"mean","2.5%",0.1,0.0718505859375,14.98837890625,0.0001708984375,17.2503173828125,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.2,1.66279296875,8.8045166015625,0.267138671875,14.5040283203125,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.3,4.16982421875,5.0849853515625,1.0995361328125,11.1453369140625,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.4,6.79462890625,3.277490234375,2.4130615234375,8.02744140625,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.5,9.0712158203125,2.2440185546875,4.02177734375,5.7406005859375,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.6,10.6385009765625,1.5587158203125,5.5982666015625,4.115087890625,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.7,11.8511474609375,1.1150390625,6.8678466796875,3.0067626953125,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.8,12.876416015625,0.8341064453125,8.086279296875,2.228515625,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.9,13.648681640625,0.654736328125,9.1304443359375,1.658251953125,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",1,14.3506103515625,0.5227783203125,10.0865234375,1.25869140625,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.1,0.15087890625,15.40771484375,0.00537109375,17.66943359375,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.2,2.20263671875,9.64306640625,0.3525390625,14.86669921875,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.3,4.8603515625,5.93212890625,1.39794921875,11.3291015625,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.4,7.5048828125,3.94580078125,2.78369140625,8.6796875,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.5,9.55908203125,2.7705078125,4.248046875,6.7529296875,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.6,11.21630859375,2.06884765625,5.7294921875,5.31298828125,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.7,12.75146484375,1.576171875,7.3388671875,4.31884765625,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.8,13.98779296875,1.26220703125,8.5859375,3.56396484375,0.000977517106549364,"g16","a0.5","1"
"mean","50%",0.9,14.90673828125,1.01318359375,9.7431640625,2.94091796875,0.000977517106549364,"g16","a0.5","1"
"mean","50%",1,15.55126953125,0.85498046875,10.794921875,2.458984375,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.1,0.3640869140625,16.317236328125,0.0434814453125,18.2962158203125,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.2,2.3276123046875,10.11826171875,0.4871826171875,15.1669189453125,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.3,5.507080078125,6.93876953125,1.5152587890625,11.8541015625,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.4,8.15712890625,5.0506103515625,3.0873046875,9.3833984375,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.5,10.371337890625,3.7687744140625,4.665380859375,7.6104248046875,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.6,12.279052734375,2.97236328125,6.050439453125,6.2964599609375,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.7,13.7802734375,2.38759765625,7.4808349609375,5.185888671875,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.8,14.909765625,1.960009765625,8.887353515625,4.3451416015625,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",0.9,15.713671875,1.6242919921875,10.170556640625,3.655322265625,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%",1,16.335791015625,1.4048828125,11.3711669921875,3.099169921875,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.1,0.0729717235994013,4.0435221115515,0.0001708984375,1.93034133389082,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.2,1.81645436217009,17.0296330874267,0.284760589450452,8.12856872498931,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.3,6.46040628532044,19.3031762623717,1.26418399754857,17.7716599032793,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.4,12.5037903846301,15.6064570541606,4.3434190617745,21.1934812543912,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.5,17.9156896268634,10.8626783920989,7.94610482343597,20.287638608871,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.6,21.2517914146505,7.75138401244043,12.4672445616065,16.690921023491,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.7,21.5284720949413,5.27209248323711,16.5664688721896,12.9978568367012,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.8,21.2727562689012,3.83661949478403,19.320225630804,9.91888612689394,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",0.9,19.8769567525049,2.83992985551075,21.6966558223363,7.28981253436584,0.000977517106549364,"g16","a0.5","1"
"var","2.5%",1,18.2658017931329,2.18353000614767,22.5959518954668,5.3017965695259,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.1,0.147736341489492,6.41966747235459,0.00534531937316716,3.24196364476417,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.2,3.59190951857282,19.059559811828,0.475561595032991,14.106189955248,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.3,10.9236672737964,19.9096345575208,3.05527458302786,21.5698447427908,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.4,17.7394334601051,17.384421489339,8.80057266846896,24.3275197794477,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.5,21.1976317166117,14.1948385378482,14.6322626466276,23.36859840848,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.6,22.5601931932735,10.8663126030975,19.5713391793438,20.7703650988209,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.7,22.8931122273644,8.56441971377077,22.609361158205,18.0410323306146,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.8,22.1228516579607,6.68140531448558,24.4538352272727,15.4679700864492,0.000977517106549364,"g16","a0.5","1"
"var","50%",0.9,21.1740495937195,5.44845411015396,25.7299546943732,12.8862595842498,0.000977517106549364,"g16","a0.5","1"
"var","50%",1,19.9227088488209,4.47503274300464,26.1251828071542,10.7577280173204,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.1,0.33031236158205,8.47046638257576,0.0414427875656769,4.04704890544813,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.2,5.2980050870983,22.0236130521444,0.697061935827529,15.7058702336495,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.3,14.5731480394291,22.3313779172776,4.59173998044966,27.7577738145696,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.4,19.7698709706058,18.9867436652309,11.0805796036855,32.1616353173876,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.5,23.9318122393924,15.8528894746991,16.8960154961281,31.2667473309201,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.6,26.347013608871,12.4973128780242,22.8071028454912,27.3459770732145,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.7,26.45623396261,10.4900245286153,27.5193601606412,23.6720059958837,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.8,25.2255194968842,8.52129385939791,31.5771489148033,20.0709777891694,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",0.9,23.3727598964061,7.15875488758553,34.2431247327102,16.7465404104044,0.000977517106549364,"g16","a0.5","1"
"var","97.5%",1,21.5988353800098,5.84509675891984,35.2562099065249,13.850538421959,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%",0.1,0.34345703125,11.4045166015625,0.0031005859375,12.577490234375,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.2,3.6535400390625,5.2961669921875,0.1968994140625,13.20908203125,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.3,7.39619140625,2.52861328125,0.7254638671875,12.4974365234375,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.4,10.6181396484375,1.499462890625,1.4472900390625,11.4826171875,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.5,12.9239013671875,0.997265625,2.18740234375,10.380615234375,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.6,14.292724609375,0.697314453125,2.914306640625,9.1697265625,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.7,15.042724609375,0.4918701171875,3.5837158203125,8.220068359375,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.8,15.659521484375,0.3654541015625,4.1916259765625,7.3149658203125,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",0.9,16.1037109375,0.271728515625,4.69892578125,6.55,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%",1,16.5099853515625,0.213818359375,5.1432373046875,5.896533203125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.1,0.54296875,12.2822265625,0.01171875,13.9658203125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.2,4.26708984375,5.9248046875,0.27392578125,14.19873046875,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.3,8.63720703125,3.40283203125,0.92138671875,13.330078125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.4,11.54931640625,2.24951171875,1.73193359375,12.31689453125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.5,13.36181640625,1.6484375,2.544921875,11.47900390625,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.6,14.71533203125,1.3076171875,3.31591796875,10.47265625,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.7,15.78125,1.0703125,4.06591796875,9.7080078125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.8,16.4404296875,0.89892578125,4.79541015625,9.06298828125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",0.9,17.037109375,0.7705078125,5.4541015625,8.55517578125,0.000977517106549364,"g16","a0.5","16"
"mean","50%",1,17.42578125,0.6630859375,6.04296875,8.1240234375,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.1,0.6618408203125,13.4264892578125,0.0245361328125,16.219189453125,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.2,5.0320556640625,6.4345458984375,0.494970703125,15.7641845703125,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.3,9.072705078125,4.063671875,1.195458984375,14.2923828125,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.4,11.8991943359375,3.019287109375,2.0771728515625,12.7277587890625,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.5,13.992041015625,2.4214599609375,3.0093505859375,11.9559814453125,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.6,15.5918212890625,2.021875,3.884375,11.5397705078125,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.7,16.7351318359375,1.7659912109375,4.713525390625,11.0859130859375,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.8,17.4763671875,1.5568115234375,5.5974853515625,10.714697265625,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",0.9,17.9463134765625,1.378759765625,6.46748046875,10.3142333984375,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%",1,18.2849365234375,1.28828125,7.2255859375,9.935302734375,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.1,0.349500168010753,7.58546957573467,0.00309385596132698,10.3827818571298,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.2,4.46876909213099,14.4781570747801,0.478722392778592,12.638067131751,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.3,11.554953644306,12.4887997206821,2.93407031345461,23.0167938441242,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.4,15.3883593606809,8.12779146047165,7.85338143118432,31.3455400782014,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.5,16.6900937375901,5.23646367913001,13.6392033999267,36.9131959320396,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.6,16.421060076254,3.51802526270772,19.3319021871945,40.0834342113804,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.7,15.0937533411229,2.53121141003024,24.0911332325269,41.0440521329729,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.8,13.3673693764128,1.83359883327988,28.7509600239415,40.7025978423983,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",0.9,11.5161975730083,1.40966090466153,32.7469421327056,39.2822742928275,0.000977517106549364,"g16","a0.5","16"
"var","2.5%",1,9.97772666655211,1.09273153027248,36.191058773216,37.075567131751,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.1,0.483717276087488,8.87053960089809,0.0115927419354839,23.9299805642107,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.2,6.63001884393328,17.7190683612842,0.684792258522727,19.1248606274438,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.3,14.9920252168866,17.9167291933956,3.73358983611315,25.9498521314455,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.4,20.3242407059506,16.738170038337,9.62046370967742,36.0770205202224,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.5,23.1904688263685,13.5177089060973,16.6014188317143,42.4014683757942,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.6,24.2588200872129,11.3494995952468,23.9072380177786,45.9988000595674,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.7,24.3041810812256,9.48741064882698,30.4563033625061,48.4862192998534,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.8,23.1024789222874,7.94497647849462,36.2425760248656,49.3668089985032,0.000977517106549364,"g16","a0.5","16"
"var","50%",0.9,21.6817494501466,6.95443662939883,41.2378855655853,50.3196151599157,0.000977517106549364,"g16","a0.5","16"
"var","50%",1,20.4826185239492,6.2722724027065,44.9970044446481,51.0729424410435,0.000977517106549364,"g16","a0.5","16"
"var","97.5%",0.1,0.65078700150446,13.6184659090909,0.0282062608825147,27.7437155387036,0.000977517106549364,"g16","a0.5","16"
"var","97.5%",0.2,8.80400822584464,28.258569693915,1.66079087243402,25.2275316165689,0.000977517106549364,"g16","a0.5","16"
"var","97.5%",0.3,24.6753358544492,25.9927018420088,6.97698052220797,32.9757650455538,0.000977517106549364,"g16","a0.5","16"
