"cross_space","cross_run","rate","core","trans","land_het","d","v","dcorr"
"mean","50%","gain",49.357421875,4.53271484375,0.000977517106549364,"g1","a1","1"
"mean","97.5%","loss",49.5066162109375,4.87080078125,0.000977517106549364,"g1","a1","1"
"mean","97.5%","gain",49.5772216796875,4.84599609375,0.000977517106549364,"g1","a1","1"
"var","2.5%","loss",35.3816388351127,11.6779284703766,0.000977517106549364,"g1","a1","1"
"var","2.5%","gain",35.6717464860933,11.9332019794721,0.000977517106549364,"g1","a1","1"
"var","50%","loss",37.7798171355694,12.8839656647116,0.000977517106549364,"g1","a1","1"
"var","50%","gain",37.7412171424426,13.1123490767045,0.000977517106549364,"g1","a1","1"
"var","97.5%","loss",40.5251430239263,13.7622147635631,0.000977517106549364,"g1","a1","1"
"var","97.5%","gain",40.2797985207417,13.7200159992058,0.000977517106549364,"g1","a1","1"
"mean","2.5%","loss",49.5414794921875,1.347265625,0.000977517106549364,"g1","a1","16"
"mean","2.5%","gain",49.6130126953125,1.327880859375,0.000977517106549364,"g1","a1","16"
"mean","50%","loss",49.83349609375,1.82080078125,0.000977517106549364,"g1","a1","16"
"mean","50%","gain",49.79443359375,1.82666015625,0.000977517106549364,"g1","a1","16"
"mean","97.5%","loss",49.915283203125,2.5102294921875,0.000977517106549364,"g1","a1","16"
"mean","97.5%","gain",49.9734130859375,2.459814453125,0.000977517106549364,"g1","a1","16"
"var","2.5%","loss",31.9986538138441,6.57145039100684,0.000977517106549364,"g1","a1","16"
"var","2.5%","gain",31.2255998031601,6.50502380788734,0.000977517106549364,"g1","a1","16"
"var","50%","loss",35.2472994180718,8.55290620417889,0.000977517106549364,"g1","a1","16"
"var","50%","gain",34.8078868638502,9.35644006216398,0.000977517106549364,"g1","a1","16"
"var","97.5%","loss",40.0142512973103,11.6858915595598,0.000977517106549364,"g1","a1","16"
"var","97.5%","gain",39.7563836687821,10.5382834694602,0.000977517106549364,"g1","a1","16"
"mean","2.5%","loss",49.4175537109375,3.1872314453125,0.000977517106549364,"g1","a1","2"
"mean","2.5%","gain",49.4591064453125,3.1412109375,0.000977517106549364,"g1","a1","2"
"mean","50%","loss",49.560546875,3.50146484375,0.000977517106549364,"g1","a1","2"
"mean","50%","gain",49.5703125,3.46484375,0.000977517106549364,"g1","a1","2"
"mean","97.5%","loss",49.6706298828125,3.925341796875,0.000977517106549364,"g1","a1","2"
"mean","97.5%","gain",49.688671875,3.9516845703125,0.000977517106549364,"g1","a1","2"
"var","2.5%","loss",38.9282448985826,11.6345275461266,0.000977517106549364,"g1","a1","2"
"var","2.5%","gain",36.9183933828583,11.6309874831989,0.000977517106549364,"g1","a1","2"
"var","50%","loss",39.7170803931452,12.6451746548143,0.000977517106549364,"g1","a1","2"
"var","50%","gain",39.014019351784,12.3965335372373,0.000977517106549364,"g1","a1","2"
"var","97.5%","loss",44.1022078856229,13.3404658670882,0.000977517106549364,"g1","a1","2"
"var","97.5%","gain",44.2060454278165,13.8098227343368,0.000977517106549364,"g1","a1","2"
"mean","2.5%","loss",49.55849609375,2.56142578125,0.000977517106549364,"g1","a1","4"
"mean","2.5%","gain",49.598681640625,2.4748779296875,0.000977517106549364,"g1","a1","4"
"mean","50%","loss",49.65380859375,2.72314453125,0.000977517106549364,"g1","a1","4"
"mean","50%","gain",49.76171875,2.6923828125,0.000977517106549364,"g1","a1","4"
"mean","97.5%","loss",49.9552734375,3.19677734375,0.000977517106549364,"g1","a1","4"
"mean","97.5%","gain",49.9654052734375,3.1399169921875,0.000977517106549364,"g1","a1","4"
"var","2.5%","loss",35.3544854097935,10.1334158113392,0.000977517106549364,"g1","a1","4"
"var","2.5%","gain",34.2445136852395,10.0789908997358,0.000977517106549364,"g1","a1","4"
"var","50%","loss",39.1235337243402,11.7167524857955,0.000977517106549364,"g1","a1","4"
"var","50%","gain",39.0188897543988,11.3756066524621,0.000977517106549364,"g1","a1","4"
"var","97.5%","loss",41.3228933504017,13.6580864720797,0.000977517106549364,"g1","a1","4"
"var","97.5%","gain",40.970597736437,12.658677850837,0.000977517106549364,"g1","a1","4"
"mean","2.5%","loss",49.546630859375,1.991064453125,0.000977517106549364,"g1","a1","8"
"mean","2.5%","gain",49.6344482421875,1.9783203125,0.000977517106549364,"g1","a1","8"
"mean","50%","loss",49.76123046875,2.1103515625,0.000977517106549364,"g1","a1","8"
"mean","50%","gain",49.82470703125,2.06884765625,0.000977517106549364,"g1","a1","8"
"mean","97.5%","loss",50.041845703125,2.402978515625,0.000977517106549364,"g1","a1","8"
"mean","97.5%","gain",50.001416015625,2.416015625,0.000977517106549364,"g1","a1","8"
"var","2.5%","loss",34.2512553792079,8.35736459860704,0.000977517106549364,"g1","a1","8"
"var","2.5%","gain",34.6933738850196,8.80254252294874,0.000977517106549364,"g1","a1","8"
"var","50%","loss",36.7821029409519,9.78820526331867,0.000977517106549364,"g1","a1","8"
"var","50%","gain",36.9047331301931,9.407826055413,0.000977517106549364,"g1","a1","8"
"var","97.5%","loss",41.3224304855511,10.7014800219941,0.000977517106549364,"g1","a1","8"
"var","97.5%","gain",40.3738725858,10.649828743585,0.000977517106549364,"g1","a1","8"
"mean","2.5%","loss",45.718359375,5.4158203125,0.000977517106549364,"g1","g1","1"
"mean","2.5%","gain",45.7378662109375,5.3975341796875,0.000977517106549364,"g1","g1","1"
"mean","50%","loss",46.115234375,5.74169921875,0.000977517106549364,"g1","g1","1"
"mean","50%","gain",46.16064453125,5.67041015625,0.000977517106549364,"g1","g1","1"
"mean","97.5%","loss",46.1878662109375,5.9913330078125,0.000977517106549364,"g1","g1","1"
"mean","97.5%","gain",46.290869140625,6.0330078125,0.000977517106549364,"g1","g1","1"
"var","2.5%","loss",40.9560717749572,20.9654911641618,0.000977517106549364,"g1","g1","1"
"var","2.5%","gain",41.0596429819236,21.2689756689883,0.000977517106549364,"g1","g1","1"
"var","50%","loss",42.6932944617546,22.6488608680046,0.000977517106549364,"g1","g1","1"
"var","50%","gain",42.7699603456439,22.3523242760264,0.000977517106549364,"g1","g1","1"
"var","97.5%","loss",44.4245965594071,23.7708520436217,0.000977517106549364,"g1","g1","1"
"var","97.5%","gain",43.3964457850302,23.3173552243707,0.000977517106549364,"g1","g1","1"
"mean","2.5%","loss",47.56904296875,1.5011474609375,0.000977517106549364,"g1","g1","16"
"mean","2.5%","gain",47.690185546875,1.4979248046875,0.000977517106549364,"g1","g1","16"
"mean","50%","loss",48.3037109375,2.3935546875,0.000977517106549364,"g1","g1","16"
"mean","50%","gain",48.3486328125,2.35400390625,0.000977517106549364,"g1","g1","16"
"mean","97.5%","loss",49.1356689453125,3.2748046875,0.000977517106549364,"g1","g1","16"
"mean","97.5%","gain",49.14248046875,3.16787109375,0.000977517106549364,"g1","g1","16"
"var","2.5%","loss",33.7129388326307,9.8206521251451,0.000977517106549364,"g1","g1","16"
"var","2.5%","gain",33.5374461363254,9.57782212720705,0.000977517106549364,"g1","g1","16"
"var","50%","loss",40.0464769290689,15.3705887631354,0.000977517106549364,"g1","g1","16"
"var","50%","gain",38.8249232496334,15.0593302289528,0.000977517106549364,"g1","g1","16"
"var","97.5%","loss",43.1147941104594,19.3373560214672,0.000977517106549364,"g1","g1","16"
"var","97.5%","gain",42.7176793132942,18.2451122951414,0.000977517106549364,"g1","g1","16"
"mean","2.5%","loss",46.509375,3.9025634765625,0.000977517106549364,"g1","g1","2"
"mean","2.5%","gain",46.542626953125,3.9141845703125,0.000977517106549364,"g1","g1","2"
"mean","50%","loss",46.7861328125,4.57568359375,0.000977517106549364,"g1","g1","2"
"mean","50%","gain",46.806640625,4.60498046875,0.000977517106549364,"g1","g1","2"
"mean","97.5%","loss",47.245361328125,5.0343994140625,0.000977517106549364,"g1","g1","2"
"mean","97.5%","gain",47.2341796875,5.042626953125,0.000977517106549364,"g1","g1","2"
"var","2.5%","loss",40.5545939485582,20.1349065010615,0.000977517106549364,"g1","g1","2"
"var","2.5%","gain",40.6075474773567,19.5742730671127,0.000977517106549364,"g1","g1","2"
"var","50%","loss",43.7525106152248,21.5108729685973,0.000977517106549364,"g1","g1","2"
"var","50%","gain",42.2808127902004,21.656607977456,0.000977517106549364,"g1","g1","2"
"var","97.5%","loss",45.2012417521994,22.8145353166239,0.000977517106549364,"g1","g1","2"
"var","97.5%","gain",45.2826578298738,22.8827003098653,0.000977517106549364,"g1","g1","2"
"mean","2.5%","loss",47.4852294921875,2.468798828125,0.000977517106549364,"g1","g1","4"
"mean","2.5%","gain",47.4841064453125,2.5107666015625,0.000977517106549364,"g1","g1","4"
"mean","50%","loss",47.7568359375,3.3681640625,0.000977517106549364,"g1","g1","4"
"mean","50%","gain",47.86572265625,3.30078125,0.000977517106549364,"g1","g1","4"
"mean","97.5%","loss",48.4260498046875,3.754736328125,0.000977517106549364,"g1","g1","4"
"mean","97.5%","gain",48.394384765625,3.7326416015625,0.000977517106549364,"g1","g1","4"
"var","2.5%","loss",34.4429201605266,14.30366721652,0.000977517106549364,"g1","g1","4"
"var","2.5%","gain",34.5324753091016,15.2204843291789,0.000977517106549364,"g1","g1","4"
"var","50%","loss",40.1788455370235,18.9658079026149,0.000977517106549364,"g1","g1","4"
"var","50%","gain",40.5603535671738,19.0250822870846,0.000977517106549364,"g1","g1","4"
"var","97.5%","loss",44.6151694617546,19.9321002680535,0.000977517106549364,"g1","g1","4"
"var","97.5%","gain",44.8335595750855,20.942988868333,0.000977517106549364,"g1","g1","4"
"mean","2.5%","loss",47.896875,2.5744140625,0.000977517106549364,"g1","g1","8"
"mean","2.5%","gain",47.9455810546875,2.5710693359375,0.000977517106549364,"g1","g1","8"
"mean","50%","loss",48.0576171875,2.9580078125,0.000977517106549364,"g1","g1","8"
"mean","50%","gain",48.09814453125,2.96044921875,0.000977517106549364,"g1","g1","8"
"mean","97.5%","loss",48.32646484375,3.105615234375,0.000977517106549364,"g1","g1","8"
"mean","97.5%","gain",48.2712890625,3.0528564453125,0.000977517106549364,"g1","g1","8"
"var","2.5%","loss",38.0176171445427,16.5189210654936,0.000977517106549364,"g1","g1","8"
"var","2.5%","gain",38.7511951435346,15.8188837165124,0.000977517106549364,"g1","g1","8"
"var","50%","loss",40.724918667522,17.3236307123656,0.000977517106549364,"g1","g1","8"
"var","50%","gain",39.9675810842803,17.1197167300525,0.000977517106549364,"g1","g1","8"
"var","97.5%","loss",42.0839141875535,18.5903412909335,0.000977517106549364,"g1","g1","8"
"var","97.5%","gain",41.5408144894,18.2886203262463,0.000977517106549364,"g1","g1","8"
"mean","2.5%","loss",28.001416015625,16.4206298828125,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%","gain",29.2240478515625,17.214794921875,0.000977517106549364,"g16","a0.5","1"
"mean","50%","loss",29.23193359375,16.83203125,0.000977517106549364,"g16","a0.5","1"
"mean","50%","gain",30.21435546875,17.54052734375,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%","loss",30.76806640625,17.269775390625,0.000977517106549364,"g16","a0.5","1"
"mean","97.5%","gain",31.8290283203125,17.865771484375,0.000977517106549364,"g16","a0.5","1"
"var","2.5%","loss",118.827092497556,56.1757404883003,0.000977517106549364,"g16","a0.5","1"
"var","2.5%","gain",118.875484534419,57.0642266923265,0.000977517106549364,"g16","a0.5","1"
"var","50%","loss",154.040682944618,81.888080973546,0.000977517106549364,"g16","a0.5","1"
"var","50%","gain",157.279590893817,87.0059314477945,0.000977517106549364,"g16","a0.5","1"
"var","97.5%","loss",188.31055630174,94.1584700329912,0.000977517106549364,"g16","a0.5","1"
"var","97.5%","gain",182.304350142045,98.7102717812576,0.000977517106549364,"g16","a0.5","1"
"mean","2.5%","loss",37.5806396484375,9.3219482421875,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%","gain",38.0332275390625,9.6259521484375,0.000977517106549364,"g16","a0.5","16"
"mean","50%","loss",38.9248046875,11.0791015625,0.000977517106549364,"g16","a0.5","16"
"mean","50%","gain",39.4990234375,11.369140625,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%","loss",41.024462890625,12.4151123046875,0.000977517106549364,"g16","a0.5","16"
"mean","97.5%","gain",41.2500244140625,12.7345947265625,0.000977517106549364,"g16","a0.5","16"
"var","2.5%","loss",149.553893649194,87.4572794477028,0.000977517106549364,"g16","a0.5","16"
"var","2.5%","gain",151.819744700024,90.6957712123121,0.000977517106549364,"g16","a0.5","16"
"var","50%","loss",202.460376191349,120.310261924945,0.000977517106549364,"g16","a0.5","16"
"var","50%","gain",202.256280356488,125.536846858199,0.000977517106549364,"g16","a0.5","16"
"var","97.5%","loss",276.221372686034,167.194574708463,0.000977517106549364,"g16","a0.5","16"
"var","97.5%","gain",269.915883483588,174.980942043927,0.000977517106549364,"g16","a0.5","16"
"mean","2.5%","loss",29.74853515625,15.1451416015625,0.000977517106549364,"g16","a0.5","2"
"mean","2.5%","gain",30.642919921875,15.75244140625,0.000977517106549364,"g16","a0.5","2"
"mean","50%","loss",31.12939453125,16.00537109375,0.000977517106549364,"g16","a0.5","2"
"mean","50%","gain",31.74462890625,16.64208984375,0.000977517106549364,"g16","a0.5","2"
"mean","97.5%","loss",32.2253662109375,17.3036865234375,0.000977517106549364,"g16","a0.5","2"
"mean","97.5%","gain",33.02802734375,17.9092529296875,0.000977517106549364,"g16","a0.5","2"
"var","2.5%","loss",106.067872788177,61.4580206042278,0.000977517106549364,"g16","a0.5","2"
"var","2.5%","gain",104.599343111368,59.099966039872,0.000977517106549364,"g16","a0.5","2"
"var","50%","loss",182.751809456714,101.356587071573,0.000977517106549364,"g16","a0.5","2"
"var","50%","gain",188.481861998259,112.71492536886,0.000977517106549364,"g16","a0.5","2"
"var","97.5%","loss",272.727093261241,133.53202972263,0.000977517106549364,"g16","a0.5","2"
"var","97.5%","gain",270.434172408625,147.543347991317,0.000977517106549364,"g16","a0.5","2"
"mean","2.5%","loss",33.737109375,13.28466796875,0.000977517106549364,"g16","a0.5","4"
"mean","2.5%","gain",34.3988037109375,13.644677734375,0.000977517106549364,"g16","a0.5","4"
"mean","50%","loss",34.5927734375,14.39990234375,0.000977517106549364,"g16","a0.5","4"
"mean","50%","gain",35.27001953125,14.7919921875,0.000977517106549364,"g16","a0.5","4"
"mean","97.5%","loss",36.23935546875,15.4588134765625,0.000977517106549364,"g16","a0.5","4"
"mean","97.5%","gain",36.899365234375,15.9618408203125,0.000977517106549364,"g16","a0.5","4"
"var","2.5%","loss",144.768762887188,80.4553644353693,0.000977517106549364,"g16","a0.5","4"
"var","2.5%","gain",141.346710807674,87.3727181800999,0.000977517106549364,"g16","a0.5","4"
"var","50%","loss",207.322823115225,118.312621712335,0.000977517106549364,"g16","a0.5","4"
"var","50%","gain",202.126505891832,126.206714320626,0.000977517106549364,"g16","a0.5","4"
"var","97.5%","loss",252.189482264365,149.841363483627,0.000977517106549364,"g16","a0.5","4"
"var","97.5%","gain",255.25868701506,162.337772182192,0.000977517106549364,"g16","a0.5","4"
"mean","2.5%","loss",32.2114990234375,11.9792236328125,0.000977517106549364,"g16","a0.5","8"
"mean","2.5%","gain",33.0116455078125,12.245458984375,0.000977517106549364,"g16","a0.5","8"
"mean","50%","loss",35.74365234375,13.9541015625,0.000977517106549364,"g16","a0.5","8"
"mean","50%","gain",36.2822265625,14.419921875,0.000977517106549364,"g16","a0.5","8"
"mean","97.5%","loss",38.39873046875,16.1673583984375,0.000977517106549364,"g16","a0.5","8"
"mean","97.5%","gain",38.8921142578125,16.884228515625,0.000977517106549364,"g16","a0.5","8"
"var","2.5%","loss",128.153488824421,66.6441327733611,0.000977517106549364,"g16","a0.5","8"
"var","2.5%","gain",127.650756716612,70.3574255025049,0.000977517106549364,"g16","a0.5","8"
"var","50%","loss",186.902453529753,99.3121782975929,0.000977517106549364,"g16","a0.5","8"
"var","50%","gain",186.670553347232,105.902946584036,0.000977517106549364,"g16","a0.5","8"
"var","97.5%","loss",259.818610221736,144.78610360154,0.000977517106549364,"g16","a0.5","8"
"var","97.5%","gain",254.840012452842,156.937807454904,0.000977517106549364,"g16","a0.5","8"
"mean","2.5%","loss",14.017333984375,11.2514404296875,0.000977517106549364,"g16","a0","1"
"mean","2.5%","gain",15.2829345703125,12.1710205078125,0.000977517106549364,"g16","a0","1"
"mean","50%","loss",15.98388671875,11.9521484375,0.000977517106549364,"g16","a0","1"
"mean","50%","gain",17.25048828125,13.0693359375,0.000977517106549364,"g16","a0","1"
"mean","97.5%","loss",17.9877197265625,12.7523193359375,0.000977517106549364,"g16","a0","1"
"mean","97.5%","gain",19.20029296875,13.742041015625,0.000977517106549364,"g16","a0","1"
"var","2.5%","loss",82.1411985276149,52.9264446060912,0.000977517106549364,"g16","a0","1"
"var","2.5%","gain",87.085376191349,57.3803511424731,0.000977517106549364,"g16","a0","1"
"var","50%","loss",100.916482427603,67.6664490163734,0.000977517106549364,"g16","a0","1"
"var","50%","gain",107.826572332447,75.2586329843292,0.000977517106549364,"g16","a0","1"
"var","97.5%","loss",137.47624041575,102.059330324413,0.000977517106549364,"g16","a0","1"
"var","97.5%","gain",155.277684544538,111.890008324169,0.000977517106549364,"g16","a0","1"
"mean","2.5%","loss",31.5952392578125,7.211865234375,0.000977517106549364,"g16","a0","16"
"mean","2.5%","gain",32.13798828125,7.369580078125,0.000977517106549364,"g16","a0","16"
"mean","50%","loss",35.02685546875,9.728515625,0.000977517106549364,"g16","a0","16"
"mean","50%","gain",35.67724609375,9.93310546875,0.000977517106549364,"g16","a0","16"
"mean","97.5%","loss",39.9209228515625,12.4354736328125,0.000977517106549364,"g16","a0","16"
"mean","97.5%","gain",40.13056640625,12.4803466796875,0.000977517106549364,"g16","a0","16"
"var","2.5%","loss",135.458716488537,79.1269854145665,0.000977517106549364,"g16","a0","16"
"var","2.5%","gain",132.304492760264,81.6802090970186,0.000977517106549364,"g16","a0","16"
"var","50%","loss",202.827540303489,121.404248190066,0.000977517106549364,"g16","a0","16"
"var","50%","gain",200.237590114858,127.044656017076,0.000977517106549364,"g16","a0","16"
"var","97.5%","loss",243.118572825024,135.731325413917,0.000977517106549364,"g16","a0","16"
"var","97.5%","gain",239.489895609001,141.990334322306,0.000977517106549364,"g16","a0","16"
"mean","2.5%","loss",20.2462646484375,13.4568603515625,0.000977517106549364,"g16","a0","2"
"mean","2.5%","gain",21.7268798828125,14.0377685546875,0.000977517106549364,"g16","a0","2"
"mean","50%","loss",22.95361328125,13.75146484375,0.000977517106549364,"g16","a0","2"
"mean","50%","gain",23.98388671875,14.55126953125,0.000977517106549364,"g16","a0","2"
"mean","97.5%","loss",27.8535400390625,14.2110595703125,0.000977517106549364,"g16","a0","2"
"mean","97.5%","gain",28.875244140625,14.801904296875,0.000977517106549364,"g16","a0","2"
"var","2.5%","loss",133.745555328041,88.819403714565,0.000977517106549364,"g16","a0","2"
"var","2.5%","gain",142.040263013196,92.7100191684995,0.000977517106549364,"g16","a0","2"
"var","50%","loss",151.146405142656,94.0137878596958,0.000977517106549364,"g16","a0","2"
"var","50%","gain",153.412683093536,101.894826700727,0.000977517106549364,"g16","a0","2"
"var","97.5%","loss",233.780360378291,177.854323246006,0.000977517106549364,"g16","a0","2"
"var","97.5%","gain",242.871162672593,192.212819411351,0.000977517106549364,"g16","a0","2"
"mean","2.5%","loss",22.9699951171875,12.6180419921875,0.000977517106549364,"g16","a0","4"
"mean","2.5%","gain",24.0240966796875,13.1134033203125,0.000977517106549364,"g16","a0","4"
"mean","50%","loss",28.142578125,13.20166015625,0.000977517106549364,"g16","a0","4"
"mean","50%","gain",28.833984375,13.68115234375,0.000977517106549364,"g16","a0","4"
"mean","97.5%","loss",30.47490234375,13.65771484375,0.000977517106549364,"g16","a0","4"
"mean","97.5%","gain",31.32470703125,14.2314453125,0.000977517106549364,"g16","a0","4"
"var","2.5%","loss",146.174206650362,79.5115721462992,0.000977517106549364,"g16","a0","4"
"var","2.5%","gain",147.418533853212,87.0494345626757,0.000977517106549364,"g16","a0","4"
"var","50%","loss",192.46291687668,130.582786343781,0.000977517106549364,"g16","a0","4"
"var","50%","gain",195.008010103556,138.091126263899,0.000977517106549364,"g16","a0","4"
"var","97.5%","loss",256.632508362353,155.951518468773,0.000977517106549364,"g16","a0","4"
"var","97.5%","gain",258.262361200208,172.21281482924,0.000977517106549364,"g16","a0","4"
"mean","2.5%","loss",27.4134765625,9.8006591796875,0.000977517106549364,"g16","a0","8"
"mean","2.5%","gain",28.2815185546875,9.7906982421875,0.000977517106549364,"g16","a0","8"
"mean","50%","loss",33.56396484375,10.84765625,0.000977517106549364,"g16","a0","8"
"mean","50%","gain",33.99951171875,11.14404296875,0.000977517106549364,"g16","a0","8"
"mean","97.5%","loss",37.5066650390625,11.9177978515625,0.000977517106549364,"g16","a0","8"
"mean","97.5%","gain",37.9988037109375,12.2486083984375,0.000977517106549364,"g16","a0","8"
"var","2.5%","loss",184.190307760378,122.278296041628,0.000977517106549364,"g16","a0","8"
"var","2.5%","gain",184.012630184468,130.419090436561,0.000977517106549364,"g16","a0","8"
"var","50%","loss",231.733087235765,151.666035671738,0.000977517106549364,"g16","a0","8"
"var","50%","gain",233.156881949536,157.96505949108,0.000977517106549364,"g16","a0","8"
"var","97.5%","loss",253.842205375008,172.059327269673,0.000977517106549364,"g16","a0","8"
"var","97.5%","gain",250.950472530242,180.764375921195,0.000977517106549364,"g16","a0","8"
"mean","2.5%","loss",37.2257568359375,17.5279541015625,0.000977517106549364,"g16","a1","1"
"mean","2.5%","gain",37.968505859375,18.1789794921875,0.000977517106549364,"g16","a1","1"
"mean","50%","loss",37.64013671875,18.169921875,0.000977517106549364,"g16","a1","1"
"mean","50%","gain",38.30224609375,18.857421875,0.000977517106549364,"g16","a1","1"
"mean","97.5%","loss",37.96669921875,18.4488037109375,0.000977517106549364,"g16","a1","1"
"mean","97.5%","gain",38.694384765625,19.061376953125,0.000977517106549364,"g16","a1","1"
"var","2.5%","loss",120.950221015281,47.0839312988759,0.000977517106549364,"g16","a1","1"
"var","2.5%","gain",117.366832076117,46.3971213839504,0.000977517106549364,"g16","a1","1"
"var","50%","loss",140.771462896353,62.3929575811034,0.000977517106549364,"g16","a1","1"
"var","50%","gain",140.711349412726,62.0202658197397,0.000977517106549364,"g16","a1","1"
"var","97.5%","loss",183.08715309598,80.8344892425388,0.000977517106549364,"g16","a1","1"
"var","97.5%","gain",176.893584375764,83.3626078466749,0.000977517106549364,"g16","a1","1"
"mean","2.5%","loss",40.04599609375,8.0493896484375,0.000977517106549364,"g16","a1","16"
"mean","2.5%","gain",40.664111328125,8.13955078125,0.000977517106549364,"g16","a1","16"
"mean","50%","loss",44.544921875,11.0546875,0.000977517106549364,"g16","a1","16"
"mean","50%","gain",44.958984375,11.328125,0.000977517106549364,"g16","a1","16"
"mean","97.5%","loss",46.597021484375,13.6493896484375,0.000977517106549364,"g16","a1","16"
"mean","97.5%","gain",46.98056640625,13.948876953125,0.000977517106549364,"g16","a1","16"
"var","2.5%","loss",125.62284495185,78.2695007025904,0.000977517106549364,"g16","a1","16"
"var","2.5%","gain",123.856527981427,80.7876459593414,0.000977517106549364,"g16","a1","16"
"var","50%","loss",181.466454171249,103.647824165292,0.000977517106549364,"g16","a1","16"
"var","50%","gain",178.065642087457,111.184593223057,0.000977517106549364,"g16","a1","16"
"var","97.5%","loss",290.548686723905,153.210180998175,0.000977517106549364,"g16","a1","16"
"var","97.5%","gain",292.173075704118,162.601123571909,0.000977517106549364,"g16","a1","16"
"mean","2.5%","loss",37.8993896484375,15.9270751953125,0.000977517106549364,"g16","a1","2"
"mean","2.5%","gain",38.32060546875,16.349755859375,0.000977517106549364,"g16","a1","2"
"mean","50%","loss",38.99560546875,16.4365234375,0.000977517106549364,"g16","a1","2"
"mean","50%","gain",39.43017578125,17.06787109375,0.000977517106549364,"g16","a1","2"
"mean","97.5%","loss",39.3198486328125,17.7872802734375,0.000977517106549364,"g16","a1","2"
"mean","97.5%","gain",40.184326171875,18.164111328125,0.000977517106549364,"g16","a1","2"
"var","2.5%","loss",135.674220539887,64.3466139389739,0.000977517106549364,"g16","a1","2"
"var","2.5%","gain",133.261816310789,67.0341786374328,0.000977517106549364,"g16","a1","2"
"var","50%","loss",192.274655100654,98.5645686323925,0.000977517106549364,"g16","a1","2"
"var","50%","gain",191.851398307673,109.659710926045,0.000977517106549364,"g16","a1","2"
"var","97.5%","loss",267.335039048181,132.104917631774,0.000977517106549364,"g16","a1","2"
"var","97.5%","gain",273.447275457447,148.971633985711,0.000977517106549364,"g16","a1","2"
"mean","2.5%","loss",39.0556396484375,12.8509033203125,0.000977517106549364,"g16","a1","4"
"mean","2.5%","gain",39.6309326171875,13.1848388671875,0.000977517106549364,"g16","a1","4"
"mean","50%","loss",39.8310546875,14.56396484375,0.000977517106549364,"g16","a1","4"
"mean","50%","gain",40.46826171875,14.99072265625,0.000977517106549364,"g16","a1","4"
"mean","97.5%","loss",41.5811767578125,16.119873046875,0.000977517106549364,"g16","a1","4"
"mean","97.5%","gain",42.14208984375,16.6322509765625,0.000977517106549364,"g16","a1","4"
"var","2.5%","loss",174.298294762456,78.8860603339977,0.000977517106549364,"g16","a1","4"
"var","2.5%","gain",171.104508726058,86.1585868529677,0.000977517106549364,"g16","a1","4"
"var","50%","loss",280.407889536749,135.170450249725,0.000977517106549364,"g16","a1","4"
"var","50%","gain",274.943423810942,143.908218398705,0.000977517106549364,"g16","a1","4"
"var","97.5%","loss",318.744910634508,188.73561102456,0.000977517106549364,"g16","a1","4"
"var","97.5%","gain",317.358382758087,201.059899818816,0.000977517106549364,"g16","a1","4"
"mean","2.5%","loss",39.792578125,13.17685546875,0.000977517106549364,"g16","a1","8"
"mean","2.5%","gain",40.388623046875,13.324755859375,0.000977517106549364,"g16","a1","8"
"mean","50%","loss",40.806640625,14.50537109375,0.000977517106549364,"g16","a1","8"
"mean","50%","gain",41.24853515625,14.89306640625,0.000977517106549364,"g16","a1","8"
"mean","97.5%","loss",42.2109130859375,15.57421875,0.000977517106549364,"g16","a1","8"
"mean","97.5%","gain",42.7158447265625,16.09326171875,0.000977517106549364,"g16","a1","8"
"var","2.5%","loss",201.555376439547,100.326723637586,0.000977517106549364,"g16","a1","8"
"var","2.5%","gain",199.123878599821,104.435900723783,0.000977517106549364,"g16","a1","8"
"var","50%","loss",226.928174925923,135.042193132179,0.000977517106549364,"g16","a1","8"
"var","50%","gain",223.450969498412,141.924776526607,0.000977517106549364,"g16","a1","8"
"var","97.5%","loss",260.701433604251,167.526795996762,0.000977517106549364,"g16","a1","8"
"var","97.5%","gain",256.047165081065,175.804364938447,0.000977517106549364,"g16","a1","8"
"mean","2.5%","loss",35.7059814453125,16.4923095703125,0.000977517106549364,"g16","g16","1"
"mean","2.5%","gain",36.3230224609375,17.082568359375,0.000977517106549364,"g16","g16","1"
"mean","50%","loss",36.11279296875,17.240234375,0.000977517106549364,"g16","g16","1"
"mean","50%","gain",36.7587890625,17.796875,0.000977517106549364,"g16","g16","1"
"mean","97.5%","loss",36.837548828125,17.4697265625,0.000977517106549364,"g16","g16","1"
"mean","97.5%","gain",37.3656494140625,18.060888671875,0.000977517106549364,"g16","g16","1"
"var","2.5%","loss",121.312625315975,40.4251206622678,0.000977517106549364,"g16","g16","1"
"var","2.5%","gain",119.348731136975,38.8592885126466,0.000977517106549364,"g16","g16","1"
"var","50%","loss",131.141399185912,45.5869126305902,0.000977517106549364,"g16","g16","1"
"var","50%","gain",125.363846377077,45.2587303541972,0.000977517106549364,"g16","g16","1"
"var","97.5%","loss",155.789072427908,61.6906095592391,0.000977517106549364,"g16","g16","1"
"var","97.5%","gain",150.22709154295,62.2345143725562,0.000977517106549364,"g16","g16","1"
"mean","2.5%","loss",40.359765625,9.233203125,0.000977517106549364,"g16","g16","16"
