"cross_space","cross_run","rate","core","trans","land_het","d","v","dcorr"
"mean","50%","loss",49.72802734375,0.255859375,0.000977517106549364,"a0","a0","2"
"mean","50%","gain",49.72265625,0.259765625,0.000977517106549364,"a0","a0","2"
"mean","97.5%","loss",49.9763671875,0.2608642578125,0.000977517106549364,"a0","a0","2"
"mean","97.5%","gain",49.958740234375,0.281884765625,0.000977517106549364,"a0","a0","2"
"var","2.5%","loss",23.8113468352884,0.233601005009775,0.000977517106549364,"a0","a0","2"
"var","2.5%","gain",23.7642573113316,0.233291330645161,0.000977517106549364,"a0","a0","2"
"var","50%","loss",24.2280278210533,0.25118753054741,0.000977517106549364,"a0","a0","2"
"var","50%","gain",24.1926448519978,0.275350054221652,0.000977517106549364,"a0","a0","2"
"var","97.5%","loss",25.863498136608,0.271041437561095,0.000977517106549364,"a0","a0","2"
"var","97.5%","gain",26.1133347079668,0.286689539039589,0.000977517106549364,"a0","a0","2"
"mean","2.5%","loss",49.5439208984375,0.2251708984375,0.000977517106549364,"a0","a0","4"
"mean","2.5%","gain",49.5642822265625,0.2196044921875,0.000977517106549364,"a0","a0","4"
"mean","50%","loss",49.68701171875,0.24169921875,0.000977517106549364,"a0","a0","4"
"mean","50%","gain",49.68017578125,0.24609375,0.000977517106549364,"a0","a0","4"
"mean","97.5%","loss",49.8134765625,0.2716796875,0.000977517106549364,"a0","a0","4"
"mean","97.5%","gain",49.8181884765625,0.27529296875,0.000977517106549364,"a0","a0","4"
"var","2.5%","loss",23.9096900917568,0.221189520902065,0.000977517106549364,"a0","a0","4"
"var","2.5%","gain",23.7208100647987,0.228238431123228,0.000977517106549364,"a0","a0","4"
"var","50%","loss",25.3822655104472,0.243832287084555,0.000977517106549364,"a0","a0","4"
"var","50%","gain",25.3296170500367,0.247311827956989,0.000977517106549364,"a0","a0","4"
"var","97.5%","loss",26.3248375498305,0.271195129215543,0.000977517106549364,"a0","a0","4"
"var","97.5%","gain",26.3387674311156,0.284418148216031,0.000977517106549364,"a0","a0","4"
"mean","2.5%","loss",49.4520263671875,0.2348876953125,0.000977517106549364,"a0","a0","8"
"mean","2.5%","gain",49.46142578125,0.2128662109375,0.000977517106549364,"a0","a0","8"
"mean","50%","loss",49.70703125,0.25,0.000977517106549364,"a0","a0","8"
"mean","50%","gain",49.70654296875,0.248046875,0.000977517106549364,"a0","a0","8"
"mean","97.5%","loss",49.9760009765625,0.2703369140625,0.000977517106549364,"a0","a0","8"
"mean","97.5%","gain",49.9768798828125,0.25390625,0.000977517106549364,"a0","a0","8"
"var","2.5%","loss",24.3615534121456,0.211952461548448,0.000977517106549364,"a0","a0","8"
"var","2.5%","gain",24.3345620790185,0.201597987498473,0.000977517106549364,"a0","a0","8"
"var","50%","loss",25.5350025583456,0.249499308864858,0.000977517106549364,"a0","a0","8"
"var","50%","gain",25.6834639235093,0.244364002932551,0.000977517106549364,"a0","a0","8"
"var","97.5%","loss",26.1374234405547,0.283679831645589,0.000977517106549364,"a0","a0","8"
"var","97.5%","gain",26.2430546645894,0.253542950612476,0.000977517106549364,"a0","a0","8"
"mean","2.5%","loss",45.4611083984375,13.1124267578125,0.000977517106549364,"a1","a1","1"
"mean","2.5%","gain",45.547607421875,13.411474609375,0.000977517106549364,"a1","a1","1"
"mean","50%","loss",45.61328125,13.8623046875,0.000977517106549364,"a1","a1","1"
"mean","50%","gain",45.673828125,14.0185546875,0.000977517106549364,"a1","a1","1"
"mean","97.5%","loss",45.9072509765625,14.427783203125,0.000977517106549364,"a1","a1","1"
"mean","97.5%","gain",45.992822265625,14.5591796875,0.000977517106549364,"a1","a1","1"
"var","2.5%","loss",276.207595350875,178.393093803458,0.000977517106549364,"a1","a1","1"
"var","2.5%","gain",272.430885411894,185.522921726081,0.000977517106549364,"a1","a1","1"
"var","50%","loss",297.187403584738,191.73814283205,0.000977517106549364,"a1","a1","1"
"var","50%","gain",298.773429863148,203.809891060301,0.000977517106549364,"a1","a1","1"
"var","97.5%","loss",345.608058215726,219.729303008347,0.000977517106549364,"a1","a1","1"
"var","97.5%","gain",341.531695514877,238.68899109543,0.000977517106549364,"a1","a1","1"
"mean","2.5%","loss",48.4167236328125,3.1999755859375,0.000977517106549364,"a1","a1","16"
"mean","2.5%","gain",48.5070556640625,3.1084228515625,0.000977517106549364,"a1","a1","16"
"mean","50%","loss",48.8369140625,4.984375,0.000977517106549364,"a1","a1","16"
"mean","50%","gain",48.908203125,5.07763671875,0.000977517106549364,"a1","a1","16"
"mean","97.5%","loss",49.414306640625,6.9262939453125,0.000977517106549364,"a1","a1","16"
"mean","97.5%","gain",49.5154052734375,6.87978515625,0.000977517106549364,"a1","a1","16"
"var","2.5%","loss",141.873666701033,63.9278833652172,0.000977517106549364,"a1","a1","16"
"var","2.5%","gain",142.244232720667,62.9229869973042,0.000977517106549364,"a1","a1","16"
"var","50%","loss",174.560349748748,91.7377748312256,0.000977517106549364,"a1","a1","16"
"var","50%","gain",173.345061629399,95.8192600462793,0.000977517106549364,"a1","a1","16"
"var","97.5%","loss",208.963569254796,118.338590327736,0.000977517106549364,"a1","a1","16"
"var","97.5%","gain",208.240767880735,127.023490981832,0.000977517106549364,"a1","a1","16"
"mean","2.5%","loss",46.370751953125,9.3268798828125,0.000977517106549364,"a1","a1","2"
"mean","2.5%","gain",46.3631591796875,9.4302734375,0.000977517106549364,"a1","a1","2"
"mean","50%","loss",47.1943359375,10.4130859375,0.000977517106549364,"a1","a1","2"
"mean","50%","gain",47.23779296875,10.54541015625,0.000977517106549364,"a1","a1","2"
"mean","97.5%","loss",47.7289306640625,12.37470703125,0.000977517106549364,"a1","a1","2"
"mean","97.5%","gain",47.8206298828125,12.42109375,0.000977517106549364,"a1","a1","2"
"var","2.5%","loss",224.939658269947,145.744402545172,0.000977517106549364,"a1","a1","2"
"var","2.5%","gain",224.47633797654,146.64049670088,0.000977517106549364,"a1","a1","2"
"var","50%","loss",246.987280345033,170.173706889968,0.000977517106549364,"a1","a1","2"
"var","50%","gain",246.493954476723,173.541771196084,0.000977517106549364,"a1","a1","2"
"var","97.5%","loss",297.742238953293,200.639366255804,0.000977517106549364,"a1","a1","2"
"var","97.5%","gain",297.210662215336,211.830554449803,0.000977517106549364,"a1","a1","2"
"mean","2.5%","loss",47.271435546875,7.03759765625,0.000977517106549364,"a1","a1","4"
"mean","2.5%","gain",47.318505859375,7.0781982421875,0.000977517106549364,"a1","a1","4"
"mean","50%","loss",47.82373046875,7.88037109375,0.000977517106549364,"a1","a1","4"
"mean","50%","gain",47.8857421875,8.0361328125,0.000977517106549364,"a1","a1","4"
"mean","97.5%","loss",48.2068359375,8.5805419921875,0.000977517106549364,"a1","a1","4"
"mean","97.5%","gain",48.1974609375,8.6202392578125,0.000977517106549364,"a1","a1","4"
"var","2.5%","loss",224.127635095919,125.237635363209,0.000977517106549364,"a1","a1","4"
"var","2.5%","gain",224.018732029532,130.510373136608,0.000977517106549364,"a1","a1","4"
"var","50%","loss",230.280722102578,142.249100283327,0.000977517106549364,"a1","a1","4"
"var","50%","gain",231.762981694465,153.43270023827,0.000977517106549364,"a1","a1","4"
"var","97.5%","loss",261.976314302297,160.607890777737,0.000977517106549364,"a1","a1","4"
"var","97.5%","gain",259.624698535252,169.196353808689,0.000977517106549364,"a1","a1","4"
"mean","2.5%","loss",48.1619384765625,4.466455078125,0.000977517106549364,"a1","a1","8"
"mean","2.5%","gain",48.2359130859375,4.5494873046875,0.000977517106549364,"a1","a1","8"
"mean","50%","loss",48.76123046875,5.22900390625,0.000977517106549364,"a1","a1","8"
"mean","50%","gain",48.78759765625,5.33984375,0.000977517106549364,"a1","a1","8"
"mean","97.5%","loss",49.0888671875,7.002294921875,0.000977517106549364,"a1","a1","8"
"mean","97.5%","gain",49.0942626953125,7.1307861328125,0.000977517106549364,"a1","a1","8"
"var","2.5%","loss",148.336520764602,69.7904319785557,0.000977517106549364,"a1","a1","8"
"var","2.5%","gain",148.552831148239,71.4699818958868,0.000977517106549364,"a1","a1","8"
"var","50%","loss",170.217874625794,98.0623105106,0.000977517106549364,"a1","a1","8"
"var","50%","gain",171.314431646353,104.496299467711,0.000977517106549364,"a1","a1","8"
"var","97.5%","loss",223.654730147048,135.086005277065,0.000977517106549364,"a1","a1","8"
"var","97.5%","gain",223.091676332058,141.354219098431,0.000977517106549364,"a1","a1","8"
"mean","2.5%","loss",46.7529296875,5.225244140625,0.000977517106549364,"g1","a0.5","1"
"mean","2.5%","gain",46.677880859375,5.2845703125,0.000977517106549364,"g1","a0.5","1"
"mean","50%","loss",47.02783203125,5.5576171875,0.000977517106549364,"g1","a0.5","1"
"mean","50%","gain",47.02099609375,5.5380859375,0.000977517106549364,"g1","a0.5","1"
"mean","97.5%","loss",47.1283935546875,5.7462158203125,0.000977517106549364,"g1","a0.5","1"
"mean","97.5%","gain",47.12890625,5.8852783203125,0.000977517106549364,"g1","a0.5","1"
"var","2.5%","loss",38.0105724584555,17.538815447825,0.000977517106549364,"g1","a0.5","1"
"var","2.5%","gain",37.7045430918942,17.7085227272727,0.000977517106549364,"g1","a0.5","1"
"var","50%","loss",41.193809471988,18.7244805031158,0.000977517106549364,"g1","a0.5","1"
"var","50%","gain",40.98055036886,18.9765715687622,0.000977517106549364,"g1","a0.5","1"
"var","97.5%","loss",44.6577794706134,21.4748682881613,0.000977517106549364,"g1","a0.5","1"
"var","97.5%","gain",44.1263883797654,21.8975191923647,0.000977517106549364,"g1","a0.5","1"
"mean","2.5%","loss",48.20751953125,1.93701171875,0.000977517106549364,"g1","a0.5","16"
"mean","2.5%","gain",48.1359619140625,1.8579345703125,0.000977517106549364,"g1","a0.5","16"
"mean","50%","loss",48.64697265625,2.6630859375,0.000977517106549364,"g1","a0.5","16"
"mean","50%","gain",48.65185546875,2.61962890625,0.000977517106549364,"g1","a0.5","16"
"mean","97.5%","loss",48.9932373046875,3.088818359375,0.000977517106549364,"g1","a0.5","16"
"mean","97.5%","gain",49.0685302734375,3.1831298828125,0.000977517106549364,"g1","a0.5","16"
"var","2.5%","loss",36.9356071822688,11.1049398979717,0.000977517106549364,"g1","a0.5","16"
"var","2.5%","gain",37.2417823649805,10.5061574270299,0.000977517106549364,"g1","a0.5","16"
"var","50%","loss",39.6729646833761,14.5870706179741,0.000977517106549364,"g1","a0.5","16"
"var","50%","gain",38.7522371204484,13.9598678633614,0.000977517106549364,"g1","a0.5","16"
"var","97.5%","loss",41.651266476509,16.7791930138074,0.000977517106549364,"g1","a0.5","16"
"var","97.5%","gain",42.8144000488759,17.8749290488682,0.000977517106549364,"g1","a0.5","16"
"mean","2.5%","loss",47.4748779296875,4.0047607421875,0.000977517106549364,"g1","a0.5","2"
"mean","2.5%","gain",47.52060546875,4.052783203125,0.000977517106549364,"g1","a0.5","2"
"mean","50%","loss",47.71435546875,4.294921875,0.000977517106549364,"g1","a0.5","2"
"mean","50%","gain",47.7275390625,4.28173828125,0.000977517106549364,"g1","a0.5","2"
"mean","97.5%","loss",47.8906005859375,4.7255859375,0.000977517106549364,"g1","a0.5","2"
"mean","97.5%","gain",47.873193359375,4.7289794921875,0.000977517106549364,"g1","a0.5","2"
"var","2.5%","loss",38.729590130132,16.5573637633263,0.000977517106549364,"g1","a0.5","2"
"var","2.5%","gain",37.7080550655242,16.6502813464153,0.000977517106549364,"g1","a0.5","2"
"var","50%","loss",41.3721352257454,18.1887142595308,0.000977517106549364,"g1","a0.5","2"
"var","50%","gain",40.4758422493585,17.8611825475012,0.000977517106549364,"g1","a0.5","2"
"var","97.5%","loss",42.790117913001,19.8235215053763,0.000977517106549364,"g1","a0.5","2"
"var","97.5%","gain",42.2991995385432,19.8180827061568,0.000977517106549364,"g1","a0.5","2"
"mean","2.5%","loss",47.7627685546875,2.7989501953125,0.000977517106549364,"g1","a0.5","4"
"mean","2.5%","gain",47.8091552734375,2.8096435546875,0.000977517106549364,"g1","a0.5","4"
"mean","50%","loss",48.42529296875,3.24462890625,0.000977517106549364,"g1","a0.5","4"
"mean","50%","gain",48.44384765625,3.2021484375,0.000977517106549364,"g1","a0.5","4"
"mean","97.5%","loss",48.756689453125,3.768017578125,0.000977517106549364,"g1","a0.5","4"
"mean","97.5%","gain",48.72978515625,3.7314453125,0.000977517106549364,"g1","a0.5","4"
"var","2.5%","loss",38.5701628892885,14.1675405850974,0.000977517106549364,"g1","a0.5","4"
"var","2.5%","gain",38.4007192005743,14.9683944329255,0.000977517106549364,"g1","a0.5","4"
"var","50%","loss",40.2803140082784,16.5997096086877,0.000977517106549364,"g1","a0.5","4"
"var","50%","gain",40.4701928877994,16.6037237292278,0.000977517106549364,"g1","a0.5","4"
"var","97.5%","loss",42.5836922653959,18.5119534877505,0.000977517106549364,"g1","a0.5","4"
"var","97.5%","gain",41.2696114369502,18.12492420424,0.000977517106549364,"g1","a0.5","4"
"mean","2.5%","loss",48.284521484375,1.7302978515625,0.000977517106549364,"g1","a0.5","8"
"mean","2.5%","gain",48.2251708984375,1.76484375,0.000977517106549364,"g1","a0.5","8"
"mean","50%","loss",48.71630859375,2.50537109375,0.000977517106549364,"g1","a0.5","8"
"mean","50%","gain",48.7255859375,2.49365234375,0.000977517106549364,"g1","a0.5","8"
"mean","97.5%","loss",49.0703369140625,3.210888671875,0.000977517106549364,"g1","a0.5","8"
"mean","97.5%","gain",49.03671875,3.262548828125,0.000977517106549364,"g1","a0.5","8"
"var","2.5%","loss",33.2765184210426,8.89023960147086,0.000977517106549364,"g1","a0.5","8"
"var","2.5%","gain",34.0716473024728,10.1470653485459,0.000977517106549364,"g1","a0.5","8"
"var","50%","loss",39.4430496051747,14.5014371601601,0.000977517106549364,"g1","a0.5","8"
"var","50%","gain",39.36678083761,14.5364425823253,0.000977517106549364,"g1","a0.5","8"
"var","97.5%","loss",41.7562164217146,16.7719975714809,0.000977517106549364,"g1","a0.5","8"
"var","97.5%","gain",42.8345395741691,18.1203988918927,0.000977517106549364,"g1","a0.5","8"
"mean","2.5%","loss",42.8758056640625,6.332666015625,0.000977517106549364,"g1","a0","1"
"mean","2.5%","gain",42.990625,6.329638671875,0.000977517106549364,"g1","a0","1"
"mean","50%","loss",43.1025390625,6.7802734375,0.000977517106549364,"g1","a0","1"
"mean","50%","gain",43.10302734375,6.748046875,0.000977517106549364,"g1","a0","1"
"mean","97.5%","loss",43.4774658203125,7.1880126953125,0.000977517106549364,"g1","a0","1"
"mean","97.5%","gain",43.492138671875,7.105908203125,0.000977517106549364,"g1","a0","1"
"var","2.5%","loss",50.059983681001,31.5956364934629,0.000977517106549364,"g1","a0","1"
"var","2.5%","gain",49.7482477003528,31.1465533930535,0.000977517106549364,"g1","a0","1"
"var","50%","loss",52.3546840634164,32.8180114209128,0.000977517106549364,"g1","a0","1"
"var","50%","gain",51.1860905234299,32.3268434407075,0.000977517106549364,"g1","a0","1"
"var","97.5%","loss",54.0600275690371,35.7284991819022,0.000977517106549364,"g1","a0","1"
"var","97.5%","gain",53.417320572153,35.0482408271857,0.000977517106549364,"g1","a0","1"
"mean","2.5%","loss",46.584228515625,2.2678466796875,0.000977517106549364,"g1","a0","16"
"mean","2.5%","gain",46.583154296875,2.2443115234375,0.000977517106549364,"g1","a0","16"
"mean","50%","loss",46.93701171875,3.01953125,0.000977517106549364,"g1","a0","16"
"mean","50%","gain",46.94775390625,3.0341796875,0.000977517106549364,"g1","a0","16"
"mean","97.5%","loss",47.8593017578125,3.3108642578125,0.000977517106549364,"g1","a0","16"
"mean","97.5%","gain",47.8935302734375,3.277001953125,0.000977517106549364,"g1","a0","16"
"var","2.5%","loss",42.6075286000122,19.7988519901637,0.000977517106549364,"g1","a0","16"
"var","2.5%","gain",43.1109504826491,19.5097670330447,0.000977517106549364,"g1","a0","16"
"var","50%","loss",46.8584981938844,24.1429403981855,0.000977517106549364,"g1","a0","16"
"var","50%","gain",46.9087945037573,24.1756604922715,0.000977517106549364,"g1","a0","16"
"var","97.5%","loss",49.6148923633385,27.9206850113407,0.000977517106549364,"g1","a0","16"
"var","97.5%","gain",49.0054772698634,27.7528620058957,0.000977517106549364,"g1","a0","16"
"mean","2.5%","loss",44.2364013671875,4.99150390625,0.000977517106549364,"g1","a0","2"
"mean","2.5%","gain",44.258349609375,5.027587890625,0.000977517106549364,"g1","a0","2"
"mean","50%","loss",44.68701171875,5.31787109375,0.000977517106549364,"g1","a0","2"
"mean","50%","gain",44.66357421875,5.294921875,0.000977517106549364,"g1","a0","2"
"mean","97.5%","loss",45.0191650390625,5.5129638671875,0.000977517106549364,"g1","a0","2"
"mean","97.5%","gain",45.078515625,5.6306640625,0.000977517106549364,"g1","a0","2"
"var","2.5%","loss",50.110888815066,29.2233959984803,0.000977517106549364,"g1","a0","2"
"var","2.5%","gain",49.3696144200956,29.0263794064638,0.000977517106549364,"g1","a0","2"
"var","50%","loss",52.3301311056635,31.9153373770467,0.000977517106549364,"g1","a0","2"
"var","50%","gain",52.8830430374817,32.8758543728617,0.000977517106549364,"g1","a0","2"
"var","97.5%","loss",54.6057142748045,34.9985536994822,0.000977517106549364,"g1","a0","2"
"var","97.5%","gain",54.4613771679115,35.7160093245968,0.000977517106549364,"g1","a0","2"
"mean","2.5%","loss",44.6628173828125,3.663037109375,0.000977517106549364,"g1","a0","4"
"mean","2.5%","gain",44.62333984375,3.643994140625,0.000977517106549364,"g1","a0","4"
"mean","50%","loss",45.447265625,4.4501953125,0.000977517106549364,"g1","a0","4"
"mean","50%","gain",45.49853515625,4.431640625,0.000977517106549364,"g1","a0","4"
"mean","97.5%","loss",46.3103759765625,5.3186279296875,0.000977517106549364,"g1","a0","4"
"mean","97.5%","gain",46.325927734375,5.385986328125,0.000977517106549364,"g1","a0","4"
"var","2.5%","loss",46.134859343498,27.5540805611559,0.000977517106549364,"g1","a0","4"
"var","2.5%","gain",45.8410225936278,27.441533499053,0.000977517106549364,"g1","a0","4"
"var","50%","loss",53.2523211258248,31.9461921699352,0.000977517106549364,"g1","a0","4"
"var","50%","gain",51.8827580874267,32.0058378963526,0.000977517106549364,"g1","a0","4"
"var","97.5%","loss",56.4757848775049,33.807099313447,0.000977517106549364,"g1","a0","4"
"var","97.5%","gain",55.6314761462915,34.0314201824826,0.000977517106549364,"g1","a0","4"
"mean","2.5%","loss",46.08037109375,2.443505859375,0.000977517106549364,"g1","a0","8"
"mean","2.5%","gain",45.99677734375,2.4849609375,0.000977517106549364,"g1","a0","8"
"mean","50%","loss",46.35986328125,3.7080078125,0.000977517106549364,"g1","a0","8"
"mean","50%","gain",46.3330078125,3.720703125,0.000977517106549364,"g1","a0","8"
"mean","97.5%","loss",47.5552734375,4.1005615234375,0.000977517106549364,"g1","a0","8"
"mean","97.5%","gain",47.5135498046875,4.19560546875,0.000977517106549364,"g1","a0","8"
"var","2.5%","loss",42.9557902614858,20.6408725056131,0.000977517106549364,"g1","a0","8"
"var","2.5%","gain",43.4240405488224,20.9073884637708,0.000977517106549364,"g1","a0","8"
"var","50%","loss",47.4693055810117,25.6271359321542,0.000977517106549364,"g1","a0","8"
"var","50%","gain",48.4549497304191,25.9022611765335,0.000977517106549364,"g1","a0","8"
"var","97.5%","loss",52.908767488392,31.2453296590527,0.000977517106549364,"g1","a0","8"
"var","97.5%","gain",53.4014032716276,32.7591585906953,0.000977517106549364,"g1","a0","8"
"mean","2.5%","loss",49.2971435546875,4.2596923828125,0.000977517106549364,"g1","a1","1"
"mean","2.5%","gain",49.2208984375,4.215380859375,0.000977517106549364,"g1","a1","1"
"mean","50%","loss",49.37353515625,4.55419921875,0.000977517106549364,"g1","a1","1"
