"cross_space","cross_run","p_obs","comm_stat","(0,0.33]","(0.33,0.66]","(0.66,1]","land_het","d","v","dcorr"
"var","2.5%",0.4,"abun",3.60750826689272,18.8001065102257,53.8953298022437,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.5,"rich",2.1519376603739,9.27032424166056,5.13829060514418,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.5,"abun",3.13264258003421,22.2424416878589,70.9217633826292,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.6,"rich",2.17019403332722,8.6695561890961,5.88022577876802,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.6,"abun",3.1242504668026,22.2107698472248,80.1367723988881,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.7,"rich",2.07388463770772,7.96770585135631,7.53800403225806,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.7,"abun",2.9625105961327,20.8373547327484,91.0674859100073,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.8,"rich",2.11598357408511,6.72190313702804,9.5640267022544,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.8,"abun",2.93786532792644,18.5173998044966,102.161601166338,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.9,"rich",2.07421731809018,5.60904830977364,11.5641148124389,0.000977517106549364,"g16","g16","16"
"var","2.5%",0.9,"abun",3.01460137539712,16.4837949571954,112.945975641305,0.000977517106549364,"g16","g16","16"
"var","2.5%",1,"rich",2.10629238453079,4.85259946522941,13.5862788911672,0.000977517106549364,"g16","g16","16"
"var","2.5%",1,"abun",3.03869144443426,14.5264477562928,121.662008640144,0.000977517106549364,"g16","g16","16"
"var","50%",0.1,"rich",4.04275396352639,2.70970701215787,0.415684853830645,0.000977517106549364,"g16","g16","16"
"var","50%",0.1,"abun",5.53107769351784,6.00255786824902,1.41956867057673,0.000977517106549364,"g16","g16","16"
"var","50%",0.2,"rich",4.11687725287146,4.94487672211022,3.28387469070748,0.000977517106549364,"g16","g16","16"
"var","50%",0.2,"abun",5.99690659747678,12.026111830248,18.1806893595736,0.000977517106549364,"g16","g16","16"
"var","50%",0.3,"rich",3.10883994302908,7.70587426686217,5.59857983183651,0.000977517106549364,"g16","g16","16"
"var","50%",0.3,"abun",4.52472812805474,16.8167990705951,41.4094092703751,0.000977517106549364,"g16","g16","16"
"var","50%",0.4,"rich",2.52939710868768,9.83133963755499,6.95225010309751,0.000977517106549364,"g16","g16","16"
"var","50%",0.4,"abun",3.81506741431452,23.0483240927419,66.1351202613331,0.000977517106549364,"g16","g16","16"
"var","50%",0.5,"rich",2.36584293667522,10.3235042269978,7.72460269275416,0.000977517106549364,"g16","g16","16"
"var","50%",0.5,"abun",3.50928784442204,25.4357339778837,85.3501816616264,0.000977517106549364,"g16","g16","16"
"var","50%",0.6,"rich",2.28047676869501,10.3025864109848,8.51793848897239,0.000977517106549364,"g16","g16","16"
"var","50%",0.6,"abun",3.26383559002322,25.9792535358627,104.892423001436,0.000977517106549364,"g16","g16","16"
"var","50%",0.7,"rich",2.32401255498534,9.38036011577468,9.32786439241202,0.000977517106549364,"g16","g16","16"
"var","50%",0.7,"abun",3.35134055397727,24.72064918973,125.104773319129,0.000977517106549364,"g16","g16","16"
"var","50%",0.8,"rich",2.29016220674487,7.98275885111193,11.2836016732344,0.000977517106549364,"g16","g16","16"
"var","50%",0.8,"abun",3.26207195442326,21.6195921538978,146.3899983008,0.000977517106549364,"g16","g16","16"
"var","50%",0.9,"rich",2.30329711556085,7.16716115285924,13.6856241981305,0.000977517106549364,"g16","g16","16"
"var","50%",0.9,"abun",3.36158205034213,19.2254580202224,159.731543159671,0.000977517106549364,"g16","g16","16"
"var","50%",1,"rich",2.31301548753666,6.47748035419721,16.160025946206,0.000977517106549364,"g16","g16","16"
"var","50%",1,"abun",3.24481409992058,17.1239136577468,179.41477081806,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.1,"rich",4.85441696450391,3.36532279543164,0.731893691196237,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.1,"abun",6.56549975562072,7.24213144073039,2.96115569919202,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.2,"rich",4.31534083749542,6.41295973851418,4.15155464836113,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.2,"abun",6.15108844238759,14.960854425365,19.83359740137,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.3,"rich",3.40599597919721,9.10780345510295,8.49668789711632,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.3,"abun",5.16656433284458,20.9323271780303,54.0448979143756,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.4,"rich",2.76570270497312,12.4660717558651,9.71855258736559,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.4,"abun",4.18648952510233,27.9897585990958,89.7769820495785,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.5,"rich",2.5328201368524,12.3626551951598,11.0771120669905,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.5,"abun",3.81777155215206,28.6444183439104,124.507578812317,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.6,"rich",2.56373079808926,11.5409354141847,12.2901287955156,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.6,"abun",3.64646423280181,28.6329583638807,163.80240637219,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.7,"rich",2.46441911714168,10.507025713282,13.2263582141984,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.7,"abun",3.67409152481213,26.3298661784809,204.705140269886,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.8,"rich",2.66937300009928,8.93581149193548,14.648080691937,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.8,"abun",3.8027333249328,23.4032417722462,244.178821194556,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.9,"rich",2.51368855674945,8.15565644951277,15.855441925556,0.000977517106549364,"g16","g16","16"
"var","97.5%",0.9,"abun",3.55379160175342,21.3743987887952,286.214825159037,0.000977517106549364,"g16","g16","16"
"var","97.5%",1,"rich",2.39568152702682,7.30863916540659,18.733695773575,0.000977517106549364,"g16","g16","16"
"var","97.5%",1,"abun",3.44096398078568,19.4303824535679,325.318562061836,0.000977517106549364,"g16","g16","16"
"mean","2.5%",0.1,"rich",4.4575927734375,2.31181640625,0.021630859375,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.1,"abun",4.9984375,2.9238037109375,0.0390869140625,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.2,"rich",3.969482421875,5.5187255859375,1.76435546875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.2,"abun",4.5632080078125,7.563330078125,3.0461669921875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.3,"rich",3.2281982421875,6.9295654296875,5.415576171875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.3,"abun",3.7662841796875,9.7452880859375,10.4453369140625,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.4,"rich",2.3918212890625,7.521923828125,8.7641845703125,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.4,"abun",2.85859375,10.7328369140625,19.549365234375,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.5,"rich",1.6733154296875,7.309375,11.671435546875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.5,"abun",2.026416015625,10.7111572265625,29.1927734375,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.6,"rich",1.2422607421875,6.898095703125,14.3031982421875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.6,"abun",1.51552734375,10.1447265625,39.3221435546875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.7,"rich",0.903369140625,6.5269287109375,16.6536865234375,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.7,"abun",1.135546875,9.692919921875,49.3727294921875,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.8,"rich",0.7070556640625,5.988330078125,18.778759765625,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.8,"abun",0.87939453125,8.9151611328125,59.1465087890625,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.9,"rich",0.5166748046875,5.5693359375,20.58095703125,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.9,"abun",0.6603759765625,8.3567626953125,68.7765625,0.000977517106549364,"g16","g16","2"
"mean","2.5%",1,"rich",0.382958984375,5.027490234375,22.2833984375,0.000977517106549364,"g16","g16","2"
"mean","2.5%",1,"abun",0.489599609375,7.7771240234375,78.586328125,0.000977517106549364,"g16","g16","2"
"mean","50%",0.1,"rich",4.8984375,2.5400390625,0.13916015625,0.000977517106549364,"g16","g16","2"
"mean","50%",0.1,"abun",5.48876953125,3.30712890625,0.2158203125,0.000977517106549364,"g16","g16","2"
"mean","50%",0.2,"rich",4.392578125,6.3271484375,2.2265625,0.000977517106549364,"g16","g16","2"
"mean","50%",0.2,"abun",5.0517578125,8.78369140625,3.99755859375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.3,"rich",3.35400390625,7.787109375,5.8740234375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.3,"abun",3.943359375,10.94677734375,11.95068359375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.4,"rich",2.61669921875,8.20068359375,9.44287109375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.4,"abun",3.10107421875,11.857421875,21.04296875,0.000977517106549364,"g16","g16","2"
"mean","50%",0.5,"rich",2.00439453125,8.00830078125,12.81005859375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.5,"abun",2.3994140625,11.83056640625,30.46826171875,0.000977517106549364,"g16","g16","2"
"mean","50%",0.6,"rich",1.5693359375,7.68701171875,15.7294921875,0.000977517106549364,"g16","g16","2"
"mean","50%",0.6,"abun",1.91357421875,11.41064453125,40.43798828125,0.000977517106549364,"g16","g16","2"
"mean","50%",0.7,"rich",1.236328125,7.13037109375,18.2529296875,0.000977517106549364,"g16","g16","2"
"mean","50%",0.7,"abun",1.51025390625,10.75830078125,50.56787109375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.8,"rich",0.982421875,6.46923828125,20.55322265625,0.000977517106549364,"g16","g16","2"
"mean","50%",0.8,"abun",1.19921875,9.86279296875,60.9267578125,0.000977517106549364,"g16","g16","2"
"mean","50%",0.9,"rich",0.79052734375,5.80126953125,22.52099609375,0.000977517106549364,"g16","g16","2"
"mean","50%",0.9,"abun",0.9765625,8.88623046875,70.97802734375,0.000977517106549364,"g16","g16","2"
"mean","50%",1,"rich",0.630859375,5.31689453125,24.19775390625,0.000977517106549364,"g16","g16","2"
"mean","50%",1,"abun",0.7763671875,8.146484375,80.93994140625,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.1,"rich",5.1458984375,2.746240234375,0.349853515625,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.1,"abun",5.8119873046875,3.568408203125,0.5847900390625,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.2,"rich",4.5024169921875,6.9604736328125,2.6516357421875,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.2,"abun",5.2156982421875,9.609765625,5.286767578125,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.3,"rich",3.72900390625,8.6026123046875,6.2017822265625,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.3,"abun",4.3509033203125,12.2738037109375,12.8038330078125,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.4,"rich",3.0540283203125,8.9244140625,9.814892578125,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.4,"abun",3.644091796875,12.9060302734375,22.3334716796875,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.5,"rich",2.4046875,8.6205810546875,12.9978271484375,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.5,"abun",2.87216796875,12.820703125,32.151123046875,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.6,"rich",1.9433349609375,8.0400146484375,16.158056640625,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.6,"abun",2.375,11.99658203125,42.305078125,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.7,"rich",1.59345703125,7.5102783203125,18.9572998046875,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.7,"abun",1.956787109375,11.2677001953125,51.9427734375,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.8,"rich",1.25986328125,7.0954345703125,21.4717529296875,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.8,"abun",1.5454345703125,10.8108154296875,62.2525146484375,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.9,"rich",1.004541015625,6.660302734375,23.6325439453125,0.000977517106549364,"g16","g16","2"
"mean","97.5%",0.9,"abun",1.2521240234375,10.2555908203125,72.2036865234375,0.000977517106549364,"g16","g16","2"
"mean","97.5%",1,"rich",0.7994384765625,6.197509765625,25.4634521484375,0.000977517106549364,"g16","g16","2"
"mean","97.5%",1,"abun",1.005078125,9.6231689453125,82.128369140625,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.1,"rich",3.84097476783969,2.46101689939974,0.0218232603250244,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.1,"abun",5.254644065402,4.71990972763166,0.0890869617928275,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.2,"rich",3.68641812053244,4.62059716367302,2.07849863300342,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.2,"abun",5.62700238269795,10.8306145184201,9.602277285519,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.3,"rich",3.01778348473393,5.95551590756354,5.06981708306604,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.3,"abun",4.53810242832814,14.5791791481473,29.5227784396383,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.4,"rich",2.54623133266893,5.56136623766648,7.44584261688203,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.4,"abun",3.91198222140762,15.2410369843215,55.8413018399087,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.5,"rich",2.07925601783969,5.57913526011119,9.71407586449169,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.5,"abun",3.40677004578293,15.6841137480526,85.6512151425419,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.6,"rich",1.54056798612384,5.25001582260356,11.5237807765152,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.6,"abun",2.54170676014174,15.9681484069526,120.784672336075,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.7,"rich",1.13167470445381,4.6111648634149,12.5081578527844,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.7,"abun",1.98349828934506,14.6899908310041,151.167190244494,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.8,"rich",0.839006106618096,4.61516984359726,14.1575783111483,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.8,"abun",1.45263127749267,15.0854808162268,186.362384707394,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.9,"rich",0.648035348125916,4.57106136497281,14.9101600684262,0.000977517106549364,"g16","g16","2"
"var","2.5%",0.9,"abun",1.20521818964596,14.6775995845552,229.016997509432,0.000977517106549364,"g16","g16","2"
"var","2.5%",1,"rich",0.500018137524438,4.55834106564638,15.5509431274056,0.000977517106549364,"g16","g16","2"
"var","2.5%",1,"abun",0.91699972889174,14.6935025898476,269.034149402607,0.000977517106549364,"g16","g16","2"
"var","50%",0.1,"rich",4.45860587350318,2.75806737994868,0.137495322427908,0.000977517106549364,"g16","g16","2"
"var","50%",0.1,"abun",6.14018922211022,5.73784929053641,0.444989842986315,0.000977517106549364,"g16","g16","2"
"var","50%",0.2,"rich",3.87652880238881,6.27083906097263,2.61984035160068,0.000977517106549364,"g16","g16","2"
"var","50%",0.2,"abun",5.7577313584433,14.6870260378482,11.0533104800525,0.000977517106549364,"g16","g16","2"
"var","50%",0.3,"rich",3.20113082691838,9.33715462335044,7.57082989674976,0.000977517106549364,"g16","g16","2"
"var","50%",0.3,"abun",5.05320404142229,22.7415321626039,39.0347433826674,0.000977517106549364,"g16","g16","2"
"var","50%",0.4,"rich",2.74307146566471,8.02878281937317,10.2114677839382,0.000977517106549364,"g16","g16","2"
"var","50%",0.4,"abun",4.3069761692021,21.1624797623412,69.981556524163,0.000977517106549364,"g16","g16","2"
"var","50%",0.5,"rich",2.21661740896872,7.61600712900171,12.6407806008675,0.000977517106549364,"g16","g16","2"
"var","50%",0.5,"abun",3.53124236314761,21.8241146978861,101.57761333089,0.000977517106549364,"g16","g16","2"
"var","50%",0.6,"rich",1.84723383660191,6.51534052724829,15.496660308987,0.000977517106549364,"g16","g16","2"
"var","50%",0.6,"abun",3.09802234161168,19.0156087716887,140.970355170913,0.000977517106549364,"g16","g16","2"
"var","50%",0.7,"rich",1.52748789558895,6.083428316685,17.8257399155364,0.000977517106549364,"g16","g16","2"
"var","50%",0.7,"abun",2.55662869241813,17.7837754116263,180.929150533816,0.000977517106549364,"g16","g16","2"
"var","50%",0.8,"rich",1.28048965588343,5.44606616187072,19.833854071206,0.000977517106549364,"g16","g16","2"
"var","50%",0.8,"abun",2.23040717787757,16.9761539283969,229.228409663673,0.000977517106549364,"g16","g16","2"
"var","50%",0.9,"rich",1.06483496761975,5.27911884087854,20.4172451582356,0.000977517106549364,"g16","g16","2"
"var","50%",0.9,"abun",1.82860516709433,15.5477064623045,274.272183146994,0.000977517106549364,"g16","g16","2"
"var","50%",1,"rich",0.841351551044721,5.22679876512097,21.9114693113087,0.000977517106549364,"g16","g16","2"
"var","50%",1,"abun",1.47662264021261,15.4354943716398,321.840209364308,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.1,"rich",5.20754139173998,3.24328837613789,0.33698966733871,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.1,"abun",7.1556271430917,6.33645909701857,1.13361043174945,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.2,"rich",4.12960168087121,8.99523479502688,3.29265754826491,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.2,"abun",6.18946343475073,19.0779791361193,12.7731979892168,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.3,"rich",3.59745492347874,13.765335085991,9.53375381365316,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.3,"abun",5.55278353723729,31.8373680495097,45.9002845682124,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.4,"rich",3.01165672443946,11.4292668764892,13.8509725531525,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.4,"abun",4.76361562480908,27.8518881401592,85.1594069077239,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.5,"rich",2.51956258495998,10.6403568271551,17.4709052152065,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.5,"abun",4.01514273277126,27.718236350081,118.694492302053,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.6,"rich",2.25957002611804,9.69839120158236,22.6886746194938,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.6,"abun",3.54490352268909,26.7294568670577,160.867622418744,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.7,"rich",1.93105497388196,8.93173477307093,26.4970377842818,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.7,"abun",3.06767158098118,25.1381826630086,213.776213686767,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.8,"rich",1.71246331924334,8.67476955797898,27.1259538428641,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.8,"abun",2.637763089565,23.0389822891847,254.898121214985,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.9,"rich",1.51410106610459,7.73267868802694,26.4381119027981,0.000977517106549364,"g16","g16","2"
"var","97.5%",0.9,"abun",2.36930672653959,20.9636838791774,301.329919373931,0.000977517106549364,"g16","g16","2"
"var","97.5%",1,"rich",1.35182912160924,7.19173530287757,25.3673793043209,0.000977517106549364,"g16","g16","2"
"var","97.5%",1,"abun",2.07765838831867,20.0104307948436,351.600594147116,0.000977517106549364,"g16","g16","2"
"mean","2.5%",0.1,"rich",3.8438232421875,2.4556396484375,0.13037109375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.1,"abun",4.3022705078125,3.3255126953125,0.2073974609375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.2,"rich",3.2346923828125,4.85009765625,2.712548828125,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.2,"abun",3.701708984375,6.7412109375,4.9504638671875,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.3,"rich",2.7660888671875,5.8782470703125,6.008349609375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.3,"abun",3.161376953125,8.2479248046875,13.762060546875,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.4,"rich",2.5403076171875,5.36748046875,8.811572265625,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.4,"abun",2.9068603515625,7.925830078125,23.37861328125,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.5,"rich",2.0405029296875,4.9391357421875,11.2687744140625,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.5,"abun",2.3931884765625,7.345068359375,33.0965576171875,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.6,"rich",1.736474609375,4.6591552734375,13.5345458984375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.6,"abun",2.0538330078125,6.8582763671875,43.1573974609375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.7,"rich",1.401416015625,4.4191650390625,15.5779052734375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.7,"abun",1.669482421875,6.5751953125,52.98173828125,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.8,"rich",1.1830078125,4.302685546875,17.3021728515625,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.8,"abun",1.4158935546875,6.293701171875,62.7426025390625,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.9,"rich",0.99130859375,4.209033203125,18.7694091796875,0.000977517106549364,"g16","g16","4"
"mean","2.5%",0.9,"abun",1.1833251953125,6.207421875,72.42568359375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",1,"rich",0.85693359375,4.1703857421875,20.0796630859375,0.000977517106549364,"g16","g16","4"
"mean","2.5%",1,"abun",1.032763671875,6.1569091796875,82.0121826171875,0.000977517106549364,"g16","g16","4"
"mean","50%",0.1,"rich",4.32421875,2.96435546875,0.3232421875,0.000977517106549364,"g16","g16","4"
"mean","50%",0.1,"abun",4.85595703125,3.93701171875,0.51953125,0.000977517106549364,"g16","g16","4"
"mean","50%",0.2,"rich",3.82373046875,5.9052734375,3.04248046875,0.000977517106549364,"g16","g16","4"
"mean","50%",0.2,"abun",4.3779296875,8.3037109375,5.89990234375,0.000977517106549364,"g16","g16","4"
"mean","50%",0.3,"rich",3.16552734375,6.560546875,6.59228515625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.3,"abun",3.67919921875,9.38671875,14.40771484375,0.000977517106549364,"g16","g16","4"
"mean","50%",0.4,"rich",2.68115234375,6.8388671875,10.04345703125,0.000977517106549364,"g16","g16","4"
"mean","50%",0.4,"abun",3.109375,9.859375,23.90869140625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.5,"rich",2.31982421875,6.5966796875,12.978515625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.5,"abun",2.68505859375,9.6533203125,33.736328125,0.000977517106549364,"g16","g16","4"
"mean","50%",0.6,"rich",1.9716796875,6.2919921875,15.45068359375,0.000977517106549364,"g16","g16","4"
"mean","50%",0.6,"abun",2.32568359375,9.400390625,43.9384765625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.7,"rich",1.712890625,5.97705078125,17.4384765625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.7,"abun",2.01171875,8.85107421875,53.818359375,0.000977517106549364,"g16","g16","4"
"mean","50%",0.8,"rich",1.49609375,5.66015625,19.2978515625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.8,"abun",1.779296875,8.466796875,64.15478515625,0.000977517106549364,"g16","g16","4"
"mean","50%",0.9,"rich",1.30908203125,5.3779296875,20.89794921875,0.000977517106549364,"g16","g16","4"
"mean","50%",0.9,"abun",1.5751953125,8.02978515625,74.0390625,0.000977517106549364,"g16","g16","4"
"mean","50%",1,"rich",1.1416015625,5.0615234375,22.3310546875,0.000977517106549364,"g16","g16","4"
"mean","50%",1,"abun",1.37548828125,7.63134765625,83.99169921875,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.1,"rich",4.4406982421875,3.10673828125,0.768408203125,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.1,"abun",4.9750732421875,4.1414794921875,1.7224365234375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.2,"rich",3.988037109375,6.374609375,3.253271484375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.2,"abun",4.5762939453125,8.9365966796875,7.7255615234375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.3,"rich",3.36513671875,7.2018310546875,7.3258056640625,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.3,"abun",3.8594970703125,10.31103515625,16.427099609375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.4,"rich",2.8776611328125,7.4409423828125,10.83974609375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.4,"abun",3.339404296875,10.74296875,26.660888671875,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.5,"rich",2.5982177734375,7.061572265625,13.575927734375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.5,"abun",3.0477783203125,10.3622802734375,36.594677734375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.6,"rich",2.360498046875,6.739892578125,15.9763427734375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.6,"abun",2.77880859375,10.0267333984375,46.7938720703125,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.7,"rich",2.179052734375,6.3710693359375,18.370166015625,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.7,"abun",2.537353515625,9.4952880859375,56.5066650390625,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.8,"rich",2.043896484375,5.9738525390625,20.37470703125,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.8,"abun",2.4023681640625,9.0031005859375,66.1994140625,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.9,"rich",1.940576171875,5.5645751953125,22.054443359375,0.000977517106549364,"g16","g16","4"
"mean","97.5%",0.9,"abun",2.297265625,8.406689453125,75.90654296875,0.000977517106549364,"g16","g16","4"
"mean","97.5%",1,"rich",1.790966796875,5.2721923828125,23.5570556640625,0.000977517106549364,"g16","g16","4"
"mean","97.5%",1,"abun",2.1310302734375,7.9537841796875,85.5539794921875,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.1,"rich",3.95624806692174,2.22831343933284,0.12677213159824,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.1,"abun",5.21060040456226,4.94832163463007,0.395771785076063,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.2,"rich",3.50665372697489,3.57869439894153,2.16060341157289,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.2,"abun",5.41376903008156,8.7573068449108,13.2872292974478,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.3,"rich",2.77028355155639,5.57440902695045,4.02564006369135,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.3,"abun",4.50906647116325,12.9646989600516,31.0072113603907,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.4,"rich",2.50043489487873,6.93547852517107,5.3903434149331,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.4,"abun",3.82240719315127,16.1249773996899,49.6770237897498,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.5,"rich",2.07450864014388,7.58866636214718,6.45846886359818,0.000977517106549364,"g16","g16","4"
"var","2.5%",0.5,"abun",3.12732745009317,18.696622411107,68.8557423641022,0.000977517106549364,"g16","g16","4"
