"cross_space","cross_run","p_obs","comm_stat","(0,0.33]","(0.33,0.66]","(0.66,1]","land_het","d","v","dcorr"
"var","97.5%",0.6,"abun",11.485444994616,37.4409368460945,63.2904046768084,0.000977517106549364,"g1","g1","1"
"var","97.5%",0.7,"rich",2.59811732496334,3.57076118894337,3.66145699688416,0.000977517106549364,"g1","g1","1"
"var","97.5%",0.7,"abun",13.5377483886241,44.8523416260004,70.8069371496594,0.000977517106549364,"g1","g1","1"
"var","97.5%",0.8,"rich",2.53549379887586,3.59763384061125,4.00312669442663,0.000977517106549364,"g1","g1","1"
"var","97.5%",0.8,"abun",14.5337272278608,53.1643144922639,74.8035148613148,0.000977517106549364,"g1","g1","1"
"var","97.5%",0.9,"rich",2.49253638482863,3.64100815520375,4.128279646261,0.000977517106549364,"g1","g1","1"
"var","97.5%",0.9,"abun",16.4117462426686,60.3476793276133,79.4363199392488,0.000977517106549364,"g1","g1","1"
"var","97.5%",1,"rich",2.48424677247526,3.81250610948192,4.48336834352853,0.000977517106549364,"g1","g1","1"
"var","97.5%",1,"abun",17.947253668553,71.4963825900767,83.8599103433529,0.000977517106549364,"g1","g1","1"
"mean","2.5%",0.1,"rich",1.9564208984375,2.221923828125,1.48896484375,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.1,"abun",2.4668701171875,3.5233642578125,3.009765625,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.2,"rich",1.674609375,2.6316650390625,4.06953125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.2,"abun",2.2900146484375,4.7965087890625,11.7998291015625,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.3,"rich",1.5366943359375,2.684326171875,5.6305908203125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.3,"abun",2.2462158203125,5.35908203125,21.0518798828125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.4,"rich",1.5438720703125,2.6376220703125,6.77197265625,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.4,"abun",2.3283203125,5.8878173828125,30.4891357421875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.5,"rich",1.4624267578125,2.5782958984375,7.6676513671875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.5,"abun",2.342529296875,6.250439453125,39.9313232421875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.6,"rich",1.4484130859375,2.4662109375,8.3894775390625,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.6,"abun",2.3983642578125,6.5023193359375,49.510888671875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.7,"rich",1.456201171875,2.4365966796875,8.973828125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.7,"abun",2.5163330078125,6.9260498046875,58.64267578125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.8,"rich",1.4731689453125,2.3706298828125,9.435107421875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.8,"abun",2.59794921875,7.0922607421875,67.987451171875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.9,"rich",1.4671142578125,2.3236083984375,9.8608154296875,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.9,"abun",2.643505859375,7.321923828125,77.702001953125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",1,"rich",1.4874267578125,2.2503662109375,10.2245361328125,0.000977517106549364,"g1","g1","16"
"mean","2.5%",1,"abun",2.69140625,7.4950927734375,87.3139404296875,0.000977517106549364,"g1","g1","16"
"mean","50%",0.1,"rich",2.0205078125,2.5400390625,1.60693359375,0.000977517106549364,"g1","g1","16"
"mean","50%",0.1,"abun",2.56201171875,4.01806640625,3.51220703125,0.000977517106549364,"g1","g1","16"
"mean","50%",0.2,"rich",1.87646484375,2.87158203125,4.24560546875,0.000977517106549364,"g1","g1","16"
"mean","50%",0.2,"abun",2.60888671875,5.27734375,12.181640625,0.000977517106549364,"g1","g1","16"
"mean","50%",0.3,"rich",1.806640625,2.81201171875,6.0283203125,0.000977517106549364,"g1","g1","16"
"mean","50%",0.3,"abun",2.67041015625,5.8232421875,21.60400390625,0.000977517106549364,"g1","g1","16"
"mean","50%",0.4,"rich",1.77880859375,2.73095703125,7.294921875,0.000977517106549364,"g1","g1","16"
"mean","50%",0.4,"abun",2.685546875,6.23583984375,31.1806640625,0.000977517106549364,"g1","g1","16"
"mean","50%",0.5,"rich",1.7802734375,2.72412109375,8.2607421875,0.000977517106549364,"g1","g1","16"
"mean","50%",0.5,"abun",2.830078125,6.65185546875,40.50634765625,0.000977517106549364,"g1","g1","16"
"mean","50%",0.6,"rich",1.7509765625,2.62255859375,8.99609375,0.000977517106549364,"g1","g1","16"
"mean","50%",0.6,"abun",2.94091796875,6.93603515625,50.1953125,0.000977517106549364,"g1","g1","16"
"mean","50%",0.7,"rich",1.759765625,2.5986328125,9.58056640625,0.000977517106549364,"g1","g1","16"
"mean","50%",0.7,"abun",3.09130859375,7.2734375,59.73974609375,0.000977517106549364,"g1","g1","16"
"mean","50%",0.8,"rich",1.7783203125,2.5634765625,10.07763671875,0.000977517106549364,"g1","g1","16"
"mean","50%",0.8,"abun",3.193359375,7.62646484375,69.25,0.000977517106549364,"g1","g1","16"
"mean","50%",0.9,"rich",1.794921875,2.5205078125,10.49755859375,0.000977517106549364,"g1","g1","16"
"mean","50%",0.9,"abun",3.3466796875,7.86572265625,78.94921875,0.000977517106549364,"g1","g1","16"
"mean","50%",1,"rich",1.78564453125,2.5048828125,10.86572265625,0.000977517106549364,"g1","g1","16"
"mean","50%",1,"abun",3.42529296875,8.14404296875,88.419921875,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.1,"rich",2.1510986328125,2.880078125,1.73017578125,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.1,"abun",2.7320556640625,4.5374267578125,3.89541015625,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.2,"rich",2.004345703125,3.0598876953125,4.4367919921875,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.2,"abun",2.759814453125,5.6779052734375,12.5921875,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.3,"rich",1.9649658203125,2.9351806640625,6.4738525390625,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.3,"abun",2.8698486328125,6.0962646484375,22.0072021484375,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.4,"rich",1.9445068359375,2.9150634765625,7.8013427734375,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.4,"abun",2.9969970703125,6.6932861328125,31.3477783203125,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.5,"rich",1.945556640625,2.8355224609375,8.7714599609375,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.5,"abun",3.1138671875,7.0423095703125,41.171484375,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.6,"rich",1.9269287109375,2.7975341796875,9.560400390625,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.6,"abun",3.2280517578125,7.48427734375,51.0055908203125,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.7,"rich",1.9810302734375,2.803271484375,10.1239013671875,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.7,"abun",3.3938232421875,7.8824462890625,60.757763671875,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.8,"rich",1.978369140625,2.75966796875,10.6031494140625,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.8,"abun",3.529736328125,8.3459716796875,70.3761474609375,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.9,"rich",1.9656982421875,2.71416015625,11.0191162109375,0.000977517106549364,"g1","g1","16"
"mean","97.5%",0.9,"abun",3.593212890625,8.700537109375,79.9898681640625,0.000977517106549364,"g1","g1","16"
"mean","97.5%",1,"rich",2.0109130859375,2.706103515625,11.391357421875,0.000977517106549364,"g1","g1","16"
"mean","97.5%",1,"abun",3.7909912109375,9.1306640625,89.8073486328125,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.1,"rich",1.68943820927267,1.96270619501466,0.75899709513227,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.1,"abun",3.3397748512723,6.14186147799823,5.11959234481916,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.2,"rich",1.77510386119257,2.23889675643787,1.56970128929161,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.2,"abun",3.97525103765732,10.3632467648384,15.8406112536657,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.3,"rich",1.83732122605847,2.31792054236926,2.27878835609115,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.3,"abun",5.00845521272452,14.6961582098072,27.2576127963099,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.4,"rich",1.88847147922012,2.40165092043163,2.63976318120723,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.4,"abun",5.70057925525415,17.8532641100394,35.1886023080477,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.5,"rich",1.62788756548601,2.4065304634042,2.81535625439119,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.5,"abun",6.2696421991462,21.8736931436339,43.5526209677419,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.6,"rich",1.77201971835288,2.57830561155914,2.91689787237292,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.6,"abun",7.10649380651271,26.5455542302435,48.5376198985826,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.7,"rich",1.67711158968719,2.55254612658847,3.09049080618432,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.7,"abun",8.14562076631995,31.1794720214366,51.5862405637143,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.8,"rich",1.73216410736651,2.51199680302267,3.25269036763807,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.8,"abun",9.1333222360322,36.6125258698375,55.0289508301259,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.9,"rich",1.61205742053855,2.40866412836785,3.31551672375214,0.000977517106549364,"g1","g1","16"
"var","2.5%",0.9,"abun",9.37647553534335,39.3962467018344,57.8145648139663,0.000977517106549364,"g1","g1","16"
"var","2.5%",1,"rich",1.62048082099982,2.36266287974249,3.36302458016404,0.000977517106549364,"g1","g1","16"
"var","2.5%",1,"abun",9.73588499663979,45.0459992439516,55.6043540797975,0.000977517106549364,"g1","g1","16"
"var","50%",0.1,"rich",1.93568195182673,2.20427195976906,0.813724760202835,0.000977517106549364,"g1","g1","16"
"var","50%",0.1,"abun",3.70996380131965,7.00366091611681,6.11908668972996,0.000977517106549364,"g1","g1","16"
"var","50%",0.2,"rich",2.03219315127077,2.39288455370235,1.71411968093231,0.000977517106549364,"g1","g1","16"
"var","50%",0.2,"abun",4.77595718398705,11.3725748220613,16.9559792735826,0.000977517106549364,"g1","g1","16"
"var","50%",0.3,"rich",2.02487704667644,2.43581177831745,2.44437459906525,0.000977517106549364,"g1","g1","16"
"var","50%",0.3,"abun",5.63564147650904,15.3325309865286,28.3403835800037,0.000977517106549364,"g1","g1","16"
"var","50%",0.4,"rich",2.10815978586266,2.48338364109848,2.95177089060973,0.000977517106549364,"g1","g1","16"
"var","50%",0.4,"abun",6.24642118004643,20.1390890380621,36.9222558880132,0.000977517106549364,"g1","g1","16"
"var","50%",0.5,"rich",2.0561184552175,2.62123455446603,3.3222598973607,0.000977517106549364,"g1","g1","16"
"var","50%",0.5,"abun",7.23397406524927,24.0710103173876,46.7959490316471,0.000977517106549364,"g1","g1","16"
"var","50%",0.6,"rich",1.94674966016007,2.7602481786107,3.39770388486681,0.000977517106549364,"g1","g1","16"
"var","50%",0.6,"abun",7.89379715756354,28.3078582256537,52.6786374327957,0.000977517106549364,"g1","g1","16"
"var","50%",0.7,"rich",1.941140392076,2.83068859588832,3.49251540734971,0.000977517106549364,"g1","g1","16"
"var","50%",0.7,"abun",9.09279062041789,33.3848620402615,57.6409376336449,0.000977517106549364,"g1","g1","16"
"var","50%",0.8,"rich",2.02586172333211,2.83663054435484,3.57006191578079,0.000977517106549364,"g1","g1","16"
"var","50%",0.8,"abun",9.97063439332845,38.2845405287757,59.3009979456867,0.000977517106549364,"g1","g1","16"
"var","50%",0.9,"rich",2.00522647085777,2.88063408785435,3.65907086235337,0.000977517106549364,"g1","g1","16"
"var","50%",0.9,"abun",10.8054392526576,44.3392958058407,62.4401896039528,0.000977517106549364,"g1","g1","16"
"var","50%",1,"rich",2.01129013165934,2.81501061522483,3.69217327636241,0.000977517106549364,"g1","g1","16"
"var","50%",1,"abun",11.9501537871151,48.3133534182551,61.0898986398766,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.1,"rich",2.06927713373656,2.39941551827499,0.869129432238209,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.1,"abun",3.86502214209891,7.4535522818915,6.54790444770283,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.2,"rich",2.14952405703965,2.70890483240927,1.96733672886883,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.2,"abun",5.11612912771872,12.557323932368,17.5441659220736,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.3,"rich",2.17495859394092,2.73855426747312,2.76742519703079,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.3,"abun",6.08131243126833,16.0315722513059,29.7983026140946,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.4,"rich",2.26367581275202,2.7331567311217,3.30248720349921,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.4,"abun",7.34375665838068,21.3707683007622,42.658125730274,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.5,"rich",2.15197772998381,2.97718683654845,3.83579738762372,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.5,"abun",7.96475535343353,26.9897651620158,50.7582083037405,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.6,"rich",2.16339573119043,2.9265323582982,3.89977366278715,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.6,"abun",8.94403702632423,32.4818357465787,57.9431566404341,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.7,"rich",2.15772293404051,3.20860253238025,4.30952162756598,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.7,"abun",9.87227509947,37.9663211706913,63.5230220552297,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.8,"rich",2.13076212445778,3.23979869257087,4.19493196996426,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.8,"abun",11.7542873289345,45.606954284847,67.3048605701674,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.9,"rich",2.03602658865622,3.14670622556207,4.37168796871182,0.000977517106549364,"g1","g1","16"
"var","97.5%",0.9,"abun",13.1425185575513,53.3078554572947,71.1329277210105,0.000977517106549364,"g1","g1","16"
"var","97.5%",1,"rich",2.0758702193304,3.1564827569419,4.49583925189394,0.000977517106549364,"g1","g1","16"
"var","97.5%",1,"abun",14.6880331477578,59.4065035434995,72.4187399527661,0.000977517106549364,"g1","g1","16"
"mean","2.5%",0.1,"rich",1.96923828125,2.0633056640625,1.5742919921875,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.1,"abun",2.4763671875,3.269775390625,3.5732666015625,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.2,"rich",1.981689453125,2.4482666015625,3.8279296875,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.2,"abun",2.689501953125,4.5593505859375,11.6646240234375,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.3,"rich",2.008544921875,2.609228515625,5.3647216796875,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.3,"abun",2.8613037109375,5.3526123046875,20.689111328125,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.4,"rich",2.0114990234375,2.6708251953125,6.4657958984375,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.4,"abun",3.0308837890625,5.8965087890625,29.7029541015625,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.5,"rich",2.0055908203125,2.675048828125,7.330810546875,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.5,"abun",3.153955078125,6.377099609375,38.9402587890625,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.6,"rich",2.0408447265625,2.6923828125,8.0154541015625,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.6,"abun",3.41611328125,6.8130859375,48.33984375,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.7,"rich",2.0228271484375,2.7097412109375,8.6068115234375,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.7,"abun",3.4229248046875,7.2449951171875,57.76875,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.8,"rich",2.0281494140625,2.685693359375,9.08759765625,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.8,"abun",3.5490966796875,7.6895263671875,67.1020751953125,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.9,"rich",2.00654296875,2.707666015625,9.5097900390625,0.000977517106549364,"g1","g1","2"
"mean","2.5%",0.9,"abun",3.6401611328125,8.1075927734375,76.6082763671875,0.000977517106549364,"g1","g1","2"
"mean","2.5%",1,"rich",2.0169677734375,2.694921875,9.9114990234375,0.000977517106549364,"g1","g1","2"
"mean","2.5%",1,"abun",3.75625,8.4760498046875,85.9607666015625,0.000977517106549364,"g1","g1","2"
"mean","50%",0.1,"rich",2.17041015625,2.16357421875,1.66650390625,0.000977517106549364,"g1","g1","2"
"mean","50%",0.1,"abun",2.68408203125,3.51953125,3.8271484375,0.000977517106549364,"g1","g1","2"
"mean","50%",0.2,"rich",2.2431640625,2.5458984375,3.94189453125,0.000977517106549364,"g1","g1","2"
"mean","50%",0.2,"abun",3.03369140625,4.6396484375,12.34326171875,0.000977517106549364,"g1","g1","2"
"mean","50%",0.3,"rich",2.2109375,2.76904296875,5.439453125,0.000977517106549364,"g1","g1","2"
"mean","50%",0.3,"abun",3.1533203125,5.666015625,21.26025390625,0.000977517106549364,"g1","g1","2"
"mean","50%",0.4,"rich",2.18896484375,2.8759765625,6.5380859375,0.000977517106549364,"g1","g1","2"
"mean","50%",0.4,"abun",3.27294921875,6.32080078125,30.24609375,0.000977517106549364,"g1","g1","2"
"mean","50%",0.5,"rich",2.21240234375,2.94873046875,7.42431640625,0.000977517106549364,"g1","g1","2"
"mean","50%",0.5,"abun",3.4375,6.97802734375,39.4560546875,0.000977517106549364,"g1","g1","2"
"mean","50%",0.6,"rich",2.20068359375,2.9853515625,8.18359375,0.000977517106549364,"g1","g1","2"
"mean","50%",0.6,"abun",3.5771484375,7.486328125,48.884765625,0.000977517106549364,"g1","g1","2"
"mean","50%",0.7,"rich",2.18701171875,3.00439453125,8.810546875,0.000977517106549364,"g1","g1","2"
"mean","50%",0.7,"abun",3.61669921875,7.99072265625,58.4423828125,0.000977517106549364,"g1","g1","2"
"mean","50%",0.8,"rich",2.20263671875,2.99560546875,9.3623046875,0.000977517106549364,"g1","g1","2"
"mean","50%",0.8,"abun",3.80859375,8.41064453125,67.69482421875,0.000977517106549364,"g1","g1","2"
"mean","50%",0.9,"rich",2.2119140625,3.0048828125,9.837890625,0.000977517106549364,"g1","g1","2"
"mean","50%",0.9,"abun",3.943359375,8.91162109375,77.13818359375,0.000977517106549364,"g1","g1","2"
"mean","50%",1,"rich",2.21337890625,2.96826171875,10.24267578125,0.000977517106549364,"g1","g1","2"
"mean","50%",1,"abun",4.05029296875,9.40380859375,86.439453125,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.1,"rich",2.2783447265625,2.2724609375,1.782275390625,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.1,"abun",2.88271484375,3.6933837890625,4.11943359375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.2,"rich",2.326953125,2.7037353515625,3.9929443359375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.2,"abun",3.1142578125,5.099609375,12.6642333984375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.3,"rich",2.3767822265625,2.916845703125,5.5019775390625,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.3,"abun",3.3398193359375,6.0665771484375,21.719287109375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.4,"rich",2.3828369140625,2.9929931640625,6.6629150390625,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.4,"abun",3.532958984375,6.7587646484375,31.022216796875,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.5,"rich",2.3712158203125,3.047119140625,7.5747802734375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.5,"abun",3.5936767578125,7.3661865234375,40.4602294921875,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.6,"rich",2.3286376953125,3.128076171875,8.310205078125,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.6,"abun",3.7698974609375,7.864990234375,50.008447265625,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.7,"rich",2.356298828125,3.1626953125,8.934375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.7,"abun",3.8740478515625,8.3881103515625,59.329638671875,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.8,"rich",2.33623046875,3.202587890625,9.4637939453125,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.8,"abun",3.9740478515625,8.945166015625,68.6852294921875,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.9,"rich",2.368798828125,3.163037109375,9.9593505859375,0.000977517106549364,"g1","g1","2"
"mean","97.5%",0.9,"abun",4.166845703125,9.2972900390625,78.270654296875,0.000977517106549364,"g1","g1","2"
"mean","97.5%",1,"rich",2.3657470703125,3.1649658203125,10.3832275390625,0.000977517106549364,"g1","g1","2"
"mean","97.5%",1,"abun",4.2832763671875,9.8151611328125,87.75498046875,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.1,"rich",1.98767486005468,1.84943265346255,0.78620708088954,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.1,"abun",3.46455171199139,5.96579902477395,6.22279142228739,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.2,"rich",1.9797330347324,2.10571179282747,1.5189957873213,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.2,"abun",4.60013879979228,9.98061203644306,17.2006766251222,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.3,"rich",2.20901110398338,2.43680101321939,2.12762344971896,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.3,"abun",5.97999505036504,15.3374785452178,28.1791607242409,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.4,"rich",2.15553127672898,2.73936568304008,2.6237594887891,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.4,"abun",6.6967901116126,19.6937940073619,38.2848821824597,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.5,"rich",2.11201985677083,2.77296809609451,2.88178818330737,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.5,"abun",7.56240033907625,23.9615185451414,45.6392935147849,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.6,"rich",2.07859053774896,3.02687026515152,3.09420150503269,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.6,"abun",8.38786010145558,30.2154140319526,52.4518448726173,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.7,"rich",2.11515354369043,3.10228637814638,3.33698859340634,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.7,"abun",9.72477433101173,35.6341368018008,59.0401675525415,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.8,"rich",1.96412299819007,2.94653403840573,3.47671294599218,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.8,"abun",10.5548103817281,41.9244059722095,62.6284279921188,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.9,"rich",1.99180202987537,2.90341126263899,3.72838090615072,0.000977517106549364,"g1","g1","2"
"var","2.5%",0.9,"abun",11.9621128115836,48.3193460563294,66.7904955553519,0.000977517106549364,"g1","g1","2"
"var","2.5%",1,"rich",1.95085647299609,2.95622673146536,3.98746668423143,0.000977517106549364,"g1","g1","2"
"var","2.5%",1,"abun",13.0136882942326,54.4202833129048,65.3485654172776,0.000977517106549364,"g1","g1","2"
"var","50%",0.1,"rich",2.06253054740958,2.01350100042766,0.796755674181329,0.000977517106549364,"g1","g1","2"
"var","50%",0.1,"abun",3.84912013914345,6.53786876451002,6.6298112170088,0.000977517106549364,"g1","g1","2"
"var","50%",0.2,"rich",2.3081431757087,2.32860373518451,1.70515401622067,0.000977517106549364,"g1","g1","2"
"var","50%",0.2,"abun",5.22814905608504,11.5101598775049,17.9502210868768,0.000977517106549364,"g1","g1","2"
"var","50%",0.3,"rich",2.29679099462366,2.58080839901026,2.46482227135264,0.000977517106549364,"g1","g1","2"
"var","50%",0.3,"abun",6.13689392030181,16.0625334112292,29.7624318410924,0.000977517106549364,"g1","g1","2"
"var","50%",0.4,"rich",2.28062521001344,2.81997552388807,2.8946104823436,0.000977517106549364,"g1","g1","2"
"var","50%",0.4,"abun",7.2581442257759,20.2144213366019,39.8107659572031,0.000977517106549364,"g1","g1","2"
"var","50%",0.5,"rich",2.33470367103495,3.20384238682185,3.26644596163245,0.000977517106549364,"g1","g1","2"
"var","50%",0.5,"abun",8.381193009989,26.7546293644611,49.7528977081806,0.000977517106549364,"g1","g1","2"
"var","50%",0.6,"rich",2.24605508843475,3.17453262463343,3.35167848469575,0.000977517106549364,"g1","g1","2"
"var","50%",0.6,"abun",9.73036708440249,32.2734709112292,58.0201646314455,0.000977517106549364,"g1","g1","2"
"var","50%",0.7,"rich",2.21474781204179,3.25103002046676,3.56972732618524,0.000977517106549364,"g1","g1","2"
"var","50%",0.7,"abun",10.5723243333028,38.4367835677847,60.9478851646505,0.000977517106549364,"g1","g1","2"
"var","50%",0.8,"rich",2.18069699642595,3.32076641541422,3.74333445976906,0.000977517106549364,"g1","g1","2"
"var","50%",0.8,"abun",11.8460219635875,43.7733181741813,64.0501426182185,0.000977517106549364,"g1","g1","2"
"var","50%",0.9,"rich",2.19815245448436,3.28803820717253,3.88336999022483,0.000977517106549364,"g1","g1","2"
"var","50%",0.9,"abun",13.1841808330279,51.3024074222568,69.3252530661962,0.000977517106549364,"g1","g1","2"
"var","50%",1,"rich",2.16502760722141,3.35164220964687,4.13847283953446,0.000977517106549364,"g1","g1","2"
"var","50%",1,"abun",14.2206014594025,57.4529546027309,71.7987150041239,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.1,"rich",2.23833318059629,2.05178423123625,0.908080195541606,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.1,"abun",4.23616667716734,6.86549125962243,7.26582296153317,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.2,"rich",2.49385462487781,2.5616799929741,1.76626640014052,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.2,"abun",5.91431411042125,12.6272332065616,19.9769970369013,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.3,"rich",2.47235764907136,2.85235942941257,2.57780885817601,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.3,"abun",6.56085922226295,17.9996104250672,30.8357088001359,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.4,"rich",2.44738724187439,2.95489197672287,3.0790182492134,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.4,"abun",8.0861035299441,23.4944421136135,41.9264804038368,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.5,"rich",2.63096583749542,3.34419391591062,3.5000097369868,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.5,"abun",9.37322061339198,30.5564207552465,51.5792707426457,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.6,"rich",2.45068442903073,3.59667605999511,3.71510371322856,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.6,"abun",11.0642931090772,36.0733982656708,61.6279321933422,0.000977517106549364,"g1","g1","2"
"var","97.5%",0.7,"rich",2.52175617534977,3.71159426930596,4.04594671672623,0.000977517106549364,"g1","g1","2"
