"cross_space","cross_run","p_obs","trans_rich","trans_abun","core_rich","core_abun","land_het","d","v","dcorr"
"mean","2.5%",0.7,1.76025390625,3.323681640625,11.8390380859375,64.3754150390625,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.8,1.9110107421875,3.7751220703125,12.0778564453125,73.4347900390625,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.9,2.0621826171875,4.265576171875,12.3622314453125,82.5716796875,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",1,2.176416015625,4.725,12.5491455078125,91.7728515625,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.1,0.61328125,0.6953125,5.78466796875,9.26123046875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.2,1.09619140625,1.373046875,8.298828125,18.6923828125,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.3,1.4658203125,2.04150390625,9.77392578125,28.0029296875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.4,1.8232421875,2.73681640625,10.716796875,37.0966796875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.5,2.1552734375,3.46142578125,11.36669921875,46.4521484375,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.6,2.38330078125,4.13671875,11.8466796875,55.72705078125,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.7,2.61376953125,4.80859375,12.2822265625,65.18408203125,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.8,2.82421875,5.49755859375,12.53955078125,74.4599609375,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",0.9,3.00732421875,6.1494140625,12.8017578125,83.71875,0.000977517106549364,"a0.5","a0.5","16"
"mean","50%",1,3.20166015625,6.86669921875,13.0205078125,93.0732421875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.1,0.7134765625,0.83349609375,5.9644287109375,9.6238525390625,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.2,1.2961181640625,1.672314453125,8.6678955078125,18.996240234375,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.3,1.76171875,2.47041015625,10.2897216796875,28.5186767578125,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.4,2.1786865234375,3.2878173828125,11.261083984375,37.9985107421875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.5,2.512548828125,4.1150146484375,11.958935546875,47.541064453125,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.6,2.74677734375,4.823779296875,12.4879150390625,56.970166015625,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.7,3.01689453125,5.65419921875,12.8807861328125,66.6044189453125,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.8,3.2997314453125,6.4873046875,13.21376953125,75.9768310546875,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",0.9,3.5063720703125,7.2832275390625,13.453857421875,85.689453125,0.000977517106549364,"a0.5","a0.5","16"
"mean","97.5%",1,3.6894287109375,8.1031982421875,13.670166015625,95.11845703125,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.1,0.76001391816349,1.17541093425434,3.01347066780456,9.15269082107618,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.2,2.14199934704912,4.20347741687286,4.12721420989125,18.8253006771979,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.3,3.42953521639021,9.15621467955767,4.8598272209876,26.9131903714565,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.4,4.59415625668225,15.2169081821237,5.47285003512952,38.5218826368524,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.5,5.47156124469239,22.6811131094208,5.8778388089565,47.2979930351906,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.6,6.60386813733352,32.6292979250672,5.99248030169385,57.8873567374221,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.7,7.61708592986315,45.3555441639174,6.44031895314027,70.3755223607038,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.8,8.50364356614278,57.7355457533373,6.54305927056604,78.2289128606504,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",0.9,9.40045207779661,72.0893883072153,6.822124534152,89.5593803457967,0.000977517106549364,"a0.5","a0.5","16"
"var","2.5%",1,10.0880847919721,88.411865377566,6.93305974309629,100.695193937867,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.1,1.16454171248778,1.72631621151026,3.24250967971041,9.44401375778959,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.2,2.97772234695748,5.90507201551808,4.54983189378666,19.6142454026149,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.3,4.57526786259775,11.7568225730083,5.59374236314761,31.0473055275538,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.4,5.99636247174365,20.2290979349951,6.18464286259775,42.838669106641,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.5,7.81857034304741,30.5109603150965,6.57015880834555,53.7444150743829,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.6,9.30980180458822,44.1440763799792,6.71699304664589,67.3546396742119,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.7,10.8121921393878,59.5614494554924,7.03890355800953,80.3913953674853,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.8,11.7221269206684,75.3682218161962,7.10604055932307,96.5809878650415,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",0.9,12.7169381567693,93.2815912718414,7.32120123869746,112.052819334983,0.000977517106549364,"a0.5","a0.5","16"
"var","50%",1,13.6907828919233,116.000022910557,7.39181396245723,126.479761386547,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.1,1.43008308895406,2.21481396627566,3.6643069031418,9.82806698378696,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.2,3.3912847047211,6.80507306558529,5.05220316032044,21.2285874114125,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.3,5.05900652187194,13.1173036994822,5.98783661813447,32.7377653806207,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.4,7.23834234481916,22.7426983338297,7.01442914051045,47.0646072223622,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.5,8.73375985153959,34.3978271484375,7.16842731912115,60.4577833845002,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.6,10.1546012035679,49.696277989064,7.82175283422685,74.6588194905838,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.7,11.7605320547333,64.0888581426029,8.20774073745265,89.4760981555092,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.8,12.9051590040399,84.2621424282518,8.3687161114675,106.080117263869,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",0.9,14.059486498045,103.685728345705,8.66453779860093,125.636383372854,0.000977517106549364,"a0.5","a0.5","16"
"var","97.5%",1,15.0332863428259,128.124029737903,8.78769139861315,143.973450840627,0.000977517106549364,"a0.5","a0.5","16"
"mean","2.5%",0.1,0.94384765625,1.1080322265625,5.1397216796875,8.7841552734375,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.2,1.6440673828125,2.144189453125,7.2758056640625,17.4725830078125,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.3,2.2146240234375,3.2459716796875,8.4789794921875,26.0705810546875,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.4,2.7431640625,4.3810546875,9.2635986328125,34.896142578125,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.5,3.115234375,5.4204833984375,9.8598388671875,43.561181640625,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.6,3.4673828125,6.504638671875,10.28369140625,52.3547119140625,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.7,3.76396484375,7.587158203125,10.6076904296875,61.2337890625,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.8,4.0834228515625,8.7222900390625,10.86689453125,70.0533935546875,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.9,4.32578125,9.79306640625,11.1238037109375,78.799462890625,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",1,4.550341796875,10.838134765625,11.298974609375,87.5291259765625,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.1,0.99951171875,1.13818359375,5.30810546875,8.81201171875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.2,1.7802734375,2.28466796875,7.626953125,17.55859375,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.3,2.40380859375,3.42626953125,8.900390625,26.533203125,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.4,2.935546875,4.552734375,9.75830078125,35.24267578125,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.5,3.38525390625,5.7158203125,10.34326171875,44.09130859375,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.6,3.7734375,6.83056640625,10.80712890625,52.98046875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.7,4.1591796875,8.0927734375,11.1572265625,62.0087890625,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.8,4.45556640625,9.2099609375,11.43896484375,70.6044921875,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",0.9,4.72607421875,10.3115234375,11.67138671875,79.5087890625,0.000977517106549364,"a0.5","a0.5","2"
"mean","50%",1,4.9716796875,11.474609375,11.8662109375,88.31689453125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.1,1.0748779296875,1.2130126953125,5.488525390625,8.9798828125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.2,1.90283203125,2.426953125,7.877392578125,17.846044921875,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.3,2.603173828125,3.6869384765625,9.2350341796875,26.7038818359375,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.4,3.243408203125,5.01279296875,10.17119140625,35.63701171875,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.5,3.6934326171875,6.24375,10.816259765625,44.4536865234375,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.6,4.1206298828125,7.3861572265625,11.2660400390625,53.4833251953125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.7,4.5058837890625,8.6361328125,11.65263671875,62.2722412109375,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.8,4.8107666015625,9.8621337890625,11.936962890625,71.094189453125,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",0.9,5.114013671875,11.0679443359375,12.1649658203125,80.01005859375,0.000977517106549364,"a0.5","a0.5","2"
"mean","97.5%",1,5.390771484375,12.3192626953125,12.360009765625,89.0194580078125,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.1,1.46580141129032,2.27886243355938,2.88552685212763,8.83443125019092,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.2,3.20002894844361,6.75405927342986,4.08302346804741,19.3159421918912,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.3,5.02155666258095,14.3286758318441,4.84283154917369,30.1088500618585,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.4,6.6969717971041,24.9278017702224,5.53589609394092,42.5166666666667,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.5,7.93980881140029,37.1955997172455,6.12787863991477,58.3624377835181,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.6,9.19498163336999,52.335088186553,6.40085227272727,74.0852316877826,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.7,10.5807112200635,69.6834872159091,6.65416649961052,88.6305556430611,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.8,11.4916467869853,89.9065377900095,6.89159564393939,108.839185811301,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",0.9,12.427761485826,111.423716364438,6.9407861614507,124.197922012463,0.000977517106549364,"a0.5","a0.5","2"
"var","2.5%",1,13.19449700349,137.304660794882,7.14617823267962,144.890731128383,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.1,1.66262581714321,2.48843685086755,3.2787293614064,9.69803694709189,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.2,3.82934594177664,7.502175548326,4.70711430076979,20.3604303175403,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.3,5.74768126069159,15.7852206859421,5.74499308864858,32.2021732572703,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.4,7.61641426869501,25.9462666292461,6.22801493386486,48.1770274888502,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.5,9.21551197458455,39.8186056634897,7.03872409197825,63.6983457623106,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.6,10.5441080729167,55.720998575727,7.28505983473851,81.9333283693793,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.7,11.9522921057857,74.0252908686156,7.8583965282869,102.063744329637,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.8,13.2235306695992,96.0073275598729,7.73058664390885,120.747299418072,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",0.9,14.3342955767351,119.410799177511,7.97622791040445,144.86398670424,0.000977517106549364,"a0.5","a0.5","2"
"var","50%",1,15.1539030997984,147.686539188508,8.14575457829301,170.411969525141,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.1,1.80466370643176,2.72609156872403,3.53856228616813,10.18984375,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.2,4.23333502775996,8.6558360826002,5.03586024846499,21.1200751609467,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.3,6.2134968956195,16.5757390325254,6.23211852490378,35.0279173492103,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.4,8.26291666189363,28.391506674609,7.07822447000244,49.9916651392962,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.5,10.0334791972141,42.6405186329652,7.66508333237873,66.4624736289941,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.6,11.680163967994,60.1030577241034,7.89804771028073,87.5087533602151,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.7,13.1520602318548,80.0609359726295,8.44447435544966,105.126622067449,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.8,14.1889876588465,102.881016598699,8.46945192219575,128.04402549945,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",0.9,15.3262083409702,129.127863461671,8.69447299513532,151.826314302297,0.000977517106549364,"a0.5","a0.5","2"
"var","97.5%",1,16.3244490010997,157.937559304932,8.89029878707692,178.42527180035,0.000977517106549364,"a0.5","a0.5","2"
"mean","2.5%",0.1,0.723046875,0.82958984375,5.4791259765625,8.9460693359375,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.2,1.3046630859375,1.6228759765625,7.795556640625,17.7947021484375,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.3,1.8369140625,2.542724609375,9.1565185546875,26.6749755859375,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.4,2.1605712890625,3.2041748046875,10.0039306640625,35.92197265625,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.5,2.5536376953125,4.06162109375,10.588037109375,44.8285888671875,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.6,2.811962890625,4.847021484375,11.1070068359375,53.964794921875,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.7,3.0929931640625,5.6640869140625,11.4286376953125,62.746142578125,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.8,3.392919921875,6.535888671875,11.7228759765625,71.6451416015625,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",0.9,3.6324462890625,7.3668701171875,12.0007080078125,80.7731201171875,0.000977517106549364,"a0.5","a0.5","4"
"mean","2.5%",1,3.8227783203125,8.1681396484375,12.1865234375,89.829296875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.1,0.7900390625,0.892578125,5.61962890625,9.08056640625,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.2,1.4013671875,1.7880859375,8.1162109375,18.12158203125,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.3,1.9208984375,2.7001953125,9.55029296875,27.27978515625,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.4,2.32275390625,3.595703125,10.4560546875,36.271484375,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.5,2.69873046875,4.50146484375,11.1162109375,45.46923828125,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.6,2.99658203125,5.4033203125,11.60693359375,54.3623046875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.7,3.31640625,6.26708984375,11.94189453125,63.5498046875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.8,3.54150390625,7.1884765625,12.2685546875,72.662109375,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",0.9,3.77294921875,8.095703125,12.52783203125,81.8046875,0.000977517106549364,"a0.5","a0.5","4"
"mean","50%",1,3.99462890625,8.9697265625,12.732421875,90.861328125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.1,0.8601318359375,0.973291015625,5.7614501953125,9.1565673828125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.2,1.53369140625,1.981103515625,8.3521728515625,18.266357421875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.3,2.1377197265625,2.9968994140625,9.9063232421875,27.6018798828125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.4,2.59912109375,3.9686767578125,10.798828125,36.8373779296875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.5,3.0103759765625,5.00546875,11.4739990234375,45.8997802734375,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.6,3.364111328125,5.9547607421875,11.9963623046875,55.047216796875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.7,3.71318359375,7.0290283203125,12.43095703125,64.2529541015625,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.8,3.9713134765625,8.009716796875,12.7005615234375,73.5514892578125,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",0.9,4.202392578125,8.9809326171875,12.9861083984375,82.562060546875,0.000977517106549364,"a0.5","a0.5","4"
"mean","97.5%",1,4.462548828125,10.040625,13.187109375,91.709228515625,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.1,1.24313029329332,1.87372483657136,3.01965945365958,9.00234174532625,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.2,3.04063504723393,5.59689733779325,3.95638841794966,19.3048026016847,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.3,5.19640227883676,12.8110736268939,4.73156299162237,31.2577930260264,0.000977517106549364,"a0.5","a0.5","4"
"var","2.5%",0.4,6.50809747392015,19.6652168102395,5.21603712751252,42.9091058964137,0.000977517106549364,"a0.5","a0.5","4"
